r_cm,z_F_radial_cm
0.0,0.2035891438419061
8.008008008008008e-05,0.20358913111522525
0.00016016016016016016,0.20358909293518523
0.00024024024024024023,0.2035890293017931
0.0003203203203203203,0.2035889402150608
0.0004004004004004004,0.2035888256750051
0.00048048048048048047,0.2035886856816474
0.0005605605605605605,0.20358852023501406
0.0006406406406406406,0.203588329335136
0.0007207207207207207,0.203588112982049
0.0008008008008008008,0.2035878711757938
0.0008808808808808808,0.20358760391641567
0.0009609609609609609,0.20358731120396456
0.001041041041041041,0.20358699303849562
0.001121121121121121,0.20358664942006835
0.0012012012012012011,0.20358628034874726
0.0012812812812812813,0.20358588582460158
0.0013613613613613614,0.20358546584770523
0.0014414414414414415,0.203585020418137
0.0015215215215215216,0.20358454953598046
0.0016016016016016017,0.20358405320132386
0.0016816816816816816,0.2035835314142603
0.0017617617617617617,0.20358298417488765
0.0018418418418418418,0.2035824114833085
0.0019219219219219219,0.20358181333963032
0.002002002002002002,0.20358118974396522
0.002082082082082082,0.2035805406964302
0.002162162162162162,0.20357986619714685
0.002242242242242242,0.2035791662462418
0.0023223223223223224,0.2035784408438463
0.0024024024024024023,0.20357768999009637
0.0024824824824824826,0.20357691368513273
0.0025625625625625625,0.2035761119291011
0.0026426426426426424,0.2035752847221517
0.0027227227227227227,0.2035744320644398
0.0028028028028028026,0.20357355395612525
0.002882882882882883,0.2035726503973727
0.002962962962962963,0.20357172138835156
0.003043043043043043,0.20357076692923612
0.003123123123123123,0.20356978702020537
0.0032032032032032033,0.20356878166144307
0.0032832832832832832,0.20356775085313775
0.003363363363363363,0.20356669459548274
0.0034434434434434434,0.20356561288867608
0.0035235235235235233,0.20356450573292068
0.0036036036036036037,0.20356337312842412
0.0036836836836836835,0.20356221507539882
0.003763763763763764,0.20356103157406194
0.0038438438438438438,0.20355982262463543
0.003923923923923924,0.20355858822734604
0.004004004004004004,0.20355732838242527
0.004084084084084084,0.20355604309010927
0.004164164164164164,0.20355473235063926
0.004244244244244244,0.2035533961642609
0.004324324324324324,0.2035520345312248
0.004404404404404405,0.20355064745178636
0.004484484484484484,0.20354923492620564
0.0045645645645645645,0.2035477969547476
0.004644644644644645,0.20354633353768184
0.004724724724724724,0.20354484467528278
0.004804804804804805,0.20354333036782973
0.004884884884884885,0.20354179061560665
0.004964964964964965,0.20354022541890218
0.005045045045045045,0.20353863477801
0.005125125125125125,0.20353701869322832
0.005205205205205205,0.20353537716486017
0.005285285285285285,0.20353371019321354
0.005365365365365365,0.20353201777860086
0.005445445445445445,0.2035302999213396
0.005525525525525526,0.20352855662175195
0.005605605605605605,0.20352678788016473
0.0056856856856856855,0.20352499369690977
0.005765765765765766,0.20352317407232343
0.005845845845845845,0.2035213290067469
0.005925925925925926,0.20351945850052636
0.006006006006006006,0.20351756255401243
0.006086086086086086,0.20351564116756077
0.006166166166166166,0.20351369434153166
0.006246246246246246,0.20351172207629015
0.006326326326326326,0.20350972437220616
0.006406406406406407,0.20350770122965428
0.006486486486486486,0.20350565264901394
0.0065665665665665665,0.20350357863066929
0.006646646646646647,0.20350147917500927
0.006726726726726726,0.20349935428242763
0.006806806806806807,0.20349720395332277
0.006886886886886887,0.20349502818809803
0.006966966966966967,0.20349282698716137
0.007047047047047047,0.20349060035092567
0.007127127127127127,0.2034883482798083
0.007207207207207207,0.20348607077423186
0.007287287287287287,0.20348376783462319
0.007367367367367367,0.20348143946141437
0.007447447447447447,0.20347908565504183
0.007527527527527528,0.2034767064159472
0.007607607607607607,0.2034743017445765
0.0076876876876876875,0.20347187164138067
0.007767767767767768,0.20346941610681557
0.007847847847847847,0.2034669351413416
0.007927927927927928,0.2034644287454239
0.008008008008008008,0.20346189691953268
0.008088088088088087,0.20345933966414256
0.008168168168168169,0.20345675697973323
0.008248248248248248,0.20345414886678903
0.008328328328328327,0.2034515153257989
0.008408408408408409,0.2034488563572568
0.008488488488488488,0.20344617196166134
0.008568568568568568,0.20344346213951595
