index,x,y
0,0.07657142857142846,0.0037837837837838006
1,0.09942857142857137,0.009729729729729741
2,0.12114285714285705,0.018918918918918948
3,0.14171428571428563,0.02594594594594596
4,0.1725714285714285,0.035135135135135165
5,0.2114285714285714,0.04378378378378378
6,0.2479999999999999,0.05135135135135138
7,0.29142857142857126,0.06054054054054053
8,0.3417142857142856,0.0691891891891892
9,0.3794285714285713,0.07513513513513514
10,0.42285714285714265,0.08270270270270269
11,0.4994285714285713,0.09351351351351353
12,0.5451428571428569,0.09891891891891894
13,0.5748571428571425,0.1048648648648649
14,0.6217142857142854,0.11027027027027031
15,0.6559999999999997,0.11243243243243245
16,0.6868571428571426,0.11675675675675681
17,0.7097142857142855,0.12054054054054059
18,0.7451428571428569,0.12324324324324329
19,0.7691428571428567,0.12756756756756757
20,0.7965714285714283,0.13135135135135134
21,0.819428571428571,0.13297297297297297
22,0.8479999999999996,0.13513513513513517
