r_cm,r_mm,T_hev_z0.5mm,flux_raw_z0.5mm,flux_norm_z0.5mm,T_hev_z1.0mm,flux_raw_z1.0mm,flux_norm_z1.0mm,T_hev_z1.5mm,flux_raw_z1.5mm,flux_norm_z1.5mm
0.0,0.0,0.6855181235059066,2.2721334296015544e+19,1.0,0.6132421016007271,1.4550768145931166e+19,0.6404011294566805,0.4759798280356673,5.280952466667891e+18,0.2324226384712789
0.0003006012024048096,0.003006012024048096,0.68551810399225,2.272133170891373e+19,0.999999886137769,0.613242042200567,1.4550762508237146e+19,0.6404008813333113,0.47597959643336596,5.280942188250363e+18,0.23242218610270785
0.0006012024048096192,0.006012024048096192,0.6855180454512098,2.2721323947600257e+19,0.9999995445507226,0.6132418639997804,1.4550745595135857e+19,0.6404001369623571,0.47597890162322665,5.280911352944221e+18,0.2324208289946375
0.0009018036072144288,0.009018036072144287,0.6855179478825747,2.272131101205112e+19,0.9999989752378042,0.6132415669974487,1.4550717406569585e+19,0.6403988963412781,0.475977743595542,5.280859960588734e+18,0.2324185671399939
0.0012024048096192384,0.012024048096192385,0.6855178112859929,2.2721292902226272e+19,0.9999981781972515,0.6132411511920408,1.4550677942442179e+19,0.6403971594658423,0.475976122334133,5.280788010916027e+18,0.23241540052698736
0.001503006012024048,0.01503006012024048,0.6855176356609711,2.272126961806962e+19,0.9999971534265953,0.6132406165814129,1.4550627202618974e+19,0.6403949263301231,0.47597403781634773,5.280695503551059e+18,0.23241132913911186
0.0018036072144288575,0.018036072144288574,0.6855174210068761,2.2721241159509115e+19,0.9999959009226652,0.6132399631628089,1.4550565186926852e+19,0.6403921969265012,0.47597149001306077,5.280582438011629e+18,0.23240635295514495
0.002104208416833667,0.021042084168336674,0.685517167322933,2.2721207526456635e+19,0.9999944206815825,0.6132391909328601,1.455049189515423e+19,0.6403889712456645,0.4759684788886717,5.280448813708363e+18,0.23240047194914745
0.002404809619238477,0.02404809619238477,0.6855168746082265,2.272116871880805e+19,0.9999927126987643,0.613238299887585,1.4550407327051043e+19,0.6403852492766073,0.475965004401103,5.280294629944673e+18,0.2323936860904615
0.0027054108216432865,0.027054108216432865,0.6855165428617005,2.272112473644323e+19,0.9999907769689234,0.6132372900223898,1.4550311482328736e+19,0.64038103100663,0.47596106650179876,5.280119885916783e+18,0.23238599534371157
0.003006012024048096,0.03006012024048096,0.6855161720821579,2.2721075579225997e+19,0.9999886134860666,0.6132361613320676,1.4550204360660292e+19,0.6403763164213399,0.4759566651357222,5.279924580713685e+18,0.232377399668803
0.003306613226452906,0.033066132264529056,0.6855157622682605,2.2721021247004148e+19,0.9999862222434951,0.6132349138107989,1.4550085961680198e+19,0.6403711055046503,0.47595180024135353,5.279708713317148e+18,0.2323678990209218
0.003607214428857715,0.03607214428857715,0.6855153134185298,2.2720961739609494e+19,0.9999836032338068,0.6132335474521513,1.454995628498447e+19,0.6403653982387811,0.47594647175068616,5.279472282601646e+18,0.232357493350532
0.003907815631262525,0.03907815631262525,0.6855148255313459,2.2720897056857776e+19,0.999980756448892,0.6132320622490793,1.4549815330130604e+19,0.6403591946042573,0.4759406795892242,5.279215287334364e+18,0.23234618260337542
0.004208416833667334,0.04208416833667335,0.6855142986049482,2.272082719854872e+19,0.9999776818799364,0.6132304581939249,1.4549663096637661e+19,0.640352494579912,0.47593442367597993,5.27893772617521e+18,0.2323339667204727
0.0045090180360721445,0.045090180360721446,0.6855137326374351,2.2720752164466045e+19,0.9999743795174212,0.613228735278416,1.4549499583986145e+19,0.6403452981428812,0.4759277039234676,5.278639597676676e+18,0.23232084563811678
0.004809619238476954,0.04809619238476954,0.6855131276267642,2.272067195437742e+19,0.9999708493511211,0.6132268934936679,1.4549324791618066e+19,0.6403376052686071,0.47592052023770237,5.278320900283933e+18,0.23230681928787733
0.005110220440881763,0.05110220440881763,0.6855124835707521,2.2720586568034497e+19,0.9999670913701059,0.6132249328301821,1.4549138718936947e+19,0.6403294159308378,0.4759128725181938,5.277981632334709e+18,0.2322918875965953
0.005410821643286573,0.05410821643286573,0.6855118004670743,2.272049600517287e+19,0.9999631055627389,0.613222853277847,1.4548941365307804e+19,0.6403207301016267,0.47590476065794224,5.277621792059286e+18,0.2322760504863827
0.005711422845691382,0.05711422845691382,0.6855110783132654,2.272040026551213e+19,0.9999588919166785,0.6132206548259369,1.4548732730057116e+19,0.6403115477513311,0.47589618454343374,5.277241377580464e+18,0.2322593078746212
0.006012024048096192,0.06012024048096192,0.6855103171067188,2.2720299348755784e+19,0.9999544504188761,0.6132183374631127,1.4548512812472859e+19,0.640301868848614,0.47588714405463484,5.276840386913514e+18,0.23224165967395988
0.0063126252505010015,0.06312625250501001,0.6855095168446872,2.272019325459134e+19,0.9999497810555781,0.6132159011774209,1.4548281611804449e+19,0.6402916933604407,0.4758776390649864,5.276418817966109e+18,0.23222310579231217
0.006613226452905812,0.06613226452905811,0.6855086775242821,2.2720081982690284e+19,0.999944883812326,0.6132133459562937,1.4548039127262773e+19,0.6402810212520813,0.475867669441399,5.275976668538324e+18,0.23220364613285624
0.006913827655310621,0.06913827655310621,0.6855077991424736,2.2719965532707967e+19,0.9999397586739518,0.6132106717865499,1.4547785358020215e+19,0.6402698524871113,0.4758572350442462,5.275513936322575e+18,0.23218328059403182
0.00721442885771543,0.0721442885771543,0.6855068816960912,2.27198439042838e+19,0.9999344056245849,0.6132078786543926,1.4547520303210547e+19,0.6402581870274066,0.47584633572735724,5.275030618903517e+18,0.23216200906953588
0.00751503006012024,0.0751503006012024,0.685505925181823,2.271971709704109e+19,0.9999288246476468,0.6132049665454112,1.4547243961929036e+19,0.6402460248331484,0.47583497133801217,5.274526713758083e+18,0.23213983144832448
0.00781563126252505,0.0781563126252505,0.6855049295962157,2.2719585110587077e+19,0.9999230157258513,0.6132019354445797,1.4546956333232355e+19,0.6402333658628198,0.4758231417169328,5.274002218255329e+18,0.2321167476146059
0.00811623246492986,0.0811623246492986,0.6855038949356752,2.2719447944512995e+19,0.9999169788412083,0.6131987853362569,1.4546657416138605e+19,0.6402202100732056,0.47581084669827706,5.273457129656462e+18,0.2320927574478417
0.008416833667334669,0.0841683366733467,0.6855028211964659,2.2719305598393962e+19,0.9999107139750179,0.6131955162041868,1.4546347209627316e+19,0.6402065574193938,0.47579808610963026,5.272891445114723e+18,0.23206786082274172
0.008717434869739478,0.08717434869739478,0.6855017083747111,2.27191580717891e+19,0.9999042211078764,0.6131921280314973,1.4546025712639418e+19,0.6401924078547727,0.47578485977199736,5.272305161675342e+18,0.2320420576092621
0.009018036072144289,0.09018036072144289,0.6855005564663925,2.2719005364241383e+19,0.9998975002196694,0.6131886208007005,1.454569292407721e+19,0.6401777613310311,0.4757711674997946,5.271698276275461e+18,0.23201534767260196
0.009318637274549098,0.09318637274549098,0.685499365467351,2.2718847475277824e+19,0.99989055128958,0.6131849944936932,1.454534884280447e+19,0.6401626177981621,0.47575700910084207,5.271070785744125e+18,0.2319877308732027
0.009619238476953907,0.09619238476953908,0.6854981353732855,2.2718684404409254e+19,0.9998833742960793,0.6131812490917552,1.4544993467646247e+19,0.6401469772044542,0.4757423843763528,5.270422686802114e+18,0.231959207066741
0.009919839679358717,0.09919839679358716,0.6854968661797538,2.2718516151130497e+19,0.9998759692169337,0.6131773845755502,1.4544626797389044e+19,0.6401308394964998,0.47572729312092527,5.269753976061951e+18,0.23192977610412893
0.010220440881763526,0.10220440881763526,0.6854955578821724,2.2718342714920296e+19,0.9998683360292018,0.6131734009251248,1.4544248830780692e+19,0.6401142046191891,0.4757117351225331,5.269064650027792e+18,0.2318994378315091
0.010521042084168337,0.10521042084168336,0.685494210475816,2.2718164095241286e+19,0.9998604747092333,0.6131692981199086,1.4543859566530333e+19,0.6400970725157092,0.47569571016251533,5.26835470509535e+18,0.23186819209025145
0.010821643286573146,0.10821643286573146,0.685492823955818,2.2717980291540034e+19,0.999852385232671,0.6131650761387141,1.4543459003308517e+19,0.6400794431275493,0.4756792180155664,5.267624137551825e+18,0.23183603871695005
0.011122244488977955,0.11122244488977956,0.68549139831717,2.271779130324699e+19,0.9998440675744481,0.6131607349597357,1.4543047139747066e+19,0.6400613163944937,0.47566225844972526,5.266872943575796e+18,0.2318029775434185
0.011422845691382764,0.11422845691382764,0.6854899335547221,2.2717597129776546e+19,0.999835521708791,0.6131562745605502,1.4542623974439137e+19,0.6400426922546252,0.475644831226366,5.266101119237204e+18,0.23176900839668899
0.011723446893787575,0.11723446893787576,0.6854884296631829,2.2717397770526986e+19,0.9998267476092173,0.613151694918116,1.4542189505939184e+19,0.640023570644323,0.47562693610018447,5.265308660497157e+18,0.2317341310990038
0.012024048096192385,0.12024048096192384,0.6854868866371188,2.2717193224880435e+19,0.9998177452485334,0.6131469960087731,1.4541743732762952e+19,0.640003951498263,0.4756085728191891,5.264495563207947e+18,0.2316983454678161
0.012324649298597194,0.12324649298597194,0.6854853044709551,2.271698349220303e+19,0.9998085145988421,0.6131421778082423,1.4541286653387473e+19,0.639983834749417,0.4755897411246881,5.2636618231129e+18,0.2316616513157832
