r_cm,r_mm,T_hev_z0.5mm,flux_raw_z0.5mm,flux_norm_z0.5mm,T_hev_z1.0mm,flux_raw_z1.0mm,flux_norm_z1.0mm,T_hev_z1.5mm,flux_raw_z1.5mm,flux_norm_z1.5mm
0.0,0.0,0.5737763941152918,1.1151384095898655e+19,1.0,0.42945885965955233,3.499808920355956e+18,1.0,0.0,0.0,0.0
0.00015015015015015014,0.0015015015015015015,0.5737763847456492,1.115138336750005e+19,0.9999999346808792,0.42945880379983903,3.499807099475746e+18,0.999999479720107,0.0,0.0,0.0
0.0003003003003003003,0.003003003003003003,0.573776356636709,1.1151381182303496e+19,0.9999997387234505,0.4294586362204823,3.4998016368323077e+18,0.9999979188796262,0.0,0.0,0.0
0.0004504504504504504,0.004504504504504504,0.5737763097884344,1.1151377540306764e+19,0.999999412127514,0.42945835692083234,3.4997925324172503e+18,0.9999953174761598,0.0,0.0,0.0
0.0006006006006006006,0.006006006006006006,0.5737762442007645,1.1151372441506191e+19,0.9999989548927413,0.4294579658998057,3.499779786216573e+18,0.9999916755057072,0.0,0.0,0.0
0.0007507507507507507,0.0075075075075075074,0.5737761598736135,1.115136588589662e+19,0.9999983670186697,0.4294574631558862,3.4997633982106926e+18,0.9999869929626732,0.0,0.0,0.0
0.0009009009009009008,0.009009009009009007,0.5737760568068714,1.1151357873471406e+19,0.9999976485047037,0.42945684868712375,3.499743368374416e+18,0.9999812698398592,0.0,0.0,0.0
0.001051051051051051,0.010510510510510511,0.5737759350004037,1.1151348404222462e+19,0.9999967993501178,0.4294561224911355,3.499719696676965e+18,0.999974506128471,0.0,0.0,0.0
0.0012012012012012011,0.012012012012012012,0.5737757944540512,1.1151337478140195e+19,0.9999958195540518,0.42945528456510434,3.4996923830819364e+18,0.9999667018181072,0.0,0.0,0.0
0.0013513513513513512,0.013513513513513513,0.5737756351676306,1.1151325095213558e+19,0.9999947091155152,0.429454334905781,3.4996614275473705e+18,0.9999578568967786,0.0,0.0,0.0
0.0015015015015015015,0.015015015015015015,0.5737754571409339,1.1151311255430025e+19,0.9999934680333846,0.42945327350948165,3.499626830025672e+18,0.9999479713508858,0.0,0.0,0.0
0.0016516516516516516,0.016516516516516516,0.5737752603737286,1.115129595877559e+19,0.9999920963064042,0.42945210037208925,3.499588590463659e+18,0.999937045165233,0.0,0.0,0.0
0.0018018018018018016,0.018018018018018014,0.5737750448657578,1.1151279205234782e+19,0.9999905939331862,0.4294508154890535,3.499546708802555e+18,0.9999250783230261,0.0,0.0,0.0
0.001951951951951952,0.01951951951951952,0.5737748106167404,1.1151260994790668e+19,0.9999889609122126,0.4294494188553907,3.4995011849779927e+18,0.9999120708058735,0.0,0.0,0.0
0.002102102102102102,0.021021021021021023,0.5737745576263703,1.115124132742481e+19,0.9999871972418297,0.42944791046568237,3.4994520189199734e+18,0.9998980225937745,0.0,0.0,0.0
0.0022522522522522522,0.02252252252252252,0.5737742858943173,1.115122020311732e+19,0.9999853029202541,0.4294462903140775,3.499399210552931e+18,0.9998829336651375,0.0,0.0,0.0
0.0024024024024024023,0.024024024024024024,0.5737739954202268,1.1151197621846831e+19,0.9999832779455698,0.429444558394291,3.4993427597956925e+18,0.999866803996769,0.0,0.0,0.0
0.0025525525525525524,0.025525525525525523,0.5737736862037194,1.1151173583590498e+19,0.9999811223157281,0.42944271469960316,3.499282666561458e+18,0.9998496335638677,0.0,0.0,0.0
0.0027027027027027024,0.027027027027027025,0.5737733582443914,1.1151148088324002e+19,0.9999788360285483,0.4294407592228613,3.499218930757864e+18,0.9998314223400424,0.0,0.0,0.0
