r_cm,r_mm,T_hev_z1.0mm,flux_raw_z1.0mm,flux_norm_z1.0mm
0.0,0.0,0.4223667445005743,3.274288421181126e+18,1.0
0.0003006012024048096,0.003006012024048096,0.4223662942269888,3.274274458687638e+18,0.9999957357166834
0.0006012024048096192,0.006012024048096192,0.4223649433919098,3.274232571030988e+18,0.9999829428129248
0.0009018036072144288,0.009018036072144287,0.42236269195236953,3.2741627576826337e+18,0.9999616211273022
0.0012024048096192384,0.012024048096192385,0.42235953983674934,3.2740650177616164e+18,0.999931770390762
0.001503006012024048,0.01503006012024048,0.4223554869447732,3.2739393500345487e+18,0.9998933902266156
0.0018036072144288575,0.018036072144288574,0.4223505331474975,3.273785752915551e+18,0.9998464801505197
0.002104208416833667,0.021042084168336674,0.4223446782872969,3.2736042244661494e+18,0.999791039570445
0.002404809619238477,0.02404809619238477,0.4223379221778486,3.2733947623951913e+18,0.9997270677866513
0.0027054108216432865,0.027054108216432865,0.4223302646041144,3.2731573640587694e+18,0.9996545639916631
0.003006012024048096,0.03006012024048096,0.42232170532231633,3.2728920264600253e+18,0.99957352727021
0.003306613226452906,0.033066132264529056,0.42231224405991374,3.2725987462490624e+18,0.9994839565992008
0.003607214428857715,0.03607214428857715,0.42230188051557394,3.2722775197227407e+18,0.9993858508476599
0.003907815631262525,0.03907815631262525,0.42229061435914167,3.271928342824512e+18,0.9992792087766774
0.004208416833667334,0.04208416833667335,0.4222784452316058,3.271551211144237e+18,0.9991640290393533
0.0045090180360721445,0.045090180360721446,0.4222653727450609,3.2711461199179213e+18,0.9990403101807167
0.004809619238476954,0.04809619238476954,0.42225139648266874,3.27071306402753e+18,0.9989080506376692
0.005110220440881763,0.05110220440881763,0.4222365159986149,3.270252038000714e+18,0.9987672487389013
0.005410821643286573,0.05410821643286573,0.4222207308180624,3.2697630360105334e+18,0.998617902704808
0.005711422845691382,0.05711422845691382,0.42220404043710325,3.269246051875183e+18,0.9984600106474053
0.006012024048096192,0.06012024048096192,0.42218644432270636,3.2687010790576855e+18,0.9982935705702355
0.0063126252505010015,0.06312625250501001,0.4221679419126624,3.2681281106655647e+18,0.9981185803682685
0.006613226452905812,0.06613226452905811,0.4221485326155256,3.2675271394505057e+18,0.9979350378277972
0.006913827655310621,0.06913827655310621,0.4221282158105531,3.2668981578080056e+18,0.9977429406263317
0.00721442885771543,0.0721442885771543,0.42210699084764,3.266241157776983e+18,0.9975422863324789
0.00751503006012024,0.0751503006012024,0.4220848570472521,3.265556131039384e+18,0.997333072405823
0.00781563126252505,0.0781563126252505,0.4220618137003569,3.264843068919812e+18,0.9971152961968125
0.00811623246492986,0.0811623246492986,0.4220378600683469,3.26410196238501e+18,0.9968889549466013
0.008416833667334669,0.0841683366733467,0.42201299538296616,3.263332802043505e+18,0.9966540457869411
0.008717434869739478,0.08717434869739478,0.4219872188462287,3.262535578145097e+18,0.9964105657400244
0.009018036072144289,0.09018036072144289,0.4219605296303356,3.261710280580375e+18,0.9961585117183374
0.009318637274549098,0.09318637274549098,0.42193292687758893,3.2608568988802253e+18,0.9958978805245092
0.009619238476953907,0.09619238476953908,0.42190440970030174,3.2599754222152893e+18,0.9956286688511473
0.009919839679358717,0.09919839679358716,0.4218749771807067,3.2590658393954703e+18,0.9953508732806854
0.010220440881763526,0.10220440881763526,0.42184462837085845,3.2581281388693263e+18,0.995064490285199
0.010521042084168337,0.10521042084168336,0.4218133622925347,3.2571623087234995e+18,0.9947695162262313
0.010821643286573146,0.10821643286573146,0.4217811779371347,3.25616833668216e+18,0.9944659473546226
0.011122244488977955,0.11122244488977956,0.4217480742655723,3.2551462101063547e+18,0.9941537798103118
0.011422845691382764,0.11422845691382764,0.4217140502081667,3.2540959159933773e+18,0.9938330096221442
0.011723446893787575,0.11723446893787576,0.42167910466453046,3.2530174409761393e+18,0.9935036327076788
0.012024048096192385,0.12024048096192384,0.42164323650345265,3.25191077132247e+18,0.9931656448729754
0.012324649298597194,0.12324649298597194,0.4216064445627797,3.2507758929344384e+18,0.9928190418123868
0.012625250501002003,0.12625250501002003,0.4215687276492931,3.249612791347668e+18,0.9924638191083494
0.012925851703406812,0.12925851703406813,0.4215300845385817,3.24842145173056e+18,0.9920999722311465
