r_cm,r_mm,T_hev_z1.0mm,flux_raw_z1.0mm,flux_norm_z1.0mm
0.0,0.0,0.0,0.0,0.0
0.0003006012024048096,0.003006012024048096,0.0,0.0,0.0
0.0006012024048096192,0.006012024048096192,0.0,0.0,0.0
0.0009018036072144288,0.009018036072144287,0.0,0.0,0.0
0.0012024048096192384,0.012024048096192385,0.0,0.0,0.0
0.001503006012024048,0.01503006012024048,0.0,0.0,0.0
0.0018036072144288575,0.018036072144288574,0.0,0.0,0.0
0.002104208416833667,0.021042084168336674,0.0,0.0,0.0
0.002404809619238477,0.02404809619238477,0.0,0.0,0.0
0.0027054108216432865,0.027054108216432865,0.0,0.0,0.0
0.003006012024048096,0.03006012024048096,0.0,0.0,0.0
0.003306613226452906,0.033066132264529056,0.0,0.0,0.0
0.003607214428857715,0.03607214428857715,0.0,0.0,0.0
0.003907815631262525,0.03907815631262525,0.0,0.0,0.0
0.004208416833667334,0.04208416833667335,0.0,0.0,0.0
0.0045090180360721445,0.045090180360721446,0.0,0.0,0.0
0.004809619238476954,0.04809619238476954,0.0,0.0,0.0
0.005110220440881763,0.05110220440881763,0.0,0.0,0.0
0.005410821643286573,0.05410821643286573,0.0,0.0,0.0
0.005711422845691382,0.05711422845691382,0.0,0.0,0.0
0.006012024048096192,0.06012024048096192,0.0,0.0,0.0
0.0063126252505010015,0.06312625250501001,0.0,0.0,0.0
0.006613226452905812,0.06613226452905811,0.0,0.0,0.0
0.006913827655310621,0.06913827655310621,0.0,0.0,0.0
0.00721442885771543,0.0721442885771543,0.0,0.0,0.0
0.00751503006012024,0.0751503006012024,0.0,0.0,0.0
0.00781563126252505,0.0781563126252505,0.0,0.0,0.0
0.00811623246492986,0.0811623246492986,0.0,0.0,0.0
0.008416833667334669,0.0841683366733467,0.0,0.0,0.0
0.008717434869739478,0.08717434869739478,0.0,0.0,0.0
0.009018036072144289,0.09018036072144289,0.0,0.0,0.0
0.009318637274549098,0.09318637274549098,0.0,0.0,0.0
0.009619238476953907,0.09619238476953908,0.0,0.0,0.0
0.009919839679358717,0.09919839679358716,0.0,0.0,0.0
0.010220440881763526,0.10220440881763526,0.0,0.0,0.0
0.010521042084168337,0.10521042084168336,0.0,0.0,0.0
0.010821643286573146,0.10821643286573146,0.0,0.0,0.0
0.011122244488977955,0.11122244488977956,0.0,0.0,0.0
0.011422845691382764,0.11422845691382764,0.0,0.0,0.0
0.011723446893787575,0.11723446893787576,0.0,0.0,0.0
0.012024048096192385,0.12024048096192384,0.0,0.0,0.0
0.012324649298597194,0.12324649298597194,0.0,0.0,0.0
0.012625250501002003,0.12625250501002003,0.0,0.0,0.0
0.012925851703406812,0.12925851703406813,0.0,0.0,0.0
0.013226452905811623,0.13226452905811623,0.0,0.0,0.0
0.013527054108216433,0.13527054108216433,0.0,0.0,0.0
0.013827655310621242,0.13827655310621242,0.0,0.0,0.0
0.014128256513026051,0.1412825651302605,0.0,0.0,0.0
0.01442885771543086,0.1442885771543086,0.0,0.0,0.0
0.014729458917835671,0.14729458917835672,0.0,0.0,0.0
0.01503006012024048,0.1503006012024048,0.0,0.0,0.0
0.01533066132264529,0.1533066132264529,0.0,0.0,0.0
0.0156312625250501,0.156312625250501,0.0,0.0,0.0
0.01593186372745491,0.1593186372745491,0.0,0.0,0.0
0.01623246492985972,0.1623246492985972,0.0,0.0,0.0
0.016533066132264528,0.1653306613226453,0.0,0.0,0.0
0.016833667334669337,0.1683366733466934,0.0,0.0,0.0
0.017134268537074147,0.17134268537074146,0.0,0.0,0.0
0.017434869739478956,0.17434869739478956,0.0,0.0,0.0
0.017735470941883765,0.17735470941883766,0.0,0.0,0.0
0.018036072144288578,0.18036072144288579,0.0,0.0,0.0
0.018336673346693387,0.18336673346693388,0.0,0.0,0.0
0.018637274549098196,0.18637274549098196,0.0,0.0,0.0
0.018937875751503006,0.18937875751503006,0.0,0.0,0.0
0.019238476953907815,0.19238476953907815,0.0,0.0,0.0
0.019539078156312624,0.19539078156312623,0.0,0.0,0.0
0.019839679358717433,0.19839679358717432,0.0,0.0,0.0
0.020140280561122242,0.20140280561122242,0.0,0.0,0.0
0.02044088176352705,0.20440881763527052,0.0,0.0,0.0
0.020741482965931864,0.20741482965931865,0.0,0.0,0.0
0.021042084168336674,0.21042084168336672,0.0,0.0,0.0
0.021342685370741483,0.21342685370741482,0.0,0.0,0.0
0.021643286573146292,0.21643286573146292,0.0,0.0,0.0
0.0219438877755511,0.21943887775551102,0.0,0.0,0.0
0.02224448897795591,0.22244488977955912,0.0,0.0,0.0
0.02254509018036072,0.2254509018036072,0.0,0.0,0.0
0.02284569138276553,0.2284569138276553,0.0,0.0,0.0
0.023146292585170338,0.2314629258517034,0.0,0.0,0.0
0.02344689378757515,0.23446893787575152,0.0,0.0,0.0
0.02374749498997996,0.23747494989979961,0.0,0.0,0.0
0.02404809619238477,0.24048096192384769,0.0,0.0,0.0
0.02434869739478958,0.24348697394789579,0.0,0.0,0.0
0.024649298597194388,0.24649298597194388,0.0,0.0,0.0
0.024949899799599197,0.24949899799599196,0.0,0.0,0.0
0.025250501002004006,0.25250501002004005,0.0,0.0,0.0
0.025551102204408815,0.25551102204408815,0.0,0.0,0.0
0.025851703406813625,0.25851703406813625,0.0,0.0,0.0
0.026152304609218437,0.26152304609218435,0.0,0.0,0.0
0.026452905811623247,0.26452905811623245,0.0,0.0,0.0
0.026753507014028056,0.26753507014028055,0.0,0.0,0.0
0.027054108216432865,0.27054108216432865,0.0,0.0,0.0
0.027354709418837674,0.27354709418837675,0.0,0.0,0.0
0.027655310621242483,0.27655310621242485,0.0,0.0,0.0
0.027955911823647293,0.27955911823647295,0.0,0.0,0.0
0.028256513026052102,0.282565130260521,0.0,0.0,0.0
0.02855711422845691,0.2855711422845691,0.0,0.0,0.0
0.02885771543086172,0.2885771543086172,0.0,0.0,0.0
0.029158316633266533,0.29158316633266534,0.0,0.0,0.0
0.029458917835671342,0.29458917835671344,0.0,0.0,0.0
0.02975951903807615,0.29759519038076154,0.0,0.0,0.0
0.03006012024048096,0.3006012024048096,0.0,0.0,0.0
0.03036072144288577,0.3036072144288577,0.0,0.0,0.0
0.03066132264529058,0.3066132264529058,0.0,0.0,0.0
0.03096192384769539,0.3096192384769539,0.0,0.0,0.0
0.0312625250501002,0.312625250501002,0.0,0.0,0.0
0.03156312625250501,0.3156312625250501,0.0,0.0,0.0
0.03186372745490982,0.3186372745490982,0.0,0.0,0.0
0.032164328657314625,0.3216432865731462,0.0,0.0,0.0
0.03246492985971944,0.3246492985971944,0.0,0.0,0.0
0.032765531062124244,0.3276553106212424,0.0,0.0,0.0
0.033066132264529056,0.3306613226452906,0.0,0.0,0.0
0.03336673346693387,0.3336673346693387,0.0,0.0,0.0
0.033667334669338675,0.3366733466933868,0.0,0.0,0.0
0.03396793587174349,0.3396793587174349,0.0,0.0,0.0
0.03426853707414829,0.3426853707414829,0.0,0.0,0.0
0.034569138276553106,0.3456913827655311,0.0,0.0,0.0
0.03486973947895791,0.3486973947895791,0.0,0.0,0.0
0.035170340681362725,0.3517034068136272,0.0,0.0,0.0
0.03547094188376753,0.3547094188376753,0.0,0.0,0.0
0.03577154308617234,0.3577154308617234,0.0,0.0,0.0
0.036072144288577156,0.36072144288577157,0.0,0.0,0.0
0.03637274549098196,0.3637274549098196,0.0,0.0,0.0
0.036673346693386774,0.36673346693386777,0.0,0.0,0.0
0.03697394789579158,0.3697394789579158,0.0,0.0,0.0
0.03727454909819639,0.3727454909819639,0.0,0.0,0.0
0.0375751503006012,0.375751503006012,0.0,0.0,0.0
0.03787575150300601,0.3787575150300601,0.0,0.0,0.0
0.03817635270541082,0.38176352705410815,0.0,0.0,0.0
0.03847695390781563,0.3847695390781563,0.0,0.0,0.0
0.03877755511022044,0.3877755511022044,0.0,0.0,0.0
0.03907815631262525,0.39078156312625245,0.0,0.0,0.0
0.03937875751503006,0.3937875751503006,0.0,0.0,0.0
0.039679358717434866,0.39679358717434865,0.0,0.0,0.0
0.03997995991983968,0.3997995991983968,0.0,0.0,0.0
0.040280561122244485,0.40280561122244485,0.0,0.0,0.0
0.0405811623246493,0.405811623246493,0.0,0.0,0.0
0.0408817635270541,0.40881763527054105,0.0,0.0,0.0
0.041182364729458916,0.41182364729458915,0.0,0.0,0.0
0.04148296593186373,0.4148296593186373,0.0,0.0,0.0
0.041783567134268534,0.41783567134268534,0.0,0.0,0.0
0.04208416833667335,0.42084168336673344,0.0,0.0,0.0
0.04238476953907815,0.42384769539078154,0.0,0.0,0.0
0.042685370741482966,0.42685370741482964,0.0,0.0,0.0
0.04298597194388777,0.4298597194388777,0.0,0.0,0.0
0.043286573146292584,0.43286573146292584,0.0,0.0,0.0
0.04358717434869739,0.4358717434869739,0.0,0.0,0.0
0.0438877755511022,0.43887775551102204,0.0,0.0,0.0
0.044188376753507015,0.44188376753507014,0.0,0.0,0.0
