r_cm,z_F_radial_cm
0.0,0.11715318759772725
0.00016032064128256515,0.11715302881358329
0.0003206412825651303,0.1171525524617971
0.0004809619238476954,0.11715175854430554
0.0006412825651302606,0.11715064706433673
0.0008016032064128258,0.11714921802641001
0.0009619238476953908,0.1171474714363359
0.001122244488977956,0.11714540730121618
0.0012825651302605212,0.11714302562944374
0.0014428857715430862,0.1171403264307025
0.0016032064128256515,0.11713730971596757
0.0017635270541082166,0.11713397549750505
0.0019238476953907816,0.11713032378887188
0.0020841683366733467,0.11712635460491609
0.002244488977955912,0.11712206796177639
0.0024048096192384773,0.11711746387688231
0.0025651302605210423,0.11711254236895413
0.0027254509018036074,0.11710730345800256
0.0028857715430861725,0.1171017471653289
0.003046092184368738,0.117095873513525
0.003206412825651303,0.1170896825264728
0.003366733466933868,0.11708317422934458
0.003527054108216433,0.11707634864860256
0.0036873747494989982,0.11706920581199912
0.0038476953907815633,0.11706174574857638
0.004008016032064129,0.11705396848866614
0.004168336673346693,0.11704587406388979
0.004328657314629259,0.11703746250715825
0.004488977955911824,0.1170287338526716
0.004649298597194389,0.11701968813591908
0.0048096192384769546,0.11701032539367888
0.004969939879759519,0.11700064566401808
0.005130260521042085,0.11699064898629229
0.00529058116232465,0.11698033540114561
0.005450901803607215,0.11696970495051041
0.00561122244488978,0.11695875767760712
0.005771543086172345,0.11694749362694411
0.0059318637274549104,0.11693591284431733
0.006092184368737476,0.1169240153768103
0.006252505010020041,0.11691180127279377
0.006412825651302606,0.11689927058192545
0.006573146292585171,0.11688642335515005
0.006733466933867736,0.11687325964469872
0.006893787575150302,0.116859779504089
0.007054108216432866,0.11684598298812457
0.007214428857715432,0.11683187015289494
0.0073747494989979965,0.11681744105577527
0.007535070140280562,0.11680269575542601
0.007695390781563127,0.11678763431179275
0.007855711422845692,0.11677225678610588
0.008016032064128258,0.11675656324088031
0.008176352705410823,0.11674055373991528
0.008336673346693387,0.11672422834829385
0.008496993987975952,0.11670758713238291
0.008657314629258518,0.11669063015983262
0.008817635270541083,0.11667335749957634
0.008977955911823649,0.11665576922182995
0.009138276553106213,0.11663786539809202
0.009298597194388778,0.11661964610114313
0.009458917835671344,0.11660111140504556
0.009619238476953909,0.11658226138514323
0.009779559118236475,0.11656309611806108
0.009939879759519038,0.11654361568170474
0.010100200400801604,0.11652382015526042
0.01026052104208417,0.1165037096191942
0.010420841683366735,0.11648328415525204
0.0105811623246493,0.11646254384645915
0.010741482965931864,0.11644148877711957
0.01090180360721443,0.11642011903281613
0.011062124248496995,0.11639843470040967
0.01122244488977956,0.11637643586803888
0.011382765531062126,0.11635412262511989
0.01154308617234469,0.11633149506234569
0.011703406813627255,0.11630855327168603
0.011863727454909821,0.11628529734638661
0.012024048096192386,0.11626172738096913
0.012184368737474952,0.11623784347123033
0.012344689378757516,0.116213645714242
0.012505010020040081,0.11618913420835036
0.012665330661322647,0.11616430905317557
0.012825651302605212,0.1161391703496114
0.012985971943887778,0.11611371819982472
0.013146292585170341,0.11608795270725492
0.013306613226452907,0.11606187397661369
0.013466933867735472,0.11603548211388434
0.013627254509018038,0.11600877722632144
0.013787575150300603,0.11598175942245023
0.013947895791583167,0.11595442881206623
0.014108216432865733,0.1159267855062347
0.014268537074148298,0.11589882961729014
0.014428857715430864,0.1158705612588357
0.01458917835671343,0.11584198054574302
0.014749498997995993,0.11581308759415106
0.014909819639278558,0.11578388252146624
0.015070140280561124,0.11575436544636152
0.01523046092184369,0.115724536488776
0.015390781563126253,0.11569439576991432
0.015551102204408819,0.11566394341224616
0.015711422845691384,0.1156331795395057
0.015871743486973948,0.11560210427669097
0.016032064128256515,0.1155707177500634
0.01619238476953908,0.11553902008714714
0.016352705410821646,0.11550701141672859
0.01651302605210421,0.11547469186885576
0.016673346693386774,0.11544206157483768
0.01683366733466934,0.1154091206672438
0.016993987975951905,0.11537586927990347
0.017154308617234472,0.11534230754790518
0.017314629258517036,0.11530843560759613
0.0174749498997996,0.11527425359658144
0.017635270541082167,0.11523976165372378
0.01779559118236473,0.1152049599191424
0.017955911823647298,0.11516984853421275
0.01811623246492986,0.1151344276415658
0.018276553106212425,0.11509869738508732
0.018436873747494992,0.1150626579099173
0.018597194388777556,0.11502630936244929
0.018757515030060123,0.11498965189032963
0.018917835671342687,0.11495268564245696
0.01907815631262525,0.11491541076898147
0.019238476953907818,0.11487782742130413
0.019398797595190382,0.11483993575207613
0.01955911823647295,0.1148017359151982
0.019719438877755513,0.11476322806581979
0.019879759519038077,0.11472441236033848
0.020040080160320644,0.11468528895639922
0.020200400801603208,0.11464585801289363
0.020360721442885775,0.11460611968995932
0.02052104208416834,0.11456607414897912
0.020681362725450902,0.11452572155258034
0.02084168336673347,0.11448506206463412
0.021002004008016033,0.1144440958502546
0.0211623246492986,0.11440282307579817
0.021322645290581164,0.11436124390886282
0.021482965931863728,0.11431935851828728
0.021643286573146295,0.11427716707415031
0.02180360721442886,0.11423466974776988
0.021963927855711426,0.11419186671170249
0.02212424849699399,0.11414875813974239
0.022284569138276554,0.11410534420692059
0.02244488977955912,0.11406162508950429
0.022605210420841685,0.1140176009649961
0.022765531062124252,0.11397327201213303
0.022925851703406816,0.11392863841088588
0.02308617234468938,0.11388370034245829
0.023246492985971947,0.11383845798928609
0.02340681362725451,0.11379291153503625
0.023567134268537078,0.11374706116460631
0.023727454909819642,0.11370090706412332
0.023887775551102206,0.11365444942094308
0.024048096192384773,0.11360768842364935
0.024208416833667337,0.1135606242620529
0.024368737474949904,0.11351325712719079
0.024529058116232468,0.11346558721132538
0.02468937875751503,0.11341761470794344
0.0248496993987976,0.11336933981175544
0.025010020040080162,0.11332076271869451
0.02517034068136273,0.11327188362591574
0.025330661322645293,0.11322270273179491
0.025490981963927857,0.11317322023592812
0.025651302605210424,0.11312343633913054
0.025811623246492988,0.1130733512434355
0.025971943887775555,0.11302296515209373
0.02613226452905812,0.11297227826957243
0.026292585170340683,0.11292129080155419
0.02645290581162325,0.11287000295493624
0.026613226452905814,0.11281841493782942
0.02677354709418838,0.11276652695955729
0.026933867735470945,0.11271433923065503
0.02709418837675351,0.11266185196286883
0.027254509018036076,0.11260906536915453
0.02741482965931864,0.11255597966367699
0.027575150300601207,0.11250259506180887
0.02773547094188377,0.11244891178012989
0.027895791583166334,0.11239493003642564
0.0280561122244489,0.11234065004968673
0.028216432865731465,0.11228607204010775
0.028376753507014033,0.1122311962290863
0.028537074148296596,0.112176022839222
0.02869739478957916,0.11212055209431548
0.028857715430861727,0.11206478421936725
0.02901803607214429,0.11200871944057698
0.02917835671342686,0.11195235798534206
0.029338677354709422,0.11189570008225702
0.029498997995991986,0.11183874596111218
0.029659318637274553,0.11178149585289268
0.029819639278557117,0.11172394998977753
0.029979959919839684,0.11166610860513854
0.030140280561122248,0.11160797193353916
0.03030060120240481,0.11154954021073354
0.03046092184368738,0.11149081367366546
0.030621242484969943,0.11143179256046715
0.030781563126252506,0.11137247711045824
0.030941883767535074,0.1113128675641449
0.031102204408817637,0.11125296416321843
0.0312625250501002,0.11119276715055443
0.03142284569138277,0.11113227677021148
0.031583166332665336,0.11107149326743032
0.031743486973947896,0.11101041688863243
0.03190380761523046,0.11094904788141911
0.03206412825651303,0.11088738649457039
0.0322244488977956,0.11082543297804376
0.03238476953907816,0.11076318758297314
0.032545090180360725,0.11070065056166774
0.03270541082164329,0.11063782216761098
0.03286573146292585,0.11057470265545913
0.03302605210420842,0.11051129228104042
0.03318637274549099,0.11044759130135373
0.03334669338677355,0.11038359997456747
0.033507014028056115,0.11031931856001854
0.03366733466933868,0.1102547473182108
0.03382765531062125,0.1101898865108144
0.03398797595190381,0.11012473640066416
0.03414829659318638,0.11005929725175863
0.034308617234468944,0.10999356932925883
0.034468937875751504,0.109927552899487
0.03462925851703407,0.10986124822992553
0.03478957915831664,0.10979465558921567
0.0349498997995992,0.10972777524715625
0.035110220440881766,0.10966060747470262
0.03527054108216433,0.10959315254396534
0.0354308617234469,0.10952541072820889
0.03559118236472946,0.10945738230185054
0.03575150300601203,0.10938906754045917
0.035911823647294595,0.10932046672075381
0.036072144288577156,0.10925158012060254
0.03623246492985972,0.10918240801902133
0.03639278557114229,0.10911295069617254
0.03655310621242485,0.10904320843336383
0.03671342685370742,0.10897318151304689
0.036873747494989985,0.108902870218816
0.03703406813627255,0.1088322748354071
0.03719438877755511,0.10876139564869598
0.03735470941883768,0.10869023294569753
0.03751503006012025,0.10861878701456418
0.03767535070140281,0.1085470581445845
0.037835671342685374,0.10847504662618208
0.03799599198396794,0.10840275275091431
