time_ns,E_marshak_hJ,E_foam_gold_loss_hJ,E_wall_gold_loss_hJ,E_foam_gold_loss_lam_eff_hJ,E_wall_gold_loss_lam_eff_hJ,E_foam_gold_loss_lam_eff_power_1_hJ,E_wall_gold_loss_lam_eff_power_1_hJ,E_foam_gold_loss_lam_eff_power_2_hJ,E_wall_gold_loss_lam_eff_power_2_hJ
0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012992992992992993,9.072448669386685e-10,9.072448669386685e-10,0.0,9.072448669386685e-10,0.0,9.072448669386685e-10,0.0,9.072448669386685e-10,0.0
0.01598598598598599,2.707944086149246e-09,2.4400489997237363e-09,5.357901728510195e-10,2.1617299855138677e-09,1.0578581158877342e-09,2.160131832738969e-09,1.0608448111064343e-09,2.161720096194155e-09,1.0578765977945287e-09
0.01897897897897898,4.470852590005124e-09,3.6650905430826823e-09,1.0868542858948946e-09,3.0634573709547428e-09,1.6877530959543414e-09,3.019882051810023e-09,1.761278385479207e-09,3.043612993444582e-09,1.722426379676078e-09
0.021971971971971975,6.2028085330250465e-09,4.921148484707783e-09,1.5247398745409082e-09,4.272075146365394e-09,2.1298067786787314e-09,4.133486530377641e-09,2.29619078040631e-09,4.207085334199585e-09,2.2075805823091872e-09
0.024964964964964968,7.917978922491355e-09,6.211335581730044e-09,1.991148152257914e-09,5.517509290643911e-09,2.666149891065267e-09,5.265149007432359e-09,2.929776270840484e-09,5.400172928655445e-09,2.7884327689067706e-09
0.02795795795795796,9.61597860169451e-09,7.470482080736788e-09,2.461994901922898e-09,6.693400575916441e-09,3.203154388952108e-09,6.323144945487461e-09,3.561188093513648e-09,6.522972305826097e-09,3.367390327064638e-09
0.030950950950950955,1.1299956374786003e-08,8.719236965550296e-09,2.9288900704748967e-09,7.863192654339768e-09,3.7303032339085834e-09,7.377484552843899e-09,4.177686278832241e-09,7.642662091314209e-09,3.932490002516881e-09
0.03394394394394395,1.2971163856876926e-08,9.961619010491783e-09,3.3953669607536006e-09,9.028218388913864e-09,4.258046700901222e-09,8.427815015196256e-09,4.7952044889517885e-09,8.759709976174927e-09,4.497366207407279e-09
0.03693693693693694,1.4630678973339285e-08,1.1195789891044235e-08,3.862094865153209e-09,1.0181964613452273e-08,4.7877356021194134e-09,9.464525783315747e-09,5.414775324294365e-09,9.865620534963375e-09,5.063513137908903e-09
0.039929929929929935,1.6279368266617138e-08,1.2422093403178619e-08,4.328801934354738e-09,1.1324397326490792e-08,5.31905251366416e-09,1.048878412009211e-08,6.034785501066855e-09,1.0960679900519084e-08,5.630122597895106e-09
