time_ns,E_marshak_hJ,E_foam_gold_loss_hJ,E_wall_gold_loss_hJ,E_foam_gold_loss_lam_eff_hJ,E_wall_gold_loss_lam_eff_hJ,E_foam_gold_loss_lam_eff_power_1_hJ,E_wall_gold_loss_lam_eff_power_1_hJ,E_foam_gold_loss_lam_eff_power_2_hJ,E_wall_gold_loss_lam_eff_power_2_hJ
0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012992992992992993,1.7685431223987275e-05,1.7685431223987275e-05,0.0,1.7685431223987275e-05,0.0,1.7685431223987275e-05,0.0,1.7685431223987275e-05,0.0
0.01598598598598599,5.165504023119392e-05,5.093333267525707e-05,1.4434151118736976e-06,4.89688513097124e-05,2.6404205639766086e-06,4.896885114580724e-05,2.640420661488378e-06,4.8968851309712383e-05,2.6404205639766158e-06
0.01897897897897898,8.24054036359695e-05,8.040251721037053e-05,2.674870493827043e-06,7.524947335925827e-05,4.227392750972514e-06,7.501379614372363e-05,4.294794837105991e-06,7.520701704783928e-05,4.2395575772759004e-06
0.021971971971971975,0.00011282895281206136,0.00010989279498597851,3.6594706720743544e-06,0.00010307393640731446,5.3143500227897876e-06,0.00010206011233941698,5.50599744885194e-06,0.00010286884101752921,5.354172760514046e-06
0.024964964964964968,0.0001440060603578497,0.00014029923310812921,4.655421163564457e-06,0.00013243863146716113,6.427137632643281e-06,0.0001302836582358492,6.733976879350477e-06,0.00013197745762715937,6.4932233038476135e-06
0.02795795795795796,0.000173940226912931,0.0001694592313222954,5.627513827483961e-06,0.00016043426165252966,7.496121749787531e-06,0.00015700469358038906,7.91768600626359e-06,0.00015968230433687733,7.588618081161465e-06
0.030950950950950955,0.00020550907929565803,0.0002003051985756042,6.558752796016484e-06,0.00019029188107662378,8.493373984588643e-06,0.0001853988988028196,9.036230752183179e-06,0.00018918015176218659,8.617585543974345e-06
0.03394394394394395,0.00023866223262166583,0.00023276547692709258,7.500681604577399e-06,0.00022191251016221594,9.494549830069343e-06,0.00021532565243676302,1.0165214005898674e-05,0.0002203515877901841,9.653391189735226e-06
0.03693693693693694,0.00027073229583210126,0.00026323585373161097,1.0262184271097026e-05,0.00025166879583368224,1.2066147066962428e-05,0.0002432536738476243,1.2672125614786705e-05,0.0002495892941739613,1.2238644226511937e-05
0.039929929929929935,0.00030200298669497865,0.0002924295723484178,1.2357961846658976e-05,0.000280209883149383,1.4179550618778399e-05,0.0002697573838062875,1.4957416348017158e-05,0.00027751903492346944,1.4412006200709266e-05
0.04292292292292293,0.00033439642680962973,0.00032338735411203046,1.4166268354331105e-05,0.00031050885325641054,1.6006978488609222e-05,0.00029776306468779477,1.6968744195129624e-05,0.00030711091976502644,1.6303402143023505e-05
0.04591591591591592,0.00036777904950530837,0.00035550714476169853,1.5996885379449356e-05,0.00034202631452477617,1.787141745401993e-05,0.00032682684669275156,1.9047551016110258e-05,0.0003378505310826853,1.824071630237466e-05
0.048908908908908914,0.00040034296137097283,0.0003867504209691175,1.784052281799657e-05,0.0003726696718297248,1.9752337356719942e-05,0.00035481762393818844,2.1155370344694297e-05,0.0003676356160257324,2.0199895256073235e-05
0.05190190190190191,0.00043224450610327694,0.0004172852078857715,1.976575281093424e-05,0.0004026725784684657,2.1604911262006234e-05,0.0003820038253508484,2.324123730899522e-05,0.0003966982574765883,2.2135669426378287e-05
0.0548948948948949,0.00046471927835399105,0.0004480815532135699,2.2288146529243394e-05,0.0004327713430135369,2.4565749703988014e-05,0.0004097390414893322,2.5297221968794438e-05,0.00042596855962669106,2.4809880906483672e-05
