time_ns,front_position_mm,front_position_cm
0.029936721209686268,0.020134228187919462,0.002013422818791946
0.09061224489795919,0.040268456375838924,0.004026845637583892
0.1512135806579287,0.06040268456375838,0.006040268456375838
0.2118106962704041,0.10067114093959731,0.010067114093959731
0.2724076803632291,0.14093959731543623,0.014093959731543622
0.3330612244897959,0.1610738255033557,0.01610738255033557
0.3936734693877551,0.20134228187919462,0.020134228187919462
0.4542857142857143,0.2416107382550335,0.02416107382550335
0.5148979591836735,0.28187919463087246,0.028187919463087244
0.5755102040816327,0.3221476510067114,0.03221476510067114
0.6361122005412038,0.3422818791946308,0.03422818791946308
0.6966857585752501,0.3825503355704698,0.03825503355704698
0.7573469387755102,0.42281879194630867,0.04228187919463087
0.817887680770286,0.4630872483221476,0.04630872483221476
0.8785714285714287,0.483221476510067,0.0483221476510067
0.9391836734693877,0.523489932885906,0.0523489932885906
0.9997959183673469,0.5637583892617449,0.05637583892617449
1.0604081632653062,0.5838926174496644,0.058389261744966434
1.121020408163265,0.6241610738255033,0.06241610738255033
1.1816133160582722,0.6644295302013423,0.06644295302013423
1.2422448979591836,0.6845637583892616,0.06845637583892616
1.302857142857143,0.7248322147651005,0.07248322147651005
1.3634180985738027,0.7651006711409396,0.07651006711409396
1.4240816326530612,0.7852348993288589,0.0785234899328859
1.4846402289885219,0.8053691275167785,0.08053691275167785
1.5452308435739004,0.8456375838926173,0.08456375838926174
1.6058404168390257,0.8657718120805369,0.08657718120805369
1.666456838186637,0.8859060402684562,0.08859060402684563
1.7271256246345406,0.9060402684563758,0.09060402684563758
1.7877551020408164,0.9261744966442952,0.09261744966442952
1.8483673469387751,0.9463087248322146,0.09463087248322147
1.9088412958125527,0.966442953020134,0.0966442953020134
1.9695918367346936,0.9865771812080536,0.09865771812080536
2.0300408583902354,1.006711409395973,0.10067114093959731
2.090705689306119,1.0268456375838926,0.10268456375838925
2.1514285714285712,1.046979865771812,0.1046979865771812
2.211819793545022,1.0671140939597314,0.10671140939597314
2.27265306122449,1.087248322147651,0.10872483221476509
2.333265306122449,1.1073825503355703,0.11073825503355704
2.393841636866089,1.1073825503355703,0.11073825503355704
2.4544897959183674,1.1275167785234899,0.11275167785234898
2.5151020408163265,1.1476510067114094,0.11476510067114093
2.575557606271835,1.1476510067114094,0.11476510067114093
2.6363265306122448,1.1677852348993287,0.11677852348993287
2.696742322429353,1.1879194630872483,0.11879194630872482
2.7575510204081635,1.1879194630872483,0.11879194630872482
2.818163265306122,1.2080536912751678,0.12080536912751677
2.8787755102040813,1.2281879194630871,0.12281879194630871
2.939387755102041,1.2281879194630871,0.12281879194630871
3.0,1.2483221476510067,0.12483221476510066
