time_ns,front_position_marshak_cm,front_position_gold_loss_cm,front_position_gold_loss_lam_eff_cm,front_position_gold_loss_lam_eff_power_1_cm,front_position_gold_loss_lam_eff_power_2_cm
0.01,0.0,0.0,0.0,0.0,0.0
0.012992992992992993,1.3551163230501113e-05,1.3551163230501113e-05,1.0556119056566972e-05,1.0548451692491932e-05,1.0556085875036034e-05
0.01598598598598599,2.9668525981274013e-05,2.8551462528158855e-05,2.4398144422659537e-05,2.3589477312305295e-05,2.4059882943789352e-05
0.01897897897897898,4.650471199615034e-05,4.357797982346956e-05,3.770994883830057e-05,3.491441500333886e-05,3.648096478325339e-05
0.021971971971971975,6.069697668987552e-05,5.5113033007002885e-05,4.762621365658512e-05,4.372656448394851e-05,4.592122135409661e-05
0.024964964964964968,7.453297448383878e-05,6.693968398768709e-05,5.9067671493831156e-05,5.356798864795273e-05,5.666324393601803e-05
0.02795795795795796,8.77075736561926e-05,7.837715465518479e-05,7.028477716750386e-05,6.297821915540612e-05,6.70122492285919e-05
0.030950950950950955,0.00010040830190680776,8.933587309788179e-05,8.08858388514282e-05,7.186644589500354e-05,7.681819561548039e-05
0.03394394394394395,0.00011272122474862778,9.996346554364246e-05,9.113857956016911e-05,8.045391128362402e-05,8.63039989474268e-05
0.03693693693693694,0.0001247041751747345,0.00011032015748906365,0.00010110758153262993,8.879211734367575e-05,9.552470575587402e-05
0.039929929929929935,0.0001364009572105869,0.00012043655770472544,0.00011080740385998664,9.689796209925384e-05,0.00010449993539718235
0.04292292292292293,0.00014784552797397936,0.00013033920861515674,0.00012025922069331628,0.00010479391045710958,0.00011325248782763254
0.04591591591591592,0.00015906492027968727,0.00014005071280223655,0.00012948482142668903,0.00011250135369555902,0.00012180379270495006
0.048908908908908914,0.00017008112113398103,0.00014958960388175362,0.00013850346252309906,0.00012003798109507212,0.00013017195177868557
0.05190190190190191,0.00018091235261903416,0.0001589712359278596,0.00014733191230910272,0.00012741850715168885,0.00013837224945904714
0.0548948948948949,0.00019157395197704462,0.00016820855557684526,0.0001559848355974836,0.00013465546280964636,0.00014641778830946835
0.057887887887887894,0.00020207899842562664,0.00017731263101387434,0.00016447511014872906,0.00014175966884973494,0.00015431992759596373
0.06088088088088089,0.00021243877166767254,0.0001862930282650029,0.0001728140887417889,0.00014874055365364505,0.0001620885993319308
0.06387387387387387,0.0002226630948659082,0.00019515809244272653,0.0001810118219852287,0.00015560639511690106,0.00016973255153395617
0.06686686686686687,0.00023276059619465353,0.00020391516353970534,0.00018907724741969926,0.0001623645117753462,0.00017725954057714994
0.06985985985985986,0.0002427389116934686,0.00021257074473733347,0.00019701834897910885,0.0001690214152321765,0.00018467648519827088
0.07285285285285285,0.0002526048449553324,0.00022113063548395028,0.00020484229089028598,0.0001755829326978716,0.00019198959098405864
0.07584584584584585,0.0002623644945087584,0.00022960003802901223,0.00021255552994658075,0.0001820543064102103,0.00019920445191649609
0.07883883883883884,0.00027202335663936803,0.00023798364367460625,0.00022016390971679403,0.0001884402750420583,0.00020632613391777097
0.08183183183183183,0.0002815864092756738,0.0002462857033241448,0.00022767273977472306,0.00019474514093921588,0.00021335924414185668
0.08482482482482483,0.00029105818108897353,0.0002545100857262324,0.00023508686254979024,0.00020097282610195418,0.00022030798887752567
0.08781781781781782,0.00030044280891510525,0.00026266032596971537,0.00024241070995433832,0.0002071269191405972,0.00022717622227502366
0.09081081081081081,0.000309744085854999,0.00027073966617658046,0.0002496483515576819,0.00021321071493158827,0.0002339674876183301
0.0938038038038038,0.00031896550186421023,0.00027875108989251627,0.00025680353575228086,0.0002192272483225742,0.0002406850524971571
0.0967967967967968,0.00032811027823646366,0.0002866973513434935,0.00026387972509139167,0.00022517932294968579,0.0002473319389510882
0.09978978978978979,0.00033718139708296637,0.00029458100047615094,0.0002708801267598635,0.00023106953601221704,0.00025391094944191597
0.10278278278278279,0.00034618162667984423,0.0003024044045120834,0.00027780771896393394,0.00023690029968179683,0.00026042468934386653
0.10577577577577578,0.0003551135433804279,0.0003101697665977455,0.00028466527388410433,0.00024267385969324308,0.0002668755865089444
0.10876876876876877,0.0003639795506518913,0.0003178791420217096,0.0002914553777209525,0.00024839231156063737,0.0002732659083638743
0.11176176176176177,0.0003727818956924436,0.00032553445238083835,0.0002981804482708715,0.00025405761478312493,0.00027959777691012095
0.11475475475475476,0.00038152268399882863,0.0003331374980077508,0.00030484275039463916,0.0002596716053384214,0.0002858731819374509
0.11774774774774775,0.00039020389218961764,0.0003406899689178229,0.0003114444096798117,0.00026523600671360446,0.0002920939927057566
0.12074074074074075,0.000398827379337745,0.0003481934544869946,0.0003179874245498082,0.0002707524396773685,0.0002982619683079709
0.12373373373373374,0.00040739489701976163,0.00035564945204067517,0.0003244736770311746,0.0002762224309680769,0.00030437876689525585
0.12672672672672675,0.00041590809826009764,0.0003630593744992952,0.00033090494235736274,0.0002816474179543122,0.0003104459539125483
0.12971971971971974,0.00042436854551610885,0.00037042455720727853,0.0003372828975608221,0.00028702876932502143,0.00031646500947431536
0.13271271271271273,0.0004327777178280251,0.0003777462640517015,0.0003436091291803879,0.0002923677682630045,0.00032243733498883557
0.13570570570570573,0.0004385904137288421,0.0003823006208709909,0.00034729985068455966,0.0002952110846793958,0.0003258266432512283
0.13869869869869872,0.0004430354495178169,0.00038548763365243196,0.0003496790026303903,0.0002968557290329656,0.00032794440026045194
0.1416916916916917,0.0004495297089723267,0.00039102283621332974,0.00035420761806567535,0.00030064027953456544,0.0003322113023985485
0.1446846846846847,0.0004575610026054094,0.0003982897193249282,0.0003602755115199869,0.00030595389980499416,0.00033802036883433094
0.1476776776776777,0.00046665946231820186,0.0004066798135130048,0.0003673421811693076,0.0003122002121538021,0.0003448068185403381
0.1506706706706707,0.0004764760725232498,0.0004157650391506968,0.0003750195933523194,0.00031897392154269915,0.0003521751498175109
0.15366366366366369,0.0004867633096525504,0.00042526420131485163,0.0003830497765490168,0.0003260247582979785,0.00035986984982723524
0.15665665665665668,0.0004973501444667753,0.00043499852016794444,0.00039126839224003956,0.00033320524578494057,0.00036773261768335825
0.15964964964964967,0.0005081201387249518,0.00045466016159999566,0.00039957317913019903,0.0003404304914706787,0.00037566752800569103
0.16264264264264267,0.0005189945915971319,0.0004755655932396877,0.00040790131164824135,0.0003476522122867717,0.0003836171017280118
0.16563563563563566,0.0005299204950345859,0.00048428002528505646,0.0004162145104423465,0.00035484320602078006,0.00039154716538476525
0.16862862862862865,0.0005408621938312631,0.0004897293419413623,0.00042448967400867256,0.00036198837828007,0.0003994375944506802
0.17162162162162165,0.0005517957318493099,0.0004944292560593755,0.00043271305600526037,0.0003690796152781988,0.0004072767457627815
0.17461461461461464,0.0005627050546246825,0.0004990630685715368,0.0004523484601854291,0.00037611285166591613,0.0004150581205176553
0.17760760760760763,0.0005735794633374524,0.0005038627530033324,0.0004740126746987892,0.0003830863820212886,0.00042277835546910376
0.18060060060060062,0.0005844119050888689,0.0005089098359588442,0.0004820611569573075,0.00038999987909115456,0.00043043600548393505
0.18359359359359362,0.0005951978204502284,0.0005142221531660978,0.0004864638926723709,0.0003968538169982467,0.0004504367789003949
0.1865865865865866,0.0006059343625967735,0.0005197885850836128,0.0004898588302200799,0.000403649128994502,0.00047304610362946316
0.1895795795795796,0.0006166198650818645,0.0005255855194966633,0.0004929656034352678,0.0004103870026498689,0.0004811344829508582
0.1925725725725726,0.0006272534768309421,0.0005315851561077359,0.0004960643136710559,0.00041706875651996065,0.00048514543533211896
0.1955655655655656,0.0006378349102709855,0.0005377596844918409,0.0004992836755765062,0.0004236957656611241,0.00048801779098850694
0.19855855855855858,0.00064836426649904,0.0005440832679578086,0.0005026816496402072,0.0004302694167319947,0.0004905503538475153
0.20155155155155158,0.000658841913259546,0.0005505328474797424,0.0005062787734493419,0.0004507961327316828,0.0004930486048192373
0.20454454454454457,0.0006692683993620263,0.0005570883222817699,0.0005100750886330562,0.00047494012435263065,0.0004956538766607825
0.20753753753753756,0.0006796443944079951,0.0005637324175201565,0.0005140596897177999,0.00048305771941871547,0.0004984322144386739
0.21053053053053056,0.0006899706462063154,0.0005704504115745352,0.0005182162951922702,0.00048643058399732456,0.0005014098202435223
