time_ns,E_marshak_hJ,E_foam_gold_loss_hJ,E_wall_gold_loss_hJ,E_foam_gold_loss_lam_eff_hJ,E_wall_gold_loss_lam_eff_hJ,E_foam_gold_loss_lam_eff_power_1_hJ,E_wall_gold_loss_lam_eff_power_1_hJ,E_foam_gold_loss_lam_eff_power_2_hJ,E_wall_gold_loss_lam_eff_power_2_hJ
0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012992992992992993,1.8515201366095275e-09,1.8515201366095275e-09,0.0,1.8515201366095275e-09,0.0,1.8515201366095275e-09,0.0,1.8515201366095275e-09,0.0
0.01598598598598599,5.526416502345399e-09,5.143709236023242e-09,7.654145326443139e-10,4.7355279650959745e-09,1.5112258798396207e-09,4.7338810917815145e-09,1.5142195121254063e-09,4.735520847752389e-09,1.5112388177387163e-09
0.01897897897897898,9.12418895919413e-09,7.956070597272393e-09,1.5866944698386995e-09,7.028327773306294e-09,2.5173143894449128e-09,6.967086335359302e-09,2.6159965697944037e-09,7.004724333957685e-09,2.5563155584712745e-09
0.021971971971971975,1.2658792924540911e-08,1.0764182122296053e-08,2.2723956788504765e-09,9.700215087230864e-09,3.242669215377045e-09,9.487699271724653e-09,3.4895822887753015e-09,9.614536506307532e-09,3.342931483985971e-09
0.024964964964964968,1.615914065814562e-08,1.3603933117131647e-08,2.9888226858786287e-09,1.245864560305057e-08,4.045759512555185e-09,1.205371914118274e-08,4.443715360690821e-09,1.2293473175315491e-08,4.208680054903837e-09
0.02795795795795796,1.9624446125907164e-08,1.639661402413186e-08,3.7083944603528362e-09,1.5143371648560665e-08,4.841979484796491e-09,1.4535604789264197e-08,5.3933384811930465e-09,1.4894293347873556e-08,5.068490730326341e-09
0.030950950950950955,2.3061135458746943e-08,1.9166542611941813e-08,4.425269685269957e-09,1.782055655222628e-08,5.618756156250453e-09,1.6997933872407668e-08,6.330211073965713e-09,1.748107812832538e-08,5.913918383768549e-09
0.03394394394394395,2.6471762973218212e-08,2.191809497536752e-08,5.142124132895503e-09,2.0492950545635256e-08,6.389368929908585e-09,1.9442505125685043e-08,7.2651432643599185e-09,2.005568838918453e-08,6.75554025608052e-09
0.03693693693693694,2.985852851701895e-08,2.465094474652184e-08,5.859272247797696e-09,2.3151250200385026e-08,7.157449650055685e-09,2.1863202144027537e-08,8.199822228984425e-09,2.261157799712934e-08,7.595708045354982e-09
0.039929929929929935,3.3223200544116604e-08,2.736633676127169e-08,6.576506684584295e-09,2.5793777674725648e-08,7.924040821628042e-09,2.4260774757739315e-08,9.134127772903755e-09,2.514847293436009e-08,8.434877869022725e-09
0.04292292292292293,3.656722681245345e-08,3.006556330836821e-08,7.2937291793224074e-09,2.842039044247497e-08,8.690022425098376e-09,2.663666665238601e-08,1.0068248070367129e-08,2.7667059967724066e-08,9.273511864358328e-09
0.04591591591591592,3.989182426580614e-08,3.2749636286247084e-08,8.010884154158184e-09,3.1030941762625683e-08,9.456073872884329e-09,2.899182699435857e-08,1.1002385141497637e-08,3.016783214996226e-08,1.0111981365589772e-08
0.048908908908908914,4.3198035412346685e-08,3.541940324580887e-08,8.727920307961992e-09,3.362539667031647e-08,1.0222659365868988e-08,3.132707028378666e-08,1.1936643446426405e-08,3.2651256196578633e-08,1.0950528257776615e-08
0.05190190190190191,4.6486766807090556e-08,3.807560545139876e-08,9.444789743684995e-09,3.620385584435282e-08,1.0990086346178758e-08,3.364318474936717e-08,1.287106296323827e-08,3.511782274169452e-08,1.1789303603271122e-08
0.0548948948948949,4.97588164194485e-08,4.0718898160113106e-08,1.0161449740607054e-08,3.876651440965583e-08,1.175855446222271e-08,3.594092000244337e-08,1.3805649246636172e-08,3.7568027919643425e-08,1.2628400251139723e-08
