time_ns,E_marshak,E_vacuum_loss
0.01,0.0,0.0
0.011491491491491491,1.5122857874894632e-05,1.5122857871997864e-05
0.012982982982982984,4.5036706291287e-05,4.503471216986889e-05
0.014474474474474475,7.557566150177375e-05,7.556662884998925e-05
0.015965965965965966,0.00010914047664426464,0.00010912049071700727
0.017457457457457456,0.00014445223104922114,0.0001444186366720365
0.018948948948948947,0.00017922206824176588,0.00017917189707981784
0.020440440440440442,0.00021360970016316865,0.000213540973877392
0.021931931931931933,0.0002494161143049859,0.0002493272682478758
0.023423423423423424,0.000286607035152352,0.00028649627346758757
0.024914914914914918,0.00032340803995835235,0.00032327332522534644
0.02640640640640641,0.0003598810447896686,0.00035972073131969285
0.0278978978978979,0.00039911507481537044,0.0003989279455335934
0.02938938938938939,0.0004410289758220665,0.00044081331776094166
0.03088088088088088,0.0004824900645204089,0.00048224348619195777
0.03237237237237237,0.0005235673778218762,0.0005232879339351868
0.03386386386386386,0.0005643744435341458,0.0005640608969508787
0.035355355355355354,0.0006087228850957979,0.0006083741689727797
0.036846846846846845,0.000656507519148283,0.000656121918490432
0.03833833833833834,0.0007037924795071153,0.0007033673604550819
0.039829829829829834,0.0007506358987331549,0.0007501690135029685
0.041321321321321325,0.0007999368802161633,0.0007994268422294778
0.042812812812812816,0.0008541184601554846,0.0008535636800693701
0.04430430430430431,0.0009102426861597931,0.0009096405099675466
0.0457957957957958,0.0009657826720765807,0.0009651300508391156
0.04728728728728729,0.0010208624906694495,0.0010201571682569497
0.04877877877877878,0.0010756071839012526,0.0010748476779195637
0.05027027027027028,0.001130067783484726,0.0011292528975450386
0.05176176176176177,0.001184266598982586,0.0011833619010828676
0.05325325325325326,0.0012419047107171512,0.0012408760494696557
0.05474474474474475,0.0013028877864638,0.0013017339474032533
0.05623623623623624,0.0013633747332086827,0.0013620926173787931
0.05772772772772773,0.0014233874837511486,0.001421973348555692
0.05921921921921922,0.0014830421697566464,0.0014814932305578339
0.060710710710710714,0.0015423999264901176,0.001540713931942517
0.062202202202202204,0.001601491845230915,0.001599666793090293
0.0636936936936937,0.0016603354348118265,0.0016583694549704693
0.06518518518518518,0.0017217620181137012,0.0017196533268726303
0.06667667667667668,0.0017857062838053403,0.0017834523100959227
0.06816816816816818,0.0018492356043706723,0.0018468324493720746
0.06965965965965966,0.0019123550290650727,0.001909798863355389
0.07115115115115116,0.001975142369719128,0.0019724303141915455
0.07264264264264264,0.002040017169704269,0.002037146929357964
0.07413413413413414,0.002106947893551296,0.00210386825724813
0.07562562562562562,0.0021734815938818123,0.002170140350096532
0.07711711711711712,0.0022396254155213073,0.002236020023346008
0.0786086086086086,0.0023054444385561344,0.0023015737172445306
0.0801001001001001,0.00237098066707977,0.00236684308870139
0.08159159159159159,0.0024362604294989633,0.002431854214528298
0.08308308308308308,0.002507702539935955,0.0025030257691856204
0.08457457457457457,0.0025851657014805077,0.002580213753971007
0.08606606606606607,0.0026619960396765054,0.0026567597689651167
0.08755755755755755,0.0027381734169412923,0.0027326432638746802
0.08904904904904905,0.002813841804333311,0.0028080107742649895
0.09054054054054055,0.002889099944924556,0.0028829628363438308
0.09203203203203203,0.002968191810328202,0.0029616816590435613
0.09352352352352353,0.0030510596869481993,0.0030441085680408524
0.09501501501501501,0.003133381664393245,0.003125982874149871
0.09650650650650651,0.0032151569889233233,0.003207304212478126
0.097997997997998,0.0032964854847838975,0.0032881735539724817
0.09948948948948949,0.0033842131466252927,0.0033754376835679304
0.10098098098098097,0.0034782285909700996,0.0034689821041607736
0.10247247247247247,0.0035715145309398134,0.0035617836131367647
0.10396396396396396,0.00366405637191055,0.00365382706792027
0.10545545545545545,0.003756005278577905,0.003745189405966418
0.10694694694694695,0.0038474684717735796,0.00383598089300826
0.10843843843843844,0.003939309642554927,0.003927146601180942
0.10992992992992993,0.004031558955897754,0.00401871798902566
0.11142142142142142,0.004123426371427745,0.004109903499665902
0.11291291291291292,0.004219850776147937,0.004205641442796708
0.1144044044044044,0.004320753409381144,0.004305850081201426
0.1158958958958959,0.004421044998085834,0.004405434820354033
0.11738738738738738,0.0045207118281732255,0.004504381255144426
0.11887887887887888,0.004619856418221735,0.004602704586019842
0.12037037037037036,0.004718553868333191,0.004700482866581608
0.12186186186186186,0.004823883361622581,0.004804889392489899
0.12335335335335336,0.004935727902041416,0.004915803756779978
0.12484484484484484,0.005046816721365455,0.005025945197436545
0.12633633633633634,0.005157121315601404,0.005135283122300291
0.12782782782782784,0.005266778523974351,0.005243958459183509
0.12931931931931934,0.0053758908566642685,0.005352076861354446
0.1308108108108108,0.005484531333333521,0.00545960992334612
0.1323023023023023,0.005592752006275122,0.005566612329309046
0.1337937937937938,0.0057005903135577286,0.005673229148821641
0.1352852852852853,0.005815658817986136,0.005787074633908921
0.1367767767767768,0.005937816965178368,0.0059080007708683276
0.1382682682682683,0.0060592096000882814,0.006028140274322591
0.13975975975975977,0.006179791486837073,0.006147445202497918
0.14125125125125126,0.00629969321778147,0.006265935543265799
0.14274274274274276,0.006419015535013899,0.006383716787487064
0.14423423423423426,0.0065378323703343694,0.006500984083817151
0.14572572572572573,0.006656197965332439,0.0066177948924160835
0.14721721721721723,0.0067802252891964,0.006740261966404166
0.14870870870870873,0.00690981857433815,0.006868283627870807
0.15020020020020022,0.0070387034251281,0.00699557518705753
0.1516916916916917,0.007166848947516617,0.0071219766488087215
0.1531831831831832,0.007294359574923858,0.007247597803306819
0.1546746746746747,0.007424481261340633,0.0073758184098262495
0.1561661661661662,0.007557210541025264,0.007506635773013999
0.15765765765765768,0.007689313534263185,0.007636810384695183
0.15914914914914916,0.007820799385017467,0.007766350239031338
0.16064064064064065,0.007956095602677299,0.007899548418626555
0.16213213213213215,0.008095170832962023,0.008036372202820385
0.16362362362362365,0.00823355526532877,0.008172485381784653
0.16511511511511512,0.008371245310696707,0.008307885021591908
0.16660660660660662,0.008508327196566372,0.008442660109044275
0.16809809809809811,0.008644868995658533,0.008576880906428967
0.1695895895895896,0.008792514516861442,0.008722045435945654
0.1710810810810811,0.008951074440186283,0.00887795316719048
0.17257257257257258,0.009108572571758327,0.009032754867148787
0.17406406406406408,0.009264930562709401,0.009186368400564098
0.17555555555555558,0.00942032211774559,0.009338976476336365
0.17704704704704707,0.009574888408074448,0.00949072771524263
0.17853853853853854,0.009728738546456627,0.009641573332049791
0.18003003003003004,0.00988195640949706,0.009791603061230317
0.18152152152152154,0.010034606460191614,0.009941052593233657
0.18301301301301304,0.01018673839153413,0.010089975785521857
0.1845045045045045,0.010338390729923949,0.010238410879143164
0.185995995995996,0.010495780907248481,0.01039240428106498
0.1874874874874875,0.010658813459403433,0.010551853922196786
0.188978978978979,0.010821103873748466,0.010710535346952254
0.1904704704704705,0.01098261221470163,0.01086840646995845
0.19196196196196197,0.011143427992168364,0.011025560703277119
0.19345345345345347,0.011303624386506948,0.011181893835941736
0.19494494494494496,0.011463258941745626,0.011337468064091083
0.19643643643643646,0.011622376985811363,0.01149251660682199
0.19792792792792793,0.011781014400057818,0.011647078829684557
0.19941941941941943,0.011939199779395867,0.01180118235582614
0.20091091091091093,0.012107423146743311,0.011965316366576316
0.20240240240240243,0.012285509197311138,0.012139100202032356
0.20389389389389392,0.012462650876243282,0.012311699214116885
0.2053853853853854,0.012638762266826533,0.012483213526814276
0.2068768768768769,0.012813971577652482,0.012653783867504789
0.2083683683683684,0.012988386497219683,0.012823524735054636
0.2098598598598599,0.013162093457110387,0.012992325679874961
0.21135135135135136,0.013335161644956215,0.01316026222411831
0.21284284284284286,0.013507646478988488,0.013327600831526737
0.21433433433433435,0.013683703131895179,0.013498501490266563
0.21582582582582585,0.01386329273782921,0.013672918442908456
0.21731731731731735,0.014042196670491775,0.01384640984255761
0.21880880880880882,0.014220399852820777,0.014018959296096756
0.22030030030030032,0.014397965740555742,0.014190850997200605
0.22179179179179181,0.014574947382345702,0.01436214408403811
0.2232832832832833,0.014751387854945345,0.014532882310604652
0.22477477477477478,0.014927322233133847,0.01470288244665386
0.22626626626626628,0.015108421981069287,0.0148778192267152
0.22775775775775778,0.015294611182635675,0.015057832385006457
0.22924924924924928,0.01548008310271339,0.015237099565582342
0.23074074074074075,0.01566479965962004,0.01541557538393019
0.23223223223223224,0.015848830373204236,0.015593105738643245
0.23372372372372374,0.016032234434391605,0.015769756395349742
0.23521521521521524,0.01621506050285937,0.015945813620904917
0.23670670670670674,0.01640170435835138,0.016125678409436697
0.2381981981981982,0.016592123834526948,0.016309066173289137
0.2396896896896897,0.01678185140279079,0.01649149690189631
0.2411811811811812,0.0169708674488241,0.016673187221615614
0.2426726726726727,0.01715923185634421,0.016854204484786504
0.24416416416416417,0.017346995785655506,0.017034601777985155
0.24565565565565567,0.017540177544222813,0.017220155687556193
0.24714714714714717,0.01773871101042106,0.017410792663317153
0.24863863863863866,0.017936461410525874,0.01760060740456476
0.25013013013013013,0.01813339446383296,0.01778956262727962
0.2516216216216216,0.018329584226027207,0.017977737499532413
0.25311311311311313,0.018525094552332387,0.018164946892378166
0.2546046046046046,0.018719978758105205,0.0183512508842054
0.2560960960960961,0.018914281366579418,0.01853695781070277
0.2575875875875876,0.01910803962679865,0.018722110405891917
0.25907907907907907,0.019312216913939716,0.01891741232108703
0.2605705705705706,0.019526658465701233,0.01912268909553336
0.26206206206206206,0.019740116321845965,0.019326917005527345
0.2635535535535536,0.01995249988894061,0.019529994865314523
0.26504504504504506,0.020163916475343237,0.01973204014988492
0.2665365365365366,0.02037446036866639,0.01993288359895186
0.26802802802802805,0.02058421113074662,0.02013261535929837
0.2695195195195195,0.020793235744594244,0.020331589029960455
0.27101101101101105,0.021008115914931243,0.02053639490167417
0.2725025025025025,0.02122879202034776,0.020746680465839173
0.273993993993994,0.02144857868382747,0.020955738009529885
0.2754854854854855,0.021667444446992846,0.021163817038533633
0.276976976976977,0.02188547111718573,0.021371011777701125
0.2784684684684685,0.022109463175121732,0.02158384224589422
0.27995995995996,0.02233937117086171,0.021802251368817006
0.28145145145145145,0.02256830751056774,0.022019624439073862
0.282942942942943,0.022796247638008933,0.022235934198301156
0.28443443443443445,0.02302328186252331,0.022450979010192065
0.28592592592592597,0.023249488938225368,0.022664848616678397
0.28741741741741744,0.023474935662769626,0.02287792505322562
0.2889089089089089,0.023699678646601864,0.023090273917609073
0.29040040040040044,0.023930711330296936,0.023308890491055657
0.2918918918918919,0.02416796293623425,0.023533378548787166
0.2933833833833834,0.02440431373525948,0.02375659163018026
0.2948748748748749,0.0246397235962739,0.02397879913312115
0.2963663663663664,0.024874271195838748,0.02420009327673707
0.2978578578578579,0.025108025699585944,0.02442022962945399
0.29934934934934937,0.025341046072949514,0.024639276176591406
0.30084084084084084,0.025573382568515754,0.024857616453644576
0.30233233233233237,0.025805078054809045,0.025075300763090273
0.30382382382382384,0.026036169158903395,0.025292039415054566
0.30531531531531536,0.026266687241379615,0.025507868359365964
0.30680680680680683,0.026503821309969016,0.025730313078040398
0.3082982982982983,0.026747482719307124,0.02595927065084173
0.3097897897897898,0.02699031927687757,0.026187018135090057
0.3112812812812813,0.027232276561911257,0.026413491153272642
0.3127727727727728,0.027473420917401518,0.026639106511137167
0.3142642642642643,0.02771381142218211,0.026863934442988457
0.31575575575575576,0.0279534989117329,0.027087687183474003
0.3172472472472473,0.02819252712525345,0.027310415579829436
0.31873873873873876,0.028430933739127827,0.02753251144616158
0.32023023023023023,0.028668751260063755,0.02775401330299278
0.32172172172172175,0.028915271860896423,0.027983864241355193
0.3232132132132132,0.029170378776582365,0.028221926032054843
0.32470470470470475,0.029424562922381273,0.0284589994830588
0.3261961961961962,0.029677749563419096,0.028694997085403
0.3276876876876877,0.029930016747395982,0.028929647989951877
0.3291791791791792,0.030181434655427754,0.029163035042251033
0.3306706706706707,0.03043206415147226,0.029395594247767422
0.3321621621621622,0.03068195797249156,0.0296273889804403
0.3336536536536537,0.03093116182802891,0.029858101938795553
0.33514514514514515,0.031179715368060138,0.03008777965646094
0.3366366366366367,0.03143727139145244,0.03032645294765975
0.33812812812812815,0.03170371607729528,0.03057361577588346
0.3396196196196196,0.03196918527748402,0.030819354768092843
0.34111111111111114,0.03223360497589008,0.03106395743859958
0.3426026026026026,0.032497056154091986,0.031307521398717626
0.34409409409409414,0.03275961194597598,0.031549747106295004
0.3455855855855856,0.033021336143483945,0.03179071021588117
0.3470770770770771,0.03328228433195067,0.032030864582002556
0.3485685685685686,0.033542504949379284,0.03227026866891588
0.3500600600600601,0.03380204022725827,0.03250857768996676
0.3515515515515516,0.034060927019237026,0.03274583505556797
0.35304304304304307,0.03431919752665236,0.032982474264818436
0.35453453453453454,0.034576879930746277,0.03321852918309352
0.35602602602602607,0.03483399894152911,0.0334536279655269
0.35751751751751754,0.03509652105846879,0.033693740816878204
0.359009009009009,0.03536437918071069,0.03393918728520061
0.36050050050050053,0.03563148203031631,0.034183845273936336
0.361991991991992,0.03589778535565188,0.03442725282480835
0.3634834834834835,0.0361633374706377,0.03466946800183824
0.364974974974975,0.03642818223423543,0.03491095245032561
0.36646646646646647,0.03669235820795403,0.03515134699025936
0.367957957957958,0.036955899304876916,0.035390691817395785
0.36944944944944946,0.03721883538434778,0.035629436002856625
0.370940940940941,0.03748119277430175,0.03586761127306309
0.37243243243243246,0.03774299472825016,0.03610482610801169
0.37392392392392393,0.03800829861653516,0.03634514144706398
0.37541541541541545,0.03827706572859417,0.036588928416851026
0.3769069069069069,0.03854516729408916,0.03683203728164894
0.37839839839839845,0.038812577846332755,0.03707401111451347
0.3798898898898899,0.03907933245611303,0.03731489231637131
0.3813813813813814,0.03934546306723506,0.037555145389959986
0.3828728728728729,0.03961099798767036,0.037794805516400604
0.3843643643643644,0.03987596232299006,0.038033472357583455
0.38585585585585586,0.04014037837197079,0.038271172891303384
0.3873473473473474,0.040404265974376026,0.038508362543604395
0.38883883883883885,0.04066764281593722,0.03874506320971816
0.3903303303303304,0.04093052469541095,0.03898085821525084
0.39182182182182185,0.04119292575816952,0.03921576457792507
0.3933133133133133,0.041463111542347476,0.03945848658744303
0.39480480480480484,0.041740981065431844,0.03970889913092084
0.3962962962962963,0.042018077393468564,0.03995805436822422
0.39778778778778784,0.042294328734719056,0.04020586240029407
0.3992792792792793,0.04256978467154984,0.0404528268928169
0.4007707707707708,0.04284449115417543,0.04069856602285485
0.4022622622622623,0.043118489194331075,0.040943130402986166
0.4037537537537538,0.0433918153818535,0.04118701299721473
0.40524524524524524,0.0436645023763743,0.04143025478052565
0.40673673673673677,0.043936579349267195,0.04167243806855087
0.40822822822822824,0.04420807237904907,0.0419135947090633
0.40971971971971977,0.04447900480403922,0.042154207337530974
0.41121121121121124,0.04474939753610015,0.04239430205136187
0.4127027027027027,0.04501926933917927,0.0426334430998621
0.41419419419419423,0.04528863707618785,0.04287165094714948
0.4156856856856857,0.045557515927525216,0.04310940310078157
0.4171771771771772,0.045825919584302634,0.04334671659399349
0.4186686686686687,0.046093860419059225,0.043583143541724524
0.42016016016016017,0.04636134963650305,0.04381869748460274
0.4216516516516517,0.046639055603283706,0.04406451214712201
0.42314314314314316,0.04692684858646475,0.04432042348717904
0.4246346346346347,0.04721381259470524,0.04457497831000334
0.42612612612612616,0.047499851896986404,0.04482805455365435
0.42761761761761763,0.047785020753460514,0.04508019022109382
0.42910910910910915,0.04806937008030683,0.045330984089816354
0.4306006006006006,0.048352945766422545,0.04558049424091154
0.4320920920920921,0.048635789135894954,0.04582924835580982
0.4335835835835836,0.04891793740204826,0.04607729432588183
0.4350750750750751,0.04919942408296094,0.04632419288276626
0.4365665665665666,0.04948027937960462,0.04656998184023621
0.4380580580580581,0.04976053051863739,0.04681517749618358
0.43954954954954956,0.050040202062154836,0.04705981123868565
0.4410410410410411,0.05032589712416591,0.04731000475257606
0.44253253253253255,0.05061755163637154,0.047565674979531194
0.4440240240240241,0.05090844142309186,0.0478205439052964
0.44551551551551555,0.05119851955906529,0.04807455156738248
0.447007007007007,0.0514878285772282,0.04832725861562521
0.44849849849849854,0.05177640812165213,0.048578716015325624
0.44998998998999,0.052064294047719215,0.04882946469671207
0.4514814814814815,0.05235151877527393,0.049079547173492416
0.452972972972973,0.052638111627572495,0.04932850069352692
0.4544644644644645,0.05292409913991289,0.04957635909425451
0.455955955955956,0.05320950533961011,0.04982365403774708
0.4574474474474475,0.053494351999332924,0.05006991714816127
0.45893893893893895,0.05377865886585112,0.050315172851209
0.46043043043043047,0.05406244386621256,0.05055994799384496
0.46192192192192194,0.05435244620245852,0.05081098595286698
0.46341341341341347,0.05464859695880349,0.051067687124070595
0.46490490490490494,0.054944025775868696,0.051323135393265405
0.4663963963963964,0.05523868102189147,0.051577772040729886
0.46788788788788793,0.055532600365430056,0.05183164686748687
0.4693793793793794,0.055825819175488914,0.05208429047956697
0.4708708708708709,0.056118369597772055,0.05233574460848655
0.4723623623623624,0.05641028084150543,0.052586563545134676
0.47385385385385387,0.056701579457383404,0.05283678244250846
0.4753453453453454,0.056992289591437865,0.05308591126174735
0.47683683683683686,0.057282433216149044,0.0533339782783227
0.47832832832832833,0.057572030340390594,0.053581531090877196
0.47981981981981986,0.05786109919980508,0.05382859365438966
0.48131131131131133,0.058149656429172976,0.054074661430689175
0.48280280280280286,0.058439990087279764,0.054322026682128745
0.4842942942942943,0.05873208646100103,0.05457119708201905
0.4857857857857858,0.059023632275855074,0.05481932520160769
0.4872772772772773,0.05931461787330824,0.05506639709610872
0.4887687687687688,0.05960506233353042,0.05531296652011418
0.4902602602602603,0.05989498345913183,0.055559056700887094
0.4917517517517518,0.060184397534426774,0.055804154931660056
0.49324324324324326,0.06047331946438204,0.05604828012084639
0.4947347347347348,0.06076176290524219,0.05629198345373226
0.49622622622622625,0.061049740382857626,0.05653528117278123
0.4977177177177177,0.06133726339974214,0.05677765066359792
0.49920920920920925,0.06162663147610384,0.05702139420974297
0.5007007007007007,0.06191782721033032,0.057267025450228166
0.5021921921921922,0.06220851832583812,0.0575121974460097
0.5036836836836837,0.06249869192081453,0.057756351520484084
0.5051751751751752,0.06278836361076778,0.05799950809510008
0.5066666666666667,0.06307754808449498,0.058242227853435205
0.5081581581581581,0.06336625884288014,0.058484528987877635
0.5096496496496496,0.06365450830284813,0.058725883147802374
0.5111411411411412,0.06394230789620202,0.05896630530666143
0.5126326326326327,0.0642296681594296,0.059206354267059544
0.5141241241241241,0.06451659881521474,0.059446043042254544
0.5156156156156156,0.06480310884639098,0.05968483544259879
0.5171071071071072,0.0650892065630182,0.0599227422895709
0.5185985985985986,0.06538421770741415,0.060169639812980485
0.5200900900900901,0.06568804198201168,0.060424850731100585
0.5215815815815816,0.06599116031691712,0.0606787848376075
0.5230730730730732,0.06629349350757262,0.060931885296464025
0.5245645645645646,0.06659507711677046,0.06118420124838047
0.5260560560560561,0.06689594523540637,0.06143522255550277
0.5275475475475476,0.0671961292596519,0.06168499190737521
0.529039039039039,0.06749565808839801,0.06193410620395093
0.5305305305305306,0.06779455832390668,0.06218260233099557
0.5320220220220221,0.06809285445845399,0.062429951042533995
0.5335135135135135,0.0683905690473131,0.06267618270503866
0.535005005005005,0.06868772286872098,0.06292188830838383
0.5364964964964966,0.06898433507152409,0.06316709413810558
0.537987987987988,0.06928042331122525,0.06341125693517484
0.5394794794794795,0.0695855852044041,0.06366397974868754
0.540970970970971,0.06989972736742431,0.06392570215316663
0.5424624624624625,0.07021307244134786,0.06418657553667885
0.543953953953954,0.0705255461476282,0.06444592533340024
0.5454454454454455,0.07083718934604818,0.06470380770340084
0.546936936936937,0.07114804111971458,0.06496085086387446
0.5484284284284284,0.07145813757949027,0.06521710609673975
0.54991991991992,0.07176751206866505,0.06547203984261335
0.5514114114114115,0.07207619537173736,0.06572569452692453
0.5529029029029029,0.07238421591033518,0.06597868995426254
0.5543943943943944,0.07269159992630936,0.06623106298110924
0.5558858858858859,0.0729983716523684,0.0664822614427506
0.5573773773773774,0.07330455347072261,0.06673231585481722
0.5588688688688689,0.07361505699044088,0.0669867313351473
0.5603603603603604,0.07392984673042576,0.06724487855326171
