rho,u_tilda
0.000613554,0.96682378
0.000620704,0.96484834
0.000627563,0.96297052
0.000634173,0.96117649
0.000640566,0.95945589
0.000646768,0.95779999
0.000652801,0.95620167
0.000658682,0.95465506
0.000667357,0.95239486
0.000675759,0.95022887
0.000683924,0.94814572
0.000691878,0.9461362
0.000699645,0.94419291
0.000707244,0.94230947
0.000714691,0.94048047
0.000722,0.9387013
0.000747789,0.93254652
0.000772286,0.92686898
0.0007958,0.9215687
0.00081854,0.91657715
0.000840619,0.91184879
0.000862154,0.90734551
0.000883229,0.90303811
0.000903911,0.89890349
0.000980114,0.88440892
0.001052922,0.87151749
0.001123619,0.85981039
0.001193001,0.84902576
0.001261144,0.83901241
0.001328426,0.82964231
0.001395074,0.82082209
0.001461248,0.81247972
0.001625906,0.7932933
0.001788879,0.77615357
0.001951147,0.76062887
0.00211344,0.74641352
0.002337655,0.72852204
0.002561793,0.71233294
0.002786339,0.69754309
0.003011696,0.68392248
0.00355738,0.65495059
0.004103625,0.63019891
0.004652947,0.60860663
0.00520959,0.58942713
0.005768011,0.57218617
0.006329281,0.55654377
0.006893822,0.54223375
0.0074621,0.52904774
0.009196994,0.49460891
0.010932465,0.46621999
0.012682419,0.44210039
0.014477544,0.42106388
0.016281725,0.4024359
0.018102076,0.38575487
0.01994077,0.37066232
0.021800743,0.35688311
0.026525249,0.326984
0.03131287,0.30198461
0.036198218,0.28053712
0.041248438,0.26172148
0.046394065,0.24498631
0.05165753,0.22994394
0.057053011,0.2162926
0.062597149,0.20379982
0.068287431,0.19229203
0.074138197,0.18163009
0.080165511,0.17170044
0.08638748,0.16240984
0.092818555,0.15368246
0.099480505,0.14545378
0.10639927,0.13766853
0.11360524,0.13027901
0.12113169,0.12324413
0.12902003,0.11652751
0.13732083,0.11009635
0.14609573,0.10392079
0.1554193,0.097973425
0.16538516,0.092228599
0.17611312,0.086661203
0.18775853,0.081246066
0.20052561,0.075957294
0.21468862,0.07076822
0.23063641,0.065647186
0.24893765,0.060555474
0.26310633,0.057095495
0.27913009,0.053609212
0.29757816,0.050070976
0.31930794,0.046445853
0.33428427,0.044233473
0.35129162,0.041961133
0.37093582,0.039609819
0.39411215,0.037153934
0.41003102,0.035636955
0.42807512,0.034061628
0.44884399,0.032414055
0.47320185,0.030676018
0.49062249,0.029544294
0.51034616,0.028360873
0.53300275,0.027114751
0.55948792,0.025791727
0.57881924,0.024905681
0.60068621,0.02397487
0.62576871,0.022990276
0.65502504,0.021940378
0.67663887,0.021224888
0.70106884,0.020470857
0.72905963,0.019670755
0.76165452,0.018815024
0.78592631,0.018224968
0.81334235,0.017601735
0.84472564,0.016938962
0.88122402,0.016228609
0.9085534,0.015734685
0.93940556,0.015212151
0.9746954,0.014655585
1.0156945,0.014058158
1.0465187,0.013640176
1.0812992,0.013197462
1.1210572,0.012725368
1.1672082,0.012218053
1.2020127,0.011861436
1.241268,0.011483388
1.2861173,0.011079903
1.3381416,0.010645957
1.3774698,0.010339787
1.4218116,0.010015001
1.4724494,0.009668136
1.5311538,0.009294851
1.575617,0.009030704
1.6257333,0.008750353
1.6829437,0.008450791
1.7492349,0.008128258
1.7995229,0.007899479
1.8561897,0.007656568
1.9208571,0.00739691
1.9957578,0.007117235
2.0526499,0.006918467
2.1167445,0.006707353
2.1898684,0.006481614
2.2745339,0.0062384
2.3389123,0.006065262
2.4114275,0.005881325
2.4941389,0.005684594
2.5898767,0.005472584
2.6627407,0.005321453
2.744801,0.005160861
2.8383814,0.004989065
2.9466727,0.00480389
3.0291552,0.004671735
3.1220356,0.004531283
3.2279376,0.004381006
3.3504616,0.004219001
3.4438479,0.004103267
3.5489951,0.003980249
3.668867,0.003848608
3.8075292,0.003706675
3.9132783,0.003605194
4.0323345,0.003497313
4.1680481,0.003381857
4.3250119,0.003257361
4.4447815,0.003168281
4.5796128,0.003073574
4.7332945,0.002972208
4.9110188,0.002862895
5.0466933,0.002784628
5.1994214,0.002701411
5.3734895,0.002612335
5.5747703,0.002516269
5.7284941,0.002447448
5.9015333,0.00237427
6.0987401,0.002295934
6.3267604,0.002211446
6.5009755,0.002150889
6.6970759,0.002086493
6.9205569,0.002017556
7.1789436,0.001943202
7.3764339,0.001889884
7.5987313,0.001833184
7.8520626,0.001772483
8.1449525,0.001707009
8.3688959,0.00166004
8.6209703,0.001610089
8.9082353,0.001556612
9.2403541,0.00149893
9.4943825,0.001457534
9.7803268,0.001413509
10.106195,0.001366376
10.482948,0.001315535
10.77122,0.001279035
11.095721,0.001240218
11.465543,0.001198658
11.893125,0.001153829
12.220409,0.001121636
12.588845,0.001087397
13.00876,0.001050739
13.494283,0.001011197
13.866062,0.000982791
14.284618,0.000952581
14.761691,0.000920236
15.313342,0.000885347
15.735936,0.000860275
16.211744,0.00083361
16.754124,0.000805062
17.381356,0.000774269
17.862071,0.000752133
18.403381,0.000728591
19.020505,0.000703386
19.734266,0.000676201
20.281582,0.000656651
20.897978,0.000635859
21.600812,0.0006136
22.413839,0.000589593
23.037645,0.000572322
23.74031,0.000553954
24.541664,0.000534291
25.468848,0.000513084
26.180741,0.00049782
26.982804,0.000481589
27.897734,0.000464212
28.956599,0.000445473
29.770275,0.000431979
30.687262,0.000417629
31.733596,0.000402268
32.944923,0.000385703
33.876709,0.000373767
34.927156,0.000361075
36.126217,0.000347489
37.514909,0.00033284
38.584475,0.000322277
39.790759,0.000311044
41.168342,0.000299021
42.764594,0.000286059
43.996099,0.000276701
45.385789,0.000266752
46.973778,0.000256103
48.81505,0.000244623
50.238275,0.000236326
51.845413,0.000227505
53.683259,0.000218065
55.815984,0.000207889
57.471556,0.00020051
59.343102,0.000192665
61.48592,0.000184269
63.975938,0.00017522
65.905547,0.000168677
68.088543,0.000161722
70.589876,0.000154282
73.498706,0.000146267
75.836635,0.00014027
78.494982,0.000133886
81.559355,0.000127043
85.148487,0.000119654
87.65653,0.00011485
90.474528,0.00010977
93.674942,0.000104371
97.354698,9.86E-05
102.63712,9.10E-05
109.09503,8.28E-05
117.31812,7.36E-05
128.31649,6.32E-05
133.26284,5.90E-05
138.9306,5.47E-05
145.4998,5.00E-05
153.20998,4.51E-05
159.3077,4.15E-05
166.22153,3.78E-05
174.1056,3.39E-05
183.1399,2.98E-05
190.98316,2.66E-05
199.69691,2.33E-05
209.3203,2.01E-05
219.8265,1.68E-05
231.64137,1.35E-05
243.8207,1.04E-05
255.74226,7.66E-06
266.62759,5.37E-06
272.92571,4.14E-06
278.30352,3.12E-06
282.72371,2.32E-06
286.23173,1.70E-06
288.63888,1.28E-06
290.5228,9.63E-07
291.97499,7.19E-07
293.08088,5.34E-07
293.88645,4.00E-07
294.49701,2.99E-07
294.95762,2.23E-07
295.30404,1.67E-07
295.56073,1.25E-07
295.75323,9.31E-08
295.89746,6.95E-08
296.00551,5.19E-08
296.08599,3.88E-08
296.14614,2.90E-08
296.19111,2.16E-08
296.22476,1.62E-08
296.24986,1.21E-08
296.2686,9.01E-09
296.2826,6.73E-09
296.29308,5.03E-09
296.3009,3.76E-09
296.30673,2.81E-09
296.31109,2.10E-09
296.31435,1.56E-09
296.31678,1.17E-09
296.3186,8.73E-10
296.31995,6.52E-10
296.32097,4.87E-10
296.32172,3.64E-10
296.32229,2.72E-10
296.32271,2.03E-10
296.32303,1.52E-10
296.32326,1.13E-10
296.32344,8.46E-11
296.32357,6.32E-11
296.32367,4.72E-11
296.32374,3.53E-11
296.3238,2.64E-11
296.32384,1.97E-11
296.32387,1.47E-11
296.32389,1.10E-11
296.32391,8.24E-12
296.32392,6.17E-12
296.32393,4.62E-12
296.32394,3.46E-12
296.32394,2.59E-12
296.32395,1.95E-12
296.32395,1.46E-12
296.32395,1.10E-12
296.32395,8.30E-13
296.32395,6.27E-13
296.32395,4.75E-13
296.32396,3.61E-13
296.32396,2.76E-13
296.32396,2.11E-13
296.32396,1.62E-13
296.32396,1.25E-13
296.32396,9.76E-14
296.32396,7.60E-14
296.32396,5.92E-14
296.32396,4.70E-14
296.32396,3.71E-14
296.32396,2.92E-14
296.32396,2.27E-14
296.32396,1.81E-14
296.32396,1.42E-14
296.32396,1.08E-14
296.32396,7.78E-15
296.32396,5.93E-15
296.32396,4.21E-15
296.32396,2.62E-15
296.32396,1.13E-15
296.32396,8.41E-16
296.32396,5.57E-16
296.32396,2.77E-16
296.32396,0
