z_cm,r_cm,T_vert_HeV
0.0,0.0,1.5311374245346807
0.0,0.00014336917562724014,1.5311374245346807
0.0,0.00043010752688172043,1.5311374245346807
0.0,0.0007168458781362007,1.531136205281074
0.0,0.001003584229390681,1.5311340105615754
0.0,0.0012903225806451613,1.5311308751048553
0.0,0.0015770609318996416,1.5311268103713491
0.0,0.0018637992831541219,1.5311218214435245
0.0,0.002150537634408602,1.531115910923681
0.0,0.0024372759856630824,1.531109080233218
0.0,0.0027240143369175627,1.531101330147612
0.0,0.003010752688172043,1.5310926610498032
0.0,0.0032974910394265233,1.5310830730628924
0.0,0.0035842293906810036,1.531072566125116
0.0,0.003870967741935484,1.5310611400347953
0.0,0.004157706093189964,1.5310487944786046
0.0,0.0044444444444444444,1.5310355290500586
0.0,0.004731182795698925,1.5310213432619968
0.0,0.005017921146953405,1.5310062365552513
0.0,0.005304659498207885,1.5309902083047986
0.0,0.005591397849462366,1.5309732578242137
0.0,0.005878136200716846,1.5309553843689392
0.0,0.006164874551971326,1.5309365871387244
0.0,0.0064516129032258064,1.530916865279452
0.0,0.006738351254480287,1.530896217884525
0.0,0.007025089605734767,1.5308746439959124
0.0,0.007311827956989247,1.5308521426049484
0.0,0.007598566308243728,1.5308287126529267
0.0,0.007885304659498209,1.5308043530315485
0.0,0.008172043010752687,1.5307790625832423
0.0,0.00845878136200717,1.5307528401013895
0.0,0.008745519713261648,1.5307256843304675
0.0,0.00903225806451613,1.5306975939661287
0.0,0.009318996415770608,1.5306685676552227
0.0,0.00960573476702509,1.5306386039957725
0.0,0.009892473118279569,1.5306077015369115
0.0,0.010179211469534051,1.5305758587787854
0.0,0.01046594982078853,1.530543074172423
0.0,0.010752688172043012,1.5305093461195824
0.0,0.01103942652329749,1.5304746729725691
0.0,0.011326164874551972,1.530439053034037
0.0,0.01161290322580645,1.5304024845567652
0.0,0.011899641577060933,1.5303649657434184
0.0,0.012186379928315411,1.5303264947462898
0.0,0.012473118279569893,1.530287069667026
0.0,0.012759856630824372,1.5302466885563375
0.0,0.013046594982078854,1.530205349413694
0.0,0.013333333333333332,1.530163050187004
0.0,0.013620071684587814,1.5301197887722828
0.0,0.013906810035842293,1.5300755630133032
0.0,0.014193548387096775,1.5300303707012353
0.0,0.014480286738351254,1.5299842095742722
0.0,0.014767025089605736,1.5299370773172405
0.0,0.015053763440860214,1.529888971561202
0.0,0.015340501792114696,1.529839889883037
0.0,0.015627240143369178,1.5297898298050172
0.0,0.015913978494623657,1.5297387887943654
0.0,0.016200716845878135,1.5296867642628018
0.0,0.016487455197132614,1.5296337535660751
0.0,0.0167741935483871,1.5295797540034823
0.0,0.017060931899641578,1.5295247628173747
0.0,0.017347670250896056,1.5294687771926478
0.0,0.017634408602150535,1.52941179425622
0.0,0.01792114695340502,1.5293538110764953
0.0,0.0182078853046595,1.5292948246628122
0.0,0.018494623655913978,1.5292348319648787
0.0,0.018781362007168456,1.5291738298721915
0.0,0.01906810035842294,1.5291118152134386
0.0,0.01935483870967742,1.5290487847558902
0.0,0.0196415770609319,1.528984735204772
0.0,0.019928315412186377,1.528919663202621
0.0,0.020215053763440863,1.5288535653286266
0.0,0.02050179211469534,1.5287864380979568
0.0,0.02078853046594982,1.528718277961064
0.0,0.0210752688172043,1.5286490813029745
0.0,0.021362007168458784,1.528578844442563
0.0,0.021648745519713262,1.5285075636318057
0.0,0.02193548387096774,1.528435235055015
0.0,0.02222222222222222,1.5283618548280586
0.0,0.022508960573476705,1.528287418997557
0.0,0.022795698924731184,1.5282119235400593
0.0,0.023082437275985662,1.5281353643612035
0.0,0.02336917562724014,1.5280577372948516
0.0,0.023655913978494626,1.5279790381022063
0.0,0.023942652329749105,1.5278992624709045
0.0,0.024229390681003583,1.52781840601409
0.0,0.024516129032258062,1.5277364642694613
0.0,0.024802867383512547,1.5276534326982985
0.0,0.025089605734767026,1.5275693066844636
0.0,0.025376344086021504,1.5274840815333786
0.0,0.025663082437275983,1.5273977524709768
0.0,0.02594982078853047,1.5273103146426288
0.0,0.026236559139784947,1.5272217631120424
0.0,0.026523297491039426,1.5271320928601326
0.0,0.026810035842293904,1.5270412987838689
0.0,0.02709677419354839,1.5269493756950878
0.0,0.027383512544802868,1.5268563183192791
0.0,0.027670250896057347,1.5267621212943425
0.0,0.027956989247311825,1.526666779169309
0.0,0.02824372759856631,1.5265702864030362
0.0,0.02853046594982079,1.526472637362864
0.0,0.028817204301075268,1.5263738263232418
0.0,0.029103942652329746,1.526273847464317
0.0,0.029390681003584232,1.5261726948704897
0.0,0.02967741935483871,1.5260703625289296
0.0,0.02996415770609319,1.5259668443280545
0.0,0.030250896057347668,1.5258621340559706
0.0,0.030537634408602153,1.5257562253988706
0.0,0.03082437275985663,1.5256491119393925
0.0,0.03111111111111111,1.5255407871549327
0.0,0.031397849462365596,1.525431244415918
0.0,0.031684587813620074,1.5253204769840287
0.0,0.03197132616487455,1.5252084780103778
0.0,0.03225806451612903,1.5250952405336395
0.0,0.03254480286738351,1.5249807574781276
0.0,0.03283154121863799,1.5248650216518247
0.0,0.033118279569892474,1.5247480257443553
0.0,0.03340501792114695,1.524629762324905
0.0,0.03369175627240144,1.5245102238400832
0.0,0.03397849462365592,1.5243894026117257
