index,x,y
0,-0.40112816399114737,0.0037343937934677385
1,-0.3899943944563109,0.012255948444594322
2,-0.3844275096888927,0.02248181402594618
3,-0.37514936840986235,0.031003368677072984
4,-0.3603043423634136,0.04634216704910088
5,-0.3528818293401891,0.054863721700227686
6,-0.33803680329374064,0.06679389821180481
7,-0.32875866201471016,0.07531545286293162
8,-0.3120580077124553,0.08894994030473424
9,-0.3009242381776188,0.09747149495586105
10,-0.28607921213117005,0.1076973605372129
11,-0.2582447882940787,0.12303615890924102
12,-0.23783287748021187,0.1315577135603676
13,-0.2137097101547326,0.14348789007194485
14,-0.18958654282925358,0.1537137556532968
15,-0.16546337550377432,0.1622353103044234
16,-0.14134020817829507,0.17246117588577548
17,-0.10979452782959176,0.1792784196066768
18,-0.07453759096927604,0.18439135239735283
19,-0.037425025853154215,0.18950428518802886
20,-0.011446230271868973,0.19291290704847952
21,0.02937759135586482,0.1946172179787048
22,0.06649015647198653,0.19291290704847952
23,0.09803583682069028,0.18950428518802886
24,0.1295815171693936,0.1792784196066768
25,0.16854971054132128,0.1707568649555501
26,0.19638413437841262,0.1622353103044234
27,0.218651673448086,0.15200944472307154
28,0.24091921251775894,0.14178357914171957
29,0.2650423798432381,0.1298534026301421
30,0.29102117542452344,0.11621891518833949
31,0.305866201470972,0.10599304960698763
32,0.32813374054064515,0.08724562937450897
33,0.3485456513545121,0.07361114193270635
34,0.35782379263354247,0.061680965421128775
35,0.3782357034474094,0.04634216704910088
36,0.40235887077288857,0.025890435886396723
37,0.41349264030772515,0.012255948444594322
