time_ns,foam_energy_hJ,gold_energy_hJ
0.02994979958647555,0.0013406142110909947,3.43126354105555e-05
0.09061224489795919,0.003032652578745011,3.731222766400398e-05
0.15122448979591838,0.0058021604354612675,4.201387710348412e-05
0.2116355280658884,0.00960835559870585,4.9138974052073526e-05
0.2724489795918367,0.014534857310616583,5.8833916444647726e-05
0.3330612244897959,0.020345511558612788,7.061604641710882e-05
0.3936734693877551,0.02635608857550468,8.300393124916568e-05
0.4542857142857143,0.033164978597502164,9.781068915624138e-05
0.5148979591836735,0.040302055829217955,0.00011366711149073398
0.5754854023558746,0.04816621825051874,0.00013157539336559564
0.6360053471841213,0.056334851532296434,0.00015064002667132428
0.696734693877551,0.06481192341913629,0.00017069633408158525
0.7573301517760264,0.07413728711489974,0.00019379905111393503
0.8179591836734694,0.083568384844505,0.00021736815427370905
0.8785714285714287,0.09331003445220977,0.00024226508838557658
0.9391836734693877,0.10342038083513955,0.00026895727259623097
0.9997959183673469,0.11445243628614006,0.00029907619558355365
1.0603453260190754,0.12588813468675766,0.0003309787344636775
1.1209364913854136,0.13766893813654307,0.00036461350215280226
1.1816326530612244,0.14902026381590572,0.0003976315959931325
1.2421616665790585,0.15935256776630977,0.0004281804734670502
1.302857142857143,0.16892703737683287,0.00045725251471981387
1.3633670361824637,0.17804260020950863,0.00048590122087318347
1.4240004372630817,0.1863325242483492,0.0005126052839198097
1.4846938775510203,0.19420822763297815,0.0005389851318047391
1.5453061224489795,0.2016494458980087,0.0005645954182271345
1.605829771682564,0.20890739424403945,0.0005905188270238054
1.666530612244898,0.21576826541479152,0.0006157825060631162
1.727142857142857,0.2222119077111009,0.0006401449811309789
1.7877551020408164,0.22849422417188472,0.0006645756156548921
1.848081101783261,0.23438020251105995,0.0006882414081119237
1.9089795918367345,0.23934561963487638,0.0007092800147148273
1.9694865527099166,0.24426834028518382,0.0007304046845393605
2.0301563634186253,0.2492127193775951,0.0007519685577855234
2.0902456615452074,0.25408260850901127,0.0007738014886239476
2.1514285714285712,0.2586177450286976,0.000794836980597428
2.2119473060604085,0.2629941707856879,0.0008154454412209177
2.27265306122449,0.2674000535459749,0.0008365981214251989
2.3332633714486435,0.2717734464498561,0.0008576967905258699
2.393808892436726,0.2756619821470928,0.0008775571022489658
2.4544897959183674,0.2792636659401606,0.0008964872361524696
2.515086453589599,0.2827402299137385,0.0009149842091267308
2.5757142857142856,0.2855625493055485,0.0009315261348522336
2.6362998399765036,0.28740480176839145,0.0009445171527960589
2.6968472889554405,0.2886659855685397,0.0009552578634819271
2.7575510204081635,0.2895019697408272,0.0009644085799195414
2.818163265306122,0.29045662784281984,0.000973667368752324
2.8787755102040813,0.2910869928383197,0.000981610066448455
2.939387755102041,0.29177475305100736,0.0009894691755800637
2.999416185392084,0.29245709078357573,0.0009970899945467141
