r_cm,r_mm,T_hev_z0.5mm,flux_raw_z0.5mm,flux_norm_z0.5mm,T_hev_z1.0mm,flux_raw_z1.0mm,flux_norm_z1.0mm,T_hev_z1.2mm,flux_raw_z1.2mm,flux_norm_z1.2mm
0.0,0.0,1.204130713177759,2.162980493784627e+20,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8.008008008008008e-05,0.0008008008008008008,1.2041306231032887,2.1629798465814675e+20,0.9999997007817863,0.0,0.0,0.0,0.0,0.0,0.0
0.00016016016016016016,0.0016016016016016017,1.2041303528795617,2.1629779049705908e+20,0.999998803126499,0.0,0.0,0.0,0.0,0.0,0.0
0.00024024024024024023,0.0024024024024024023,1.2041299025056267,2.1629746689477742e+20,0.9999973070321857,0.0,0.0,0.0,0.0,0.0,0.0
0.0003203203203203203,0.0032032032032032033,1.2041292719798986,2.1629701385059877e+20,0.9999952124955962,0.0,0.0,0.0,0.0,0.0,0.0
0.0004004004004004004,0.004004004004004004,1.2041284613001595,2.162964313635394e+20,0.9999925195121826,0.0,0.0,0.0,0.0,0.0,0.0
0.00048048048048048047,0.004804804804804805,1.2041274704635565,2.162957194323339e+20,0.9999892280760945,0.0,0.0,0.0,0.0,0.0,0.0
0.0005605605605605605,0.005605605605605605,1.2041262994666024,2.1629487805543524e+20,0.9999853381801798,0.0,0.0,0.0,0.0,0.0,0.0
0.0006406406406406406,0.006406406406406407,1.2041249483051777,2.1629390723101652e+20,0.999980849815992,0.0,0.0,0.0,0.0,0.0,0.0
0.0007207207207207207,0.007207207207207207,1.204123416974527,2.162928069569682e+20,0.9999757629737783,0.0,0.0,0.0,0.0,0.0,0.0
0.0008008008008008008,0.008008008008008008,1.2041217054692614,2.162915772309002e+20,0.9999700776424887,0.0,0.0,0.0,0.0,0.0,0.0
0.0008808808808808808,0.008808808808808808,1.2041198137833586,2.162902180501413e+20,0.9999637938097735,0.0,0.0,0.0,0.0,0.0,0.0
0.0009609609609609609,0.00960960960960961,1.204117741910161,2.162887294117385e+20,0.9999569114619805,0.0,0.0,0.0,0.0,0.0,0.0
0.001041041041041041,0.010410410410410409,1.2041154898423767,2.1628711131245756e+20,0.9999494305841566,0.0,0.0,0.0,0.0,0.0,0.0
0.001121121121121121,0.01121121121121121,1.2041130575720804,2.1628536374878352e+20,0.9999413511600515,0.0,0.0,0.0,0.0,0.0,0.0
0.0012012012012012011,0.012012012012012012,1.2041104450907119,2.1628348671691964e+20,0.9999326731721119,0.0,0.0,0.0,0.0,0.0,0.0
0.0012812812812812813,0.012812812812812813,1.2041076523890761,2.162814802127879e+20,0.9999233966014839,0.0,0.0,0.0,0.0,0.0,0.0
0.0013613613613613614,0.013613613613613613,1.204104679457343,2.1627934423202814e+20,0.9999135214280096,0.0,0.0,0.0,0.0,0.0,0.0
0.0014414414414414415,0.014414414414414415,1.2041015262850492,2.162770787700005e+20,0.9999030476302377,0.0,0.0,0.0,0.0,0.0,0.0
0.0015215215215215216,0.015215215215215216,1.204098192861095,2.1627468382178194e+20,0.9998919751854078,0.0,0.0,0.0,0.0,0.0,0.0
0.0016016016016016017,0.016016016016016016,1.204094679173746,2.1627215938216837e+20,0.99988030406946,0.0,0.0,0.0,0.0,0.0,0.0
0.0016816816816816816,0.016816816816816814,1.2040909852106334,2.1626950544567478e+20,0.9998680342570359,0.0,0.0,0.0,0.0,0.0,0.0
0.0017617617617617617,0.017617617617617615,1.2040871109587525,2.1626672200653403e+20,0.9998551657214724,0.0,0.0,0.0,0.0,0.0,0.0
0.0018418418418418418,0.018418418418418417,1.2040830564044633,2.162638090586972e+20,0.9998416984348039,0.0,0.0,0.0,0.0,0.0,0.0
0.0019219219219219219,0.01921921921921922,1.2040788215334906,2.1626076659583422e+20,0.9998276323677647,0.0,0.0,0.0,0.0,0.0,0.0
0.002002002002002002,0.02002002002002002,1.2040744063309232,2.1625759461133307e+20,0.9998129674897861,0.0,0.0,0.0,0.0,0.0,0.0
0.002082082082082082,0.020820820820820818,1.204069810781214,2.162542930982997e+20,0.9997977037689949,0.0,0.0,0.0,0.0,0.0,0.0
0.002162162162162162,0.021621621621621623,1.2040650348681803,2.162508620495587e+20,0.9997818411722177,0.0,0.0,0.0,0.0,0.0,0.0
0.002242242242242242,0.02242242242242242,1.2040600785750024,2.1624730145765222e+20,0.9997653796649748,0.0,0.0,0.0,0.0,0.0,0.0
0.0023223223223223224,0.023223223223223226,1.2040549418842252,2.1624361131484103e+20,0.9997483192114858,0.0,0.0,0.0,0.0,0.0,0.0
0.0024024024024024023,0.024024024024024024,1.2040496247777566,2.162397916131037e+20,0.9997306597746656,0.0,0.0,0.0,0.0,0.0,0.0
0.0024824824824824826,0.024824824824824825,1.2040441272368678,2.162358423441369e+20,0.9997124013161258,0.0,0.0,0.0,0.0,0.0,0.0
0.0025625625625625625,0.025625625625625627,1.204038449242193,2.1623176349935482e+20,0.9996935437961723,0.0,0.0,0.0,0.0,0.0,0.0
0.0026426426426426424,0.026426426426426425,1.2040325907737295,2.1622755506989007e+20,0.9996740871738086,0.0,0.0,0.0,0.0,0.0,0.0
0.0027227227227227227,0.027227227227227226,1.2040265518108364,2.1622321704659216e+20,0.9996540314067299,0.0,0.0,0.0,0.0,0.0,0.0
0.0028028028028028026,0.028028028028028028,1.2040203323322367,2.1621874942002948e+20,0.9996333764513314,0.0,0.0,0.0,0.0,0.0,0.0
0.002882882882882883,0.02882882882882883,1.204013932316014,2.1621415218048677e+20,0.9996121222626972,0.0,0.0,0.0,0.0,0.0,0.0
0.002962962962962963,0.029629629629629627,1.2040073517396153,2.1620942531796766e+20,0.9995902687946114,0.0,0.0,0.0,0.0,0.0,0.0
0.003043043043043043,0.030430430430430432,1.204000590579848,2.1620456882219214e+20,0.999567815999547,0.0,0.0,0.0,0.0,0.0,0.0
0.003123123123123123,0.03123123123123123,1.203993648812882,2.1619958268259808e+20,0.9995447638286727,0.0,0.0,0.0,0.0,0.0,0.0
0.0032032032032032033,0.03203203203203203,1.2039865264142475,2.161944668883407e+20,0.9995211122318503,0.0,0.0,0.0,0.0,0.0,0.0
0.0032832832832832832,0.03283283283283283,1.2039792233588367,2.1618922142829265e+20,0.9994968611576351,0.0,0.0,0.0,0.0,0.0,0.0
0.003363363363363363,0.03363363363363363,1.2039717396209015,2.1618384629104342e+20,0.9994720105532738,0.0,0.0,0.0,0.0,0.0,0.0
0.0034434434434434434,0.03443443443443443,1.203964075174055,2.1617834146489985e+20,0.9994465603647059,0.0,0.0,0.0,0.0,0.0,0.0
0.0035235235235235233,0.03523523523523523,1.2039562299912696,2.1617270693788546e+20,0.999420510536561,0.0,0.0,0.0,0.0,0.0,0.0
0.0036036036036036037,0.036036036036036036,1.2039482040448783,2.161669426977411e+20,0.999393861012162,0.0,0.0,0.0,0.0,0.0,0.0
0.0036836836836836835,0.036836836836836834,1.203939997306573,2.16161048731924e+20,0.9993666117335206,0.0,0.0,0.0,0.0,0.0,0.0
0.003763763763763764,0.03763763763763764,1.2039316097474055,2.161550250276088e+20,0.999338762641342,0.0,0.0,0.0,0.0,0.0,0.0
0.0038438438438438438,0.03843843843843844,1.203923041337786,2.16148871571686e+20,0.9993103136750175,0.0,0.0,0.0,0.0,0.0,0.0
0.003923923923923924,0.039239239239239235,1.2039142920474832,2.1614258835076317e+20,0.9992812647726309,0.0,0.0,0.0,0.0,0.0,0.0
0.004004004004004004,0.04004004004004004,1.203905361845625,2.1613617535116434e+20,0.9992516158709545,0.0,0.0,0.0,0.0,0.0,0.0
0.004084084084084084,0.040840840840840845,1.2038962507006958,2.1612963255892928e+20,0.9992213669054466,0.0,0.0,0.0,0.0,0.0,0.0
0.004164164164164164,0.041641641641641636,1.2038869585805392,2.16122959959815e+20,0.9991905178102585,0.0,0.0,0.0,0.0,0.0,0.0
0.004244244244244244,0.04244244244244244,1.2038774854523544,2.1611615753929356e+20,0.9991590685182238,0.0,0.0,0.0,0.0,0.0,0.0
0.004324324324324324,0.043243243243243246,1.2038678312826991,2.1610922528255407e+20,0.9991270189608681,0.0,0.0,0.0,0.0,0.0,0.0
0.004404404404404405,0.04404404404404405,1.2038579960374867,2.1610216317450086e+20,0.9990943690684002,0.0,0.0,0.0,0.0,0.0,0.0
0.004484484484484484,0.04484484484484484,1.2038479796819865,2.1609497119975427e+20,0.9990611187697163,0.0,0.0,0.0,0.0,0.0,0.0
0.0045645645645645645,0.04564564564564565,1.2038377821808248,2.160876493426507e+20,0.9990272679923995,0.0,0.0,0.0,0.0,0.0,0.0
0.004644644644644645,0.04644644644644645,1.2038274034979821,2.160801975872416e+20,0.9989928166627157,0.0,0.0,0.0,0.0,0.0,0.0
0.004724724724724724,0.04724724724724724,1.2038168435967944,2.1607261591729403e+20,0.9989577647056159,0.0,0.0,0.0,0.0,0.0,0.0
