index,x,y
1,2.72E-02,4.81E+01
2,4.59E-02,5.38E+01
3,4.59E-02,5.75E+01
4,7.26E-02,6.06E+01
5,1.13E-01,6.39E+01
6,1.39E-01,6.69E+01
7,1.42E-01,7.28E+01
8,1.61E-01,7.94E+01
9,1.79E-01,8.58E+01
10,2.06E-01,9.12E+01
11,2.33E-01,9.49E+01
12,2.49E-01,9.94E+01
13,2.76E-01,1.04E+02
14,2.94E-01,1.07E+02
15,3.18E-01,1.11E+02
16,3.40E-01,1.14E+02
17,3.72E-01,1.19E+02
18,4.01E-01,1.23E+02
19,4.28E-01,1.25E+02
20,4.41E-01,1.28E+02
21,4.73E-01,1.33E+02
22,5.03E-01,1.34E+02
23,5.21E-01,1.36E+02
24,5.67E-01,1.39E+02
25,5.99E-01,1.42E+02
26,6.50E-01,1.45E+02
27,6.74E-01,1.46E+02
28,7.30E-01,1.48E+02
29,7.48E-01,1.49E+02
30,7.80E-01,1.50E+02
31,8.29E-01,1.52E+02
32,9.09E-01,1.54E+02
33,1.01E+00,1.57E+02
34,1.07E+00,1.58E+02
35,1.14E+00,1.58E+02
36,1.24E+00,1.61E+02
37,1.33E+00,1.62E+02
38,1.41E+00,1.63E+02
39,1.52E+00,1.65E+02
40,1.58E+00,1.65E+02
41,1.68E+00,1.66E+02
42,1.76E+00,1.66E+02
43,1.81E+00,1.68E+02
44,1.93E+00,1.70E+02
45,2.01E+00,1.70E+02
46,2.11E+00,1.71E+02
47,2.17E+00,1.72E+02
48,2.24E+00,1.72E+02
49,2.33E+00,1.73E+02
50,2.42E+00,1.74E+02
51,2.48E+00,1.73E+02
52,2.59E+00,1.75E+02
53,2.65E+00,1.75E+02
54,2.70E+00,1.75E+02
55,2.76E+00,1.75E+02
56,2.83E+00,1.76E+02
57,2.87E+00,1.77E+02
58,2.93E+00,1.78E+02
59,2.99E+00,1.78E+02
60,3.05E+00,1.77E+02
61,3.08E+00,1.77E+02
62,3.13E+00,1.77E+02
63,3.20E+00,1.75E+02
64,3.24E+00,1.74E+02
65,3.29E+00,1.73E+02
66,3.35E+00,1.71E+02
67,3.39E+00,1.70E+02
68,3.44E+00,1.69E+02
69,3.47E+00,1.66E+02
70,3.52E+00,1.65E+02
71,3.57E+00,1.63E+02
72,3.62E+00,1.63E+02
73,3.67E+00,1.60E+02
74,3.73E+00,1.58E+02
75,3.79E+00,1.54E+02
76,3.86E+00,1.53E+02
77,3.92E+00,1.52E+02
78,3.95E+00,1.51E+02
79,3.98E+00,1.50E+02
80,4.00E+00,1.50E+02
