z_cm,r_cm,T_vert_HeV
0.0,0.0,0.619741952324654
0.0,0.00023510971786833856,0.619741952324654
0.0,0.0007053291536050156,0.619741952324654
0.0,0.0011755485893416929,0.6197417221341519
0.0,0.0016457680250783699,0.619741307744444
0.0,0.0021159874608150473,0.6197407156522166
0.0,0.002586206896551724,0.6197399479361628
0.0,0.003056426332288401,0.6197390054459456
0.0,0.0035266457680250786,0.6197378885381485
0.0,0.003996865203761755,0.6197365973215924
0.0,0.004467084639498433,0.6197351317583336
0.0,0.00493730407523511,0.6197334917114835
0.0,0.005407523510971787,0.6197316769702307
0.0,0.005877742946708463,0.6197296872639554
0.0,0.006347962382445141,0.6197275222706702
0.0,0.006818181818181819,0.6197251816223011
0.0,0.0072884012539184955,0.6197226649081181
0.0,0.007758620689655172,0.6197199716770253
0.0,0.008228840125391849,0.619717101439124
0.0,0.008699059561128528,0.6197140536667952
0.0,0.009169278996865204,0.6197108277954572
0.0,0.009639498432601881,0.6197074232240917
0.0,0.010109717868338558,0.6197038393156078
0.0,0.010579937304075235,0.619700075397087
0.0,0.011050156739811912,0.6196961307599363
0.0,0.011520376175548588,0.6196920046599742
0.0,0.011990595611285267,0.6196876963174617
0.0,0.012460815047021944,0.6196832049170918
0.0,0.01293103448275862,0.6196785296079427
0.0,0.013401253918495297,0.6196736695034033
0.0,0.013871473354231976,0.6196686236810748
0.0,0.014341692789968653,0.6196633911826497
0.0,0.01481191222570533,0.6196579710137738
0.0,0.015282131661442006,0.6196523621438917
0.0,0.015752351097178683,0.6196465635060774
0.0,0.01622257053291536,0.6196405739968508
0.0,0.016692789968652037,0.6196343924759831
0.0,0.017163009404388713,0.6196280177662886
0.0,0.017633228840125394,0.6196214486534066
0.0,0.01810344827586207,0.6196146838855722
0.0,0.018573667711598747,0.6196077221733758
0.0,0.019043887147335424,0.6196005621895138
0.0,0.0195141065830721,0.6195932025685286
0.0,0.019984326018808778,0.6195856419065384
0.0,0.020454545454545454,0.6195778787609587
0.0,0.02092476489028213,0.6195699116502129
0.0,0.021394984326018808,0.6195617390534336
0.0,0.021865203761755485,0.6195533594101547
0.0,0.02233542319749216,0.619544771119994
0.0,0.02280564263322884,0.6195359725423256
0.0,0.02327586206896552,0.6195269619959437
0.0,0.023746081504702195,0.6195177377587152
0.0,0.024216300940438872,0.6195082980672239
0.0,0.02468652037617555,0.6194986411164044
0.0,0.025156739811912226,0.6194887650591663
0.0,0.025626959247648903,0.6194786680060074
0.0,0.02609717868338558,0.6194683480246179
0.0,0.026567398119122256,0.619457803139474
0.0,0.027037617554858933,0.6194470313314201
0.0,0.027507836990595613,0.6194360305372425
0.0,0.02797805642633229,0.6194247986492304
0.0,0.028448275862068967,0.6194133335147267
0.0,0.028918495297805644,0.6194016329356687
0.0,0.02938871473354232,0.619389694668116
0.0,0.029858934169278997,0.6193775164217677
0.0,0.030329153605015674,0.6193650958594699
0.0,0.03079937304075235,0.6193524305967073
