time_ns,front_position (Marshak),front_position (Ablation with varying rho),front_position (2D effects + lam_eff),front_position (No Marshak)
0.12752752752752752,0.001802246640167473,0.0017565408163781955,0.0017513467194126221,0.006805584563054761
0.1295195195195195,0.001828270917410524,0.0017817917057222352,0.0017764317795143751,0.0068507339724542
0.1315115115115115,0.0018539629263497836,0.001806565139907869,0.0018010376968500027,0.006900481348750279
0.13350350350350348,0.0018813708040022992,0.0018324992338691775,0.0018267954613033215,0.0069585165560245256
0.1354954954954955,0.001908671978184781,0.0018591863148116517,0.0018532958107708448,0.007019335942065079
0.1374874874874875,0.0019361533505809219,0.001885759535335612,0.0018796752447571006,0.007094410333127553
0.13947947947947947,0.0019653814697867754,0.0019139122771171262,0.0019076232533543945,0.007175787449757479
0.14147147147147146,0.0019958445990325715,0.0019427561513938073,0.0019362541109708136,0.0072570239406208985
0.14346346346346348,0.0020271336217526884,0.0019733232624147643,0.001966597877759199,0.0073381313397086045
0.14545545545545546,0.0020579296687342837,0.0020031239841408516,0.0019961726302674104,0.00741912071544718
0.14744744744744745,0.002088545091265652,0.0020326002578555684,0.0020254224025923564,0.007500002697943356
0.14943943943943944,0.0021202574354064426,0.0020625915698993034,0.00205518223699188,0.007580787504223321
0.15143143143143142,0.002152738319857276,0.002094281185744717,0.0020866283196609835,0.007660139708952615
0.1534234234234234,0.002185722088500374,0.0021261813023242815,0.002118277574772524,0.007734858163733013
0.15541541541541543,0.002218317757642826,0.002157560222583899,0.0021494051300994035,0.007810448866541457
0.1574074074074074,0.0022507281607363422,0.0021881545882778595,0.0021797497132237773,0.007886913377922205
0.1593993993993994,0.002283821241115274,0.0022203995303288204,0.0022117342759209015,0.007964253276877224
0.1613913913913914,0.002315932058753617,0.002251371808659166,0.00224244266987989,0.008042470161920261
0.16338338338338337,0.0023475714539561493,0.002281711775164264,0.002272517318336151,0.008121565652061728
0.16537537537537536,0.0023805970624001488,0.002312768720046592,0.0023033004217056898,0.008201541387726724
0.16736736736736738,0.002413885287037089,0.002345106013301985,0.0023353491285504186,0.0082445480015315
0.16935935935935936,0.0024474649286865147,0.002377412812630716,0.002367357529156495,0.008324409486754213
0.17135135135135135,0.002480187936943976,0.0024081612845502733,0.0023983505587724507,0.008406580160044162
0.17334334334334334,0.0025126537656251116,0.0024396267267358736,0.0024283933513468267,0.00849091187977267
0.17533533533533532,0.0025472437470604216,0.0024728236839573273,0.0024615608201216765,0.008573551858549614
0.1773273273273273,0.002581792648066073,0.0025057975641616234,0.0024943383708728693,0.00865934282702892
0.17931931931931933,0.0026165937887150277,0.002538320937769402,0.0025266040981128915,0.00874831055693391
0.1813113113113113,0.0026518352207687466,0.002572341886814339,0.0025603154042815063,0.008840479592822545
0.1833033033033033,0.002687750333687978,0.002606662562473518,0.002594288702513278,0.008936161093507285
0.1852952952952953,0.0027261311352790815,0.0026426493901282153,0.0026298978091870186,0.009039006159110194
0.18728728728728727,0.002764152971905427,0.002679345141235102,0.002666187100639739,0.009144235301480739
0.18927927927927926,0.0028023233698814274,0.0027152349731573776,0.0027016576293612538,0.009251856155397505
0.19127127127127128,0.0028431710865283745,0.002754699480904364,0.0027406670578987487,0.009364831245983076
0.19326326326326326,0.002885938724522953,0.0027956232850943935,0.002781105711829038,0.009485395530103231
0.19525525525525525,0.0029287029457262187,0.002835760396459921,0.0028207524202860743,0.009606594198996543
0.19724724724724724,0.0029716742650171993,0.0028771452690680875,0.0028616292051057085,0.00972843670531436
0.19923923923923922,0.003016340487713553,0.0029192241561846848,0.0029037355447662106,0.009846774008249735
0.2012312312312312,0.0030608547633172592,0.002962121206524119,0.002944897450820218,0.009963935458132409
0.20322322322322323,0.0031054719069583078,0.0030046568029857756,0.0029866901309878843,0.01008398004237324
0.2052152152152152,0.0031517433200784406,0.003048003969454051,0.0030308187910025623,0.010211925055317577
0.2072072072072072,0.003197805125543573,0.0030922239725938066,0.0030741866427171963,0.010340513765484326
0.2091991991991992,0.003243929595233236,0.0031354952500771997,0.0031173250586707672,0.01046975610684024
0.21119119119119117,0.003291714572416149,0.0031813907109233823,0.003161304331102755,0.010600616009209893
0.2131831831831832,0.0033406699069384958,0.003227974589471129,0.0032070001232845703,0.010733420336494916
0.21517517517517518,0.0033904019925327013,0.0032744908906844647,0.003254234326621938,0.010866458229324406
0.21716716716716716,0.003440630683170688,0.0033226287214596,0.003301407073398867,0.01099974454072879
0.21915915915915915,0.00348878823326395,0.003367691874036546,0.003345679157114541,0.011133293621844528
0.22115115115115114,0.0035358276652720398,0.003412683524800232,0.003389921334461635,0.011267119350033852
0.22314314314314312,0.0035848653282329547,0.003459141085943746,0.003435625137205694,0.01140123515502655
0.22513513513513514,0.003635370572412423,0.003506158677709799,0.0034818844129569848,0.011535654043250732
0.22712712712712713,0.0036864000422941637,0.003554256052534279,0.003529813664734013,0.011667936218032223
0.2291191191191191,0.003737837500215058,0.003603579300311495,0.0035770498940851897,0.011806344352807642
0.2311111111111111,0.003789607904665746,0.0036526555986291457,0.0036256958183189434,0.011946974473132125
0.2331031031031031,0.0038416631506118567,0.003701071295843865,0.0036734771565190972,0.012078378013818811
0.23509509509509507,0.003892962658114451,0.0037498983228027023,0.00372158332131522,0.01217912447980268
0.2370870870870871,0.003943922577707559,0.003797254963184759,0.0037688238630422606,0.01230225628321285
0.23907907907907908,0.003994311394423946,0.0038451382403308747,0.0038145433249376567,0.012429631823751749
0.24107107107107106,0.004043050812016858,0.00389021096846253,0.003859183583906812,0.012485797707540084
0.24306306306306305,0.0040911107504176016,0.003935658988455305,0.003903955226037673,0.012618443818736176
0.24505505505505504,0.004141026613104576,0.0039816930102970745,0.003949842896960393,0.012800595938257773
0.24704704704704702,0.004194940120555403,0.004032703579387171,0.0039985713718606545,0.012981513857336266
0.24903903903903904,0.00425179287982238,0.004085386302428391,0.0040506798951961045,0.013161257953424745
0.251031031031031,0.0043090806712407495,0.004139594848244894,0.004104025467125233,0.013339885078956322
0.253023023023023,0.004366927192148478,0.004193114733398487,0.0041565770532264335,0.013517448844169892
0.255015015015015,0.004427101448313843,0.004250022499962315,0.0042124129510381575,0.013693999871522448
0.25700700700700696,0.004488951918000929,0.004307335040032672,0.0042685916224340405,0.013869586025094003
0.258998998998999,0.004551952889055982,0.0043662671243481525,0.004326980279800845,0.01404194527149472
0.260990990990991,0.004615722270078869,0.004426782861004221,0.004384840045811546,0.014213208558167965
0.26298298298298295,0.004678870875389349,0.0044860104175744216,0.004443229182218733,0.014384135736427498
0.26497497497497496,0.004741683195519174,0.004543850798998423,0.004499995312695972,0.014554941903899828
0.266966966966967,0.004805510934241405,0.004603257843438385,0.004558894758823595,0.014728302387399831
0.26895895895895894,0.004869491666750817,0.004663729244338862,0.004616627974115094,0.014900902196887762
0.27095095095095095,0.0049336124518709655,0.004722957620176238,0.004674978779441473,0.01506736402532151
0.2729429429429429,0.004998442882362713,0.004784020874327874,0.0047348672607623234,0.01523000044541945
0.2749349349349349,0.005062030587691716,0.004842529026840687,0.004792113673579797,0.015393483955093998
0.27692692692692694,0.005124899963406476,0.004901515567131979,0.004849763148809055,0.015557822586406148
0.2789189189189189,0.005189208228410813,0.004960550846861184,0.004907408534607025,0.015714801719177825
0.2809109109109109,0.0052528179118139385,0.005019397757596919,0.0049655397157260025,0.015872537801228905
0.2829029029029029,0.005316120365814919,0.005078840078652844,0.005021969891842505,0.016033938552413154
0.2848948948948949,0.005381215206845126,0.005138552617470365,0.005081328997462844,0.016199709900004106
0.28688688688688685,0.005445231596123471,0.005198375971241425,0.0051382272237251204,0.016367415123018553
0.28887887887887886,0.005508757119659447,0.005256278454624077,0.005195117929542564,0.016537058073274467
0.2908708708708709,0.0055747045713204916,0.005317011652669147,0.005255230264665151,0.01671290784024031
0.29286286286286284,0.005641258567398421,0.005379255971318091,0.005314377804558754,0.016892455786542155
0.29485485485485485,0.0057084042832350945,0.005440545236662698,0.005375259975475447,0.0170728427733565
0.2968468468468468,0.0057773867841852304,0.005504822170018439,0.005436421030814294,0.017254078260576802
0.2988388388388388,0.0058458508221430295,0.005567127090955145,0.005497551479085128,0.017436171559720697
0.30083083083083084,0.005914148591102442,0.005629752585687959,0.005559422640745999,0.01761913183992543
0.3028228228228228,0.005984467301699743,0.00569529602060028,0.005621634200140428,0.01779849258713998
0.3048148148148148,0.00605439022876874,0.005758875832724909,0.005683883533935106,0.01797331251620114
0.3068068068068068,0.006124243094701038,0.005822825462802748,0.005746940534990252,0.018150735350227213
0.3087987987987988,0.006196232594780508,0.005889786287525042,0.005810402435165203,0.018320692054124725
0.31079079079079075,0.006267214671275283,0.005954140315486587,0.0058740897686733904,0.01849429117059103
0.31278278278278276,0.0063377678608558296,0.006019300476775737,0.005935765522047318,0.01868997506360895
0.3147747747747748,0.0064110086871833494,0.006085507686765004,0.006000491820897283,0.018908721217358385
0.31676676676676674,0.006486308131941955,0.0061542374585197655,0.0060681429214504284,0.019125525450307424
0.31875875875875875,0.006562449608809662,0.0062239880681825245,0.006134914853755854,0.019340454559286385
0.3207507507507507,0.0066392645015754,0.006295275111862136,0.006202782752348635,0.019553571854595
0.3227427427427427,0.006717303468383768,0.0063660293568650935,0.0062727794310166105,0.019764937408679382
0.32473473473473474,0.006796231970236022,0.006438093063163185,0.006341906961570621,0.01996933688676928
0.3267267267267267,0.006875778625867218,0.006511747864654754,0.0064120857353010255,0.020155967548172567
0.3287187187187187,0.006955737403306476,0.006584091123139389,0.006483646881867165,0.02034412360255241
0.3307107107107107,0.007035952344668158,0.006657157759757024,0.006553705111581326,0.020533809098226524
0.3327027027027027,0.007116305467856196,0.006731399439600732,0.006624362497120411,0.020725028122561724
0.3346946946946947,0.007191180360402061,0.006798555475509247,0.006690758680749534,0.020917784801649717
0.33668668668668666,0.0072624872322546484,0.006862648952382305,0.006751890217714478,0.021112083299975687
0.3386786786786787,0.0073373475520912375,0.006931192372058695,0.00681682885609414,0.02130792782008028
0.34067067067067064,0.007415067663071063,0.00700072093028113,0.006885486661066208,0.021505322602215715
0.34266266266266265,0.00749496003950588,0.007072835965349587,0.006954371361444079,0.02170618507027114
0.3446546546546546,0.0075757754314779635,0.007146019799461528,0.007024585970188331,0.021913154400269218
0.34664664664664663,0.007657342541443497,0.007220888487727736,0.00709564470508978,0.02212828159868558
0.34863863863863864,0.007740249994964288,0.007295179327804612,0.007168901542736374,0.022342973361348863
0.3506306306306306,0.0078241601461523,0.0073709004541536996,0.007241187617043975,0.022557253874295472
0.3526226226226226,0.007908793650154565,0.007448416080810154,0.007314598414932462,0.022771146453333748
0.3546146146146146,0.007991052937027688,0.00752175304030376,0.00738677613531002,0.02298467358893794
0.3566066066066066,0.008071755529880646,0.007594036483136246,0.007455520864485779,0.023197856988223325
0.3585985985985986,0.008154481842645297,0.00766843492672659,0.007526640248110536,0.023410717614230275
0.36059059059059057,0.00823881460881171,0.0077454095679117645,0.00760037177658551,0.02362327572272478
0.3625825825825826,0.008324355542249416,0.007821596107345865,0.007673300970948159,0.023834683088185014
0.36457457457457454,0.008410790522204071,0.007899117986321952,0.007747563874603311,0.024045354130460665
0.36656656656656655,0.008497873592620818,0.007977436026303126,0.007822596805556184,0.024255959946623662
0.3685585585585585,0.008585412510037124,0.008057251245682441,0.00789909176786477,0.02446651582366067
0.37055055055055053,0.00867325715864258,0.008135358532616932,0.007973839034205937,0.02467703660612009
0.37254254254254254,0.008757572852805722,0.008210504099985699,0.008045663295877602,0.024887536715449195
0.3745345345345345,0.00883946061892053,0.008283416416907085,0.00811526937502808,0.025098030168264607
0.3765265265265265,0.008923585543465451,0.008359538926730447,0.008188011437798641,0.025308530593627098
0.3785185185185185,0.009009532280738489,0.008435354438950557,0.008260362731922793,0.025519051249385798
0.3805105105105105,0.009096882324325378,0.00851299287112405,0.008334481656466627,0.025729605037652353
0.3825025025025025,0.009185299848623653,0.00859182928578449,0.008409732228796356,0.025933015440837485
0.38449449449449447,0.009272999539086505,0.008671086120047711,0.008485353384919576,0.02613360573733535
0.3864864864864865,0.00936024180697646,0.00874777282184334,0.008558370487616698,0.026335551131393815
0.38847847847847844,0.009448782926144518,0.008826179104234522,0.008633061402233853,0.026538854608186162
0.39047047047047045,0.009536031806950488,0.008903493962240272,0.008707710748399317,0.026743519176652453
0.3924624624624624,0.00962245026094268,0.008980038921908724,0.008779399786030454,0.026949547869335417
0.39445445445445443,0.009710770023515034,0.009059494049901423,0.008853366108918324,0.02716141254272109
0.39644644644644644,0.009800623707409447,0.009138221626345724,0.008928927024057893,0.027379687374738136
0.3984384384384384,0.00989166340361051,0.009218551222981278,0.00900675706766535,0.02759815990778431
0.4004304304304304,0.00998360831087709,0.00929991174050972,0.00908320194101167,0.02781684076323883
0.4024224224224224,0.010073072926172346,0.00938005539430869,0.009157752112034201,0.028035740319784636
0.4044144144144144,0.010160821306999088,0.009456272153049037,0.009230780860336005,0.02825486872245792
0.4064064064064064,0.01025068903699719,0.00953498593931617,0.009305818938173047,0.028474235891271377
0.40839839839839837,0.010342296435677007,0.009615541977647407,0.009383596606947736,0.028693851529435852
0.4103903903903904,0.010435265874995558,0.009697476171091929,0.009460303872494746,0.02891372513120257
0.41238238238238234,0.010529289969307493,0.009781611334605153,0.009538448614142367,0.02913386598934724
0.41437437437437435,0.010624120214163072,0.009864204244500838,0.009617469764470667,0.029354283202315815
0.41636636636636637,0.010716317442399235,0.009944721861971501,0.009695183956401064,0.029574985681050128
0.41835835835835833,0.010806656097378759,0.01002357020862125,0.009768731732938267,0.029795982155511
0.42035035035035034,0.010899063090859726,0.010104439026307251,0.009844679333076962,0.030017281180914776
0.4223423423423423,0.010993180884941334,0.010186949806454687,0.00992235635247119,0.03023889114369853
0.4243343343343343,0.011088648000225909,0.010271945007110818,0.010001319909612802,0.030460820267228354
0.4263263263263263,0.011185168224449454,0.010355528410910137,0.010082461463281768,0.030683076617263775
0.4283183183183183,0.011282500458164705,0.010440356693743992,0.010161895942702542,0.030905668107191198
0.4303103103103103,0.011380448802342695,0.010525934941816592,0.010242372326718518,0.03112860250303792
0.43230230230230227,0.011475536349741711,0.010608804234162458,0.010320256565841268,0.031351887428277984
0.4342942942942943,0.0115685537997589,0.01068963968304955,0.010397447453955717,0.03157553036844024
0.43628628628628624,0.011663525745669645,0.010773563887475841,0.010473956920889937,0.03179953867552839
0.43827827827827825,0.011760129661068403,0.010856541465825847,0.010552472950602064,0.03202355164571921
0.44027027027027027,0.011858031190959697,0.010941226907038975,0.010632339968282122,0.032243730821016225
0.44226226226226223,0.01195695419975702,0.011027047504118663,0.010713193814516868,0.032464769350078936
0.44425425425425424,0.01205667214803141,0.011113690975155022,0.010796083041444643,0.032686671131893025
0.4462462462462462,0.012153599151388052,0.011197642464023307,0.010873727286891116,0.032909440045550076
0.4482382382382382,0.0122484975887266,0.011280904940430738,0.010949901409146617,0.033133079950727964
0.4502302302302302,0.012345454966215096,0.011363520019466541,0.011028112783609273,0.033357594688158104
0.4522222222222222,0.012444142100466609,0.011448256758865485,0.0111079529280021,0.033592287652080985
0.4542142142142142,0.012544217139811893,0.011534478094608858,0.011190412252297638,0.033828368495357974
0.45620620620620617,0.012645395908389992,0.011621817022799416,0.011271221776215559,0.034064271960195805
0.4581981981981982,0.012744841650524237,0.011707486740324558,0.011350861448778391,0.034300010085445386
0.46019019019019014,0.012843045027123618,0.011791898635642607,0.011429432692567191,0.0345355946151414
0.46218218218218216,0.01294305860481279,0.0118793644194834,0.01150970235499913,0.034771037009160115
0.46417417417417417,0.013044584863855842,0.011965570816880716,0.011591337362581186,0.03500634845338966
0.46616616616616613,0.013147324738397971,0.012053408231128649,0.01167544291602473,0.03523386240846261
0.46815815815815814,0.013251029135526279,0.012142324081377748,0.01175765783485147,0.035450967765669576
0.4701501501501501,0.013355491706937098,0.012232026837733338,0.011841046383795604,0.03566976123459099
0.4721421421421421,0.0134560963639689,0.01231802067053997,0.011920912822301023,0.03589024467398335
0.47413413413413413,0.013553837420240997,0.012401180689665087,0.011998065203207245,0.03611241995257408
0.4761261261261261,0.013654061303274921,0.01248661128509181,0.012077462883573793,0.03633628894978437
0.4781181181181181,0.013756406957506033,0.012575457440505299,0.012160213926470417,0.036564380099200836
0.48011011011011007,0.013860484300844763,0.012663121518856955,0.012241684872186222,0.03680417459808723
0.4821021021021021,0.01396596501769033,0.012752593172613605,0.012324923392302903,0.03704443102043749
0.48409409409409404,0.014072574785877232,0.012843292973408886,0.012409323521436592,0.03728515530181678
0.48608608608608606,0.014176438154506947,0.012931403260849576,0.012491143178587048,0.037526353293440604
0.48807807807807807,0.014278278584952956,0.01301752986873759,0.012570985252152325,0.037768030764509276
0.49007007007007003,0.014382406440228476,0.013105767304835253,0.012654384417234708,0.03801019340446107
0.49206206206206204,0.0144884815825454,0.013195792075094479,0.012736605703908098,0.03825284682514744
0.494054054054054,0.014596147656319189,0.013287251754447452,0.012820772978693192,0.03849599656293372
0.496046046046046,0.01470510428040335,0.013379850579557631,0.012906250074945147,0.0387396480807282
0.49803803803803803,0.014815099844439562,0.013474917561305819,0.012992701521964321,0.03898380676994273
0.50003003003003,0.014922196251927814,0.013564210770034658,0.013076380544364425,0.03922847795238747
0.502022022022022,0.015027130590476029,0.01365186083344046,0.013157919901981074,0.03947366688210263
0.5040140140140139,0.015134308602256922,0.013741754430657137,0.013243013714315282,0.039719378747129566
0.506006006006006,0.01524340508557059,0.013833512835218333,0.013326774234440572,0.039965618671223904
0.5079979979979979,0.015354074911491053,0.01392676164109812,0.01341245787004015,0.04021555073158447
0.5099899899899899,0.015466026095488765,0.014021193327464912,0.013499432946217967,0.040473619645760156
0.511981981981982,0.015579013149071909,0.01411655405883831,0.013587371064446869,0.04073125598947655
0.5139739739739739,0.01569093953416644,0.014210821938914164,0.01367425865795271,0.04098847325114729
0.5159659659659659,0.01580208235593138,0.014304231980528274,0.013760309692313009,0.04124528458732204
0.517957957957958,0.01591459612158298,0.014398832601455724,0.013847507453917976,0.04150170283432536
0.5199499499499499,0.01602826160640418,0.014494422060939545,0.013937325069147863,0.0417580576866303
0.5219419419419419,0.016142859066557495,0.014590789447381918,0.014024768233667452,0.04201799316990054
0.523933933933934,0.016258202918368516,0.014687757009587946,0.014113378523919223,0.04227721612391212
0.5259259259259259,0.016374137074083996,0.01478517582357748,0.014202647202276852,0.04253574253071161
0.5279179179179179,0.016490530352608047,0.014882921226688115,0.014292353631774142,0.04279358795885891
0.5299099099099098,0.016607272558090944,0.014980888927063845,0.014382343292297215,0.043050767578348435
0.5319019019019019,0.01672427115354605,0.015078991717804345,0.014472497222762065,0.04330729617484806
0.5338938938938939,0.01683857458476228,0.015176175912565608,0.014560041073733125,0.04356318816329336
0.5358858858858858,0.016950760572274313,0.015268052476141557,0.01464547911201086,0.04381845760087246
0.5378778778778779,0.01706423903634011,0.01536160636513992,0.014733763177599042,0.04407311819943435
0.5398698698698698,0.017178833140725523,0.015456358260200928,0.014819699522815996,0.04432718333735175
0.5418618618618618,0.017294341353199804,0.015552029224661482,0.014906957645505417,0.04458066607086738
0.5438538538538539,0.01741059153563904,0.015648410544192064,0.014995013187236943,0.044833579144950814
0.5458458458458458,0.0175274374953956,0.015745334822218564,0.015083633369542935,0.04507105464360019
0.5478378378378378,0.017644755167924003,0.01584266466906957,0.015172652053439003,0.045301023805711715
0.5498298298298298,0.01776243931712739,0.015940286178025866,0.015261939277322124,0.0455322219102623
0.5518218218218218,0.01787648756844957,0.016034371108271377,0.015347752505618201,0.04576465027495341
0.5538138138138138,0.0179876622930764,0.016125595538827885,0.015432658508596583,0.04599831022746344
0.5558058058058057,0.01810058799241704,0.01621834503611308,0.015515669106268505,0.04623320310551647
0.5577977977977978,0.01821505074682419,0.01631243670149114,0.015600579075826845,0.046475446586847775
0.5597897897897898,0.018330799048563023,0.016407632790624797,0.01568678676922986,0.046726415965054204
0.5617817817817817,0.018447615868615385,0.016503728031880903,0.015773992678630343,0.046977529711425756
0.5637737737737737,0.018565315109573665,0.01660054683411091,0.015861972348994977,0.047228793440834624
0.5657657657657658,0.018680745234319833,0.016695089398333793,0.01594777098234597,0.04748021268032687
0.5677577577577577,0.01879439651059338,0.016787790765767734,0.016031801642362165,0.047731792871360354
0.5697497497497497,0.01890972634136803,0.01688192945696585,0.016119233043833888,0.0479835393719706
0.5717417417417417,0.019026519669222707,0.016977321606188554,0.016204375268131947,0.048235457458867086
0.5737337337337337,0.019144540213031684,0.017073747793067594,0.01629114015604668,0.048487552329462696
0.5757257257257257,0.01926358366863555,0.017171018090511386,0.01637896369459935,0.048739829103839345
0.5777177177177176,0.019381454376900437,0.01726704842414327,0.016465715809427964,0.04899229282665154
0.5797097097097097,0.019498415636020755,0.017364105841459684,0.01655157528028429,0.04924494846897084
0.5817017017017017,0.019616743768499718,0.017458815601867794,0.01663860462528039,0.04949768607646465
0.5836936936936936,0.019736252979293135,0.017555124232416907,0.016726612187505648,0.04973835788068482
0.5856856856856857,0.019856749125603226,0.01765251192385648,0.01681540214158834,0.04998014780110971
0.5876776776776776,0.01997499113070115,0.017747813707617553,0.016904074878796967,0.050223057155052604
0.5896696696696696,0.02009145481035036,0.017841403073499164,0.016987298372424228,0.050467087268417664
0.5916616616616617,0.020209668302021245,0.017936585400553946,0.017072608512793967,0.05071292313947506
0.5936536536536536,0.020329416129632936,0.018033156379348905,0.017159432406644973,0.05097678719523095
0.5956456456456456,0.020450460465505766,0.018130880371357447,0.017247451576659217,0.05124048893505344
0.5976376376376376,0.02057259449740541,0.018229553773395687,0.017336423191671366,0.051504035900060745
0.5996296296296296,0.020695639286285223,0.01832900160607747,0.017426149182483256,0.05176743549246059
0.6016216216216216,0.02081944017533042,0.01842907350900913,0.0175164644550273,0.05203069497932365
0.6036136136136135,0.020943863598332276,0.01852964029641844,0.01760723013046405,0.05229382149622752
0.6056056056056056,0.02106462217056085,0.01862664004378792,0.01769671126178074,0.052556822050775436
0.6075975975975976,0.021182431301673653,0.018720703318501113,0.017779516986213904,0.052819703525995944
0.6095895895895895,0.0213021424239039,0.018816401422760427,0.017864549882212363,0.05308247268362788
