z_cm,r_cm,T_vert_HeV
0.0,0.0,1.5552747487284826
0.0,3.144654088050314e-05,1.5552747487284826
0.0,9.433962264150943e-05,1.5552747487284826
0.0,0.00015723270440251572,1.5552746483063904
0.0,0.000220125786163522,1.555274467541116
0.0,0.00028301886792452826,1.5552742092924232
0.0,0.0003459119496855346,1.5552738745033339
0.0,0.00040880503144654083,1.5552734635912757
0.0,0.0004716981132075472,1.5552729767691122
0.0,0.0005345911949685534,1.5552724141521488
0.0,0.0005974842767295597,1.555271775802186
0.0,0.000660377358490566,1.555271061748376
0.0,0.0007232704402515723,1.5552702719981413
0.0,0.0007861635220125786,1.5552694065433323
0.0,0.0008490566037735849,1.555268465363914
0.0,0.0009119496855345911,1.555267448430274
0.0,0.0009748427672955975,1.5552663557047262
0.0,0.0010377358490566038,1.555265187142514
0.0,0.0011006289308176098,1.555263942692503
0.0,0.0011635220125786163,1.5552626222976587
0.0,0.0012264150943396227,1.5552612258953862
0.0,0.0012893081761006287,1.5552597534177706
0.0,0.0013522012578616352,1.5552582047917425
0.0,0.0014150943396226416,1.5552565799391977
0.0,0.0014779874213836476,1.5552548787770728
0.0,0.001540880503144654,1.5552531012173938
0.0,0.00160377358490566,1.555251247167301
0.0,0.0016666666666666666,1.5552493165290546
0.0,0.001729559748427673,1.5552473092000274
0.0,0.001792452830188679,1.5552452250726814
0.0,0.0018553459119496855,1.5552430640345387
0.0,0.001918238993710692,1.5552408259681387
0.0,0.001981132075471698,1.5552385107509894
0.0,0.0020440251572327044,1.555236118255511
0.0,0.0021069182389937104,1.5552336483489748
0.0,0.002169811320754717,1.5552311008934319
0.0,0.0022327044025157233,1.5552284757456385
0.0,0.0022955974842767293,1.5552257727569776
0.0,0.0023584905660377358,1.5552229917733698
0.0,0.0024213836477987418,1.5552201326351849
0.0,0.0024842767295597482,1.5552171951771439
0.0,0.0025471698113207547,1.5552141792282161
0.0,0.002610062893081761,1.5552110846115161
0.0,0.002672955974842767,1.555207911144187
0.0,0.0027358490566037736,1.5552046586372854
0.0,0.0027987421383647796,1.5552013268956575
0.0,0.002861635220125786,1.555197915717811
0.0,0.0029245283018867925,1.5551944248957812
0.0,0.0029874213836477985,1.5551908542149886
0.0,0.003050314465408805,1.5551872034540966
0.0,0.003113207547169811,1.5551834723848563
0.0,0.0031761006289308174,1.5551796607719497
0.0,0.003238993710691824,1.5551757683728247
0.0,0.00330188679245283,1.555171794937522
0.0,0.0033647798742138363,1.5551677402084985
0.0,0.0034276729559748424,1.5551636039204402
0.0,0.003490566037735849,1.5551593858000692
0.0,0.0035534591194968553,1.5551550855659433
0.0,0.0036163522012578617,1.5551507029282456
0.0,0.0036792452830188677,1.5551462375885692
0.0,0.003742138364779874,1.55514168923969
0.0,0.00380503144654088,1.555137057565332
0.0,0.0038679245283018866,1.5551323422399244
0.0,0.003930817610062893,1.5551275429283449
0.0,0.0039937106918238995,1.5551226592856606
0.0,0.004056603773584905,1.5551176909568494
0.0,0.004119496855345912,1.5551126375765174
0.0,0.004182389937106918,1.5551074987686024
0.0,0.004245283018867924,1.5551022741460654
0.0,0.004308176100628931,1.5550969633105696
0.0,0.0043710691823899365,1.5550915658521496
0.0,0.004433962264150944,1.5550860813488636
0.0,0.004496855345911949,1.5550805093664337
0.0,0.004559748427672955,1.5550748494578717
0.0,0.004622641509433962,1.5550691011630893
0.0,0.004685534591194968,1.5550632640084947
0.0,0.004748427672955975,1.5550573375065684
0.0,0.004811320754716981,1.5550513211554282
0.0,0.004874213836477987,1.5550452144383717
0.0,0.004937106918238994,1.555039016823402
0.0,0.004999999999999999,1.5550327277627345
0.0,0.0050628930817610066,1.5550263466922822
0.0,0.005125786163522012,1.5550198730311218
0.0,0.005188679245283019,1.5550133061809377
0.0,0.005251572327044025,1.555006645525441
0.0,0.005314465408805031,1.5549998904297668
0.0,0.005377358490566038,1.5549930402398466
0.0,0.0054402515723270435,1.5549860942817528
0.0,0.005503144654088051,1.5549790518610176
0.0,0.005566037735849056,1.5549719122619234
0.0,0.005628930817610062,1.5549646747467618
0.0,0.005691823899371069,1.5549573385550646
0.0,0.005754716981132075,1.5549499029027993
0.0,0.005817610062893082,1.5549423669815314
0.0,0.005880503144654088,1.5549347299575533
0.0,0.005943396226415093,1.5549269909709738
0.0,0.006006289308176101,1.5549191491347683
0.0,0.006069182389937106,1.5549112035337909
0.0,0.006132075471698114,1.554903153223742
0.0,0.006194968553459119,1.5548949972300923
0.0,0.006257861635220125,1.5548867345469592
0.0,0.006320754716981132,1.5548783641359363
0.0,0.006383647798742138,1.5548698849248705
0.0,0.006446540880503145,1.554861295806585
0.0,0.0065094339622641505,1.5548525956375485
0.0,0.006572327044025156,1.5548437832364859
0.0,0.0066352201257861634,1.5548348573829234
0.0,0.006698113207547169,1.5548258168156752
0.0,0.006761006289308176,1.554816660231259
0.0,0.006823899371069182,1.554807386282242
0.0,0.006886792452830188,1.554797993575514
0.0,0.006949685534591195,1.5547884806704815
0.0,0.0070125786163522,1.5547788460771808
0.0,0.007075471698113208,1.5547690882543077
0.0,0.007138364779874213,1.5547592056071555
0.0,0.00720125786163522,1.5547491964854614
0.0,0.007264150943396226,1.5547390591811536
0.0,0.007327044025157232,1.5547287919259958
0.0,0.007389937106918239,1.5547183928891242
0.0,0.007452830188679245,1.55470786017447
0.0,0.007515723270440252,1.5546971918180643
0.0,0.007578616352201258,1.554686385785218
0.0,0.007641509433962263,1.5546754399675702
0.0,0.0077044025157232705,1.5546643521800003
0.0,0.007767295597484276,1.5546531201573943
0.0,0.007830188679245283,1.5546417415512621
0.0,0.007893081761006289,1.5546302139261925
0.0,0.007955974842767295,1.554618534756145
0.0,0.008018867924528302,1.5546067014205636
0.0,0.008081761006289307,1.5545947112003073
0.0,0.008144654088050315,1.5545825612733888
0.0,0.00820754716981132,1.5545702487105066
0.0,0.008270440251572326,1.5545577704703668
0.0,0.008333333333333333,1.5545451233947798
0.0,0.008396226415094339,1.55453230420352
0.0,0.008459119496855346,1.55451930948894
0.0,0.008522012578616352,1.5545061357103216
0.0,0.008584905660377357,1.5544927791879564
0.0,0.008647798742138365,1.554479236096936
0.0,0.00871069182389937,1.5544655024606404
0.0,0.008773584905660377,1.5544515741439093
0.0,0.008836477987421383,1.5544374468458773
0.0,0.008899371069182389,1.5544231160924575
0.0,0.008962264150943396,1.5544085772284555
0.0,0.009025157232704402,1.5543938254092942
0.0,0.009088050314465409,1.554378855592326
0.0,0.009150943396226414,1.5543636625277193
0.0,0.00921383647798742,1.5543482407488851
0.0,0.009276729559748427,1.554332584562431
0.0,0.009339622641509435,1.5543166880376103
0.0,0.00940251572327044,1.554300544995241
0.0,0.009465408805031446,1.5542841489960706
0.0,0.009528301886792451,1.5542674933285523
0.0,0.009591194968553459,1.554250570996005
0.0,0.009654088050314466,1.5542333747031207
0.0,0.009716981132075472,1.5542158968417905
0.0,0.009779874213836477,1.5541981294762062
0.0,0.009842767295597483,1.5541800643272032
0.0,0.00990566037735849,1.5541616927558026
0.0,0.009968553459119497,1.5541430057459096
0.0,0.010000416666666668,1.5359514180120986
0.0,0.010001333632201176,0.3028028790245626
0.0,0.010002434648566212,0.30224897366216796
0.0,0.010003756657944379,0.3015799916184983
0.0,0.010005344017452797,0.3007710199818482
0.0,0.010007249987448605,0.2997912717235354
0.0,0.01000953851856311,0.29860246378180705
0.0,0.010012286397424568,0.2971566272661109
0.0,0.01001558582306462,0.2953930886019652
0.0,0.010019547500454015,0.2932342062611084
0.0,0.010024304354964424,0.2905791813334898
0.0,0.010030015992386936,0.2872947837370525
0.0,0.010036874054153357,0.2832009507161929
0.0,0.01004510864744295,0.2780474986437071
0.0,0.01005499606592277,0.2714746955580776
0.0,0.010066868060173973,0.2629428759755109
0.0,0.010081122968852947,0.25159845928690233
0.0,0.010098239084068827,0.23599634403014902
0.0,0.01011879069942329,0.21344916127947103
0.0,0.01014346737916929,0.1781868982736377
0.0,0.01017309709502295,0.03775558762498546
0.0,0.01020867400693352,2.8193584721288562e-05
0.0,0.01025139181993395,1.9058718532362152e-06
0.0,0.010302683836287883,1.9058718532356485e-06
0.0,0.010364271046794797,1.9058718532356485e-06
0.0,0.01043821987485119,1.9058718532356485e-06
0.0,0.010527011510742871,1.9058718532356485e-06
0.0,0.010633625162527973,1.9058718532356485e-06
0.0,0.010761638016811018,1.9058718532356485e-06
0.0,0.010915345263371934,1.9058718532356485e-06
0.0,0.011099904210812474,1.9058718532356485e-06
0.0,0.011321507328703607,1.9058718532356485e-06
0.0,0.01158759002228254,1.9058718532356485e-06
0.0,0.011907080111122363,1.9058718532356485e-06
0.0,0.0122906973824824,1.9058718532356485e-06
0.0,0.0125,1.9058718532356506e-06
0.0009433962264150943,0.0,1.5552747487284826
0.0009433962264150943,3.144654088050314e-05,1.5518787218188388
0.0009433962264150943,9.433962264150943e-05,1.5518786701339644
0.0009433962264150943,0.00015723270440251572,1.5518785254134786
0.0009433962264150943,0.000220125786163522,1.5518782994633684
0.0009433962264150943,0.00028301886792452826,1.5518779942408283
0.0009433962264150943,0.0003459119496855346,1.5518776104460383
0.0009433962264150943,0.00040880503144654083,1.551877148403379
0.0009433962264150943,0.0004716981132075472,1.5518766082817337
0.0009433962264150943,0.0005345911949685534,1.5518759901722334
0.0009433962264150943,0.0005974842767295597,1.551875294121666
0.0009433962264150943,0.000660377358490566,1.5518745201488287
0.0009433962264150943,0.0007232704402515723,1.551873668253317
0.0009433962264150943,0.0007861635220125786,1.5518727384205926
0.0009433962264150943,0.0008490566037735849,1.5518717306250673
0.0009433962264150943,0.0009119496855345911,1.5518706448320654
0.0009433962264150943,0.0009748427672955975,1.5518694809991131
0.0009433962264150943,0.0010377358490566038,1.551868239076813
0.0009433962264150943,0.0011006289308176098,1.551866919009445
0.0009433962264150943,0.0011635220125786163,1.5518655207353875
0.0009433962264150943,0.0012264150943396227,1.551864044187416
0.0009433962264150943,0.0012893081761006287,1.5518624892929123
0.0009433962264150943,0.0013522012578616352,1.55186085597401
0.0009433962264150943,0.0014150943396226416,1.551859144147696
0.0009433962264150943,0.0014779874213836476,1.5518573537258755
0.0009433962264150943,0.001540880503144654,1.5518554846154071
0.0009433962264150943,0.00160377358490566,1.551853536718121
0.0009433962264150943,0.0016666666666666666,1.5518515099308163
0.0009433962264150943,0.001729559748427673,1.5518494041452473
0.0009433962264150943,0.001792452830188679,1.551847219248093
0.0009433962264150943,0.0018553459119496855,1.5518449551209241
0.0009433962264150943,0.001918238993710692,1.551842611640153
0.0009433962264150943,0.001981132075471698,1.5518401886769808
