z_cm,r_cm,T_cell_HeV
0.0004716981132075472,1.5723270440251573e-06,1896857.410291156
0.0004716981132075472,6.289308176100629e-06,1896857.410291156
0.0004716981132075472,1.2578616352201259e-05,1896857.409628628
0.0004716981132075472,1.8867924528301888e-05,1896857.408436072
0.0004716981132075472,2.5157232704402517e-05,1896857.4067324079
0.0004716981132075472,3.144654088050314e-05,1896857.4045239307
0.0004716981132075472,3.7735849056603776e-05,1896857.4018134912
0.0004716981132075472,4.402515723270441e-05,1896857.3986026112
0.0004716981132075472,5.0314465408805034e-05,1896857.394892191
0.0004716981132075472,5.660377358490566e-05,1896857.3906828002
0.0004716981132075472,6.289308176100629e-05,1896857.3859748149
0.0004716981132075472,6.918238993710693e-05,1896857.3807684893
0.0004716981132075472,7.547169811320755e-05,1896857.3750639982
0.0004716981132075472,8.176100628930818e-05,1896857.3688614594
0.0004716981132075472,8.805031446540882e-05,1896857.3621609504
0.0004716981132075472,9.433962264150944e-05,1896857.3549625182
0.0004716981132075472,0.00010062893081761007,1896857.347266186
0.0004716981132075472,0.0001069182389937107,1896857.3390719583
0.0004716981132075472,0.00011320754716981132,1896857.3303798237
0.0004716981132075472,0.00011949685534591196,1896857.3211897584
0.0004716981132075472,0.00012578616352201257,1896857.3115017265
0.0004716981132075472,0.0001320754716981132,1896857.3013156827
0.0004716981132075472,0.00013836477987421385,1896857.290631573
0.0004716981132075472,0.00014465408805031446,1896857.2794493358
0.0004716981132075472,0.0001509433962264151,1896857.267768901
0.0004716981132075472,0.00015723270440251574,1896857.2555901937
0.0004716981132075472,0.00016352201257861635,1896857.2429131307
0.0004716981132075472,0.000169811320754717,1896857.2297376243
0.0004716981132075472,0.00017610062893081763,1896857.2160635805
0.0004716981132075472,0.00018238993710691825,1896857.2018909
0.0004716981132075472,0.00018867924528301889,1896857.187219478
0.0004716981132075472,0.0001949685534591195,1896857.1720492041
0.0004716981132075472,0.00020125786163522014,1896857.1563799637
0.0004716981132075472,0.00020754716981132078,1896857.1402116374
0.0004716981132075472,0.0002138364779874214,1896857.1235441002
0.0004716981132075472,0.00022012578616352203,1896857.1063772235
0.0004716981132075472,0.00022641509433962264,1896857.0887108727
0.0004716981132075472,0.00023270440251572328,1896857.0705449097
0.0004716981132075472,0.00023899371069182392,1896857.0518791915
0.0004716981132075472,0.00024528301886792453,1896857.0327135704
0.0004716981132075472,0.00025157232704402514,1896857.0130478945
0.0004716981132075472,0.0002578616352201258,1896856.9928820073
0.0004716981132075472,0.0002641509433962264,1896856.9722157482
0.0004716981132075472,0.00027044025157232704,1896856.951048952
0.0004716981132075472,0.0002767295597484277,1896856.9293814492
0.0004716981132075472,0.0002830188679245283,1896856.9072130658
0.0004716981132075472,0.00028930817610062893,1896856.8845436238
0.0004716981132075472,0.0002955974842767296,1896856.8613729407
0.0004716981132075472,0.0003018867924528302,1896856.8377008298
0.0004716981132075472,0.0003081761006289308,1896856.8135271005
0.0004716981132075472,0.0003144654088050315,1896856.7888515566
0.0004716981132075472,0.0003207547169811321,1896856.7636739993
0.0004716981132075472,0.0003270440251572327,1896856.7379942245
0.0004716981132075472,0.0003333333333333334,1896856.7118120245
0.0004716981132075472,0.000339622641509434,1896856.6851271864
0.0004716981132075472,0.0003459119496855346,1896856.6579394944
0.0004716981132075472,0.00035220125786163527,1896856.6302487273
0.0004716981132075472,0.0003584905660377359,1896856.6020546602
0.0004716981132075472,0.0003647798742138365,1896856.5733570636
0.0004716981132075472,0.0003710691823899371,1896856.544155704
0.0004716981132075472,0.00037735849056603777,1896856.5144503443
0.0004716981132075472,0.0003836477987421384,1896856.4842407422
0.0004716981132075472,0.000389937106918239,1896856.453526651
0.0004716981132075472,0.00039622641509433966,1896856.4223078212
0.0004716981132075472,0.0004025157232704403,1896856.3905839976
0.0004716981132075472,0.0004088050314465409,1896856.3583549217
0.0004716981132075472,0.00041509433962264155,1896856.3256203297
0.0004716981132075472,0.00042138364779874217,1896856.292379955
0.0004716981132075472,0.0004276729559748428,1896856.2586335253
0.0004716981132075472,0.00043396226415094345,1896856.2243807656
0.0004716981132075472,0.00044025157232704406,1896856.189621395
0.0004716981132075472,0.00044654088050314467,1896856.1543551297
0.0004716981132075472,0.0004528301886792453,1896856.118581681
0.0004716981132075472,0.00045911949685534595,1896856.0823007557
0.0004716981132075472,0.00046540880503144656,1896856.0455120571
0.0004716981132075472,0.0004716981132075472,1896856.0082152833
0.0004716981132075472,0.00047798742138364784,1896855.970410129
0.0004716981132075472,0.00048427672955974845,1896855.932096284
0.0004716981132075472,0.0004905660377358492,1896855.8932734341
0.0004716981132075472,0.0004968553459119497,1896855.8539412608
0.0004716981132075472,0.0005031446540880503,1896855.8140994417
0.0004716981132075472,0.000509433962264151,1896855.7737476488
0.0004716981132075472,0.0005157232704402516,1896855.7328855516
0.0004716981132075472,0.0005220125786163522,1896855.6915128143
0.0004716981132075472,0.0005283018867924528,1896855.649629096
0.0004716981132075472,0.0005345911949685535,1896855.6072340538
0.0004716981132075472,0.0005408805031446541,1896855.564327338
0.0004716981132075472,0.0005471698113207547,1896855.520908596
0.0004716981132075472,0.0005534591194968554,1896855.4769774703
0.0004716981132075472,0.000559748427672956,1896855.4325335994
0.0004716981132075472,0.0005660377358490566,1896855.3875766173
0.0004716981132075472,0.0005723270440251573,1896855.3421061535
0.0004716981132075472,0.0005786163522012579,1896855.2961218331
0.0004716981132075472,0.0005849056603773585,1896855.2496232775
0.0004716981132075472,0.0005911949685534592,1896855.2026101034
0.0004716981132075472,0.0005974842767295597,1896855.1550819224
0.0004716981132075472,0.0006037735849056604,1896855.107038343
