time_ns,foam_energy_hJ,gold_energy_hJ
0.03,0.18177666867506362,0.4162388310780492
0.09029683006734349,0.3383640960834235,0.5439691124691091
0.15119257491094093,0.6109605755902453,0.670211448729452
0.2117547701278841,0.9745908292185191,0.7732007265430121
0.27236443733048216,1.4188080818391975,0.9039834016918832
0.3330612244897959,1.9272202709768318,1.058436091859864
0.3936071490163732,2.4257067341872447,1.2347436870115605
0.4542857142857143,2.969392084016743,1.4886256250937582
0.5148566635785424,3.5040935780600564,1.7844732436319815
0.5755102040816327,4.076624796580059,2.1677498374003283
0.6361224489795918,4.626748160815604,2.5883028247975894
0.696734693877551,5.175270142225787,3.052750835124117
0.7573469387755102,5.743586561593146,3.5745145351001635
0.8179591836734694,6.284561062053157,4.136001716431741
0.8785611861796769,6.81139562978816,4.750174931947543
0.939135015423589,7.33134165704431,5.411109542669108
0.9997959183673469,7.874686610856332,6.13562636203067
1.0604081632653062,8.399004793217838,6.903079576365312
1.121020408163265,8.903141033437937,7.707002182234711
1.1815963073456244,9.344456952079232,8.497564204937248
1.2422448979591836,9.702351443415132,9.23271958909208
1.302835093648314,10.014274828939103,9.905013773079116
1.363469387755102,10.29984861995608,10.533055216952693
1.4240816326530612,10.535680976054707,11.100091601249
1.4845388211484658,10.75538925091051,11.620627084620422
1.5453061224489795,10.958276151280236,12.103968742314532
1.605722181605091,11.152319048869607,12.558545455038024
1.6664342711142786,11.324129262058978,12.98213270868733
1.7269423801109833,11.47484561420623,13.36982524244409
1.787568304847743,11.627233219742564,13.736735480982007
1.8483673469387751,11.754422026340732,14.075603243892852
1.9088569451666624,11.830989906029517,14.351567910437167
1.9693840617334806,11.926926220322999,14.611550232153272
2.030204081632653,12.035560590329121,14.866527044787642
2.090816326530612,12.141118928345326,15.114733721748577
2.1512972548824005,12.219477546688784,15.336579017705025
2.2119707749449655,12.304795553225432,15.549654049661362
2.27265306122449,12.392268403096349,15.756249384021118
2.333265306122449,12.485016965228104,15.962357801816925
2.3938775510204082,12.538951442085418,16.13888676202198
2.454282771975552,12.589198051559435,16.29592824543618
2.5151020408163265,12.637428218300215,16.440215689107912
2.5757142857142856,12.642989486645753,16.544878570893193
2.636007669754438,12.602275356805952,16.591913749791914
2.6969387755102043,12.542065587284922,16.595233040813394
2.7571528600656023,12.474681405370811,16.565171060598615
2.817725733593381,12.4364560565313,16.53393769813588
2.8783438975778983,12.38302749020965,16.48374373005642
2.9389257868719283,12.347039005936523,16.436642729576572
3.0,12.315414962918082,16.38876722266835
