index,x,y
0,727.272727272727,0.207920792079209
1,776.8595041322319,0.38118811881188286
2,826.4462809917354,0.6039603960396045
3,863.6363636363635,0.7648514851485153
4,888.4297520661153,0.9257425742574279
5,888.4297520661153,1.086633663366337
6,913.2231404958684,1.4455445544554468
7,913.2231404958684,1.730198019801981
8,938.0165289256202,2.0519801980198027
9,938.0165289256202,2.435643564356436
10,962.8099173553719,2.6831683168316838
11,987.6033057851237,2.980198019801981
12,1024.7933884297518,3.3638613861386144
13,1037.1900826446285,3.75990099009901
14,1049.5867768595049,3.9702970297029703
15,1049.5867768595049,4.242574257425742
16,1086.7768595041316,4.465346534653466
17,1123.9669421487602,4.811881188118812
18,1136.3636363636365,4.9727722772277225
19,1173.553719008265,5.170792079207922
20,1198.3471074380168,5.381188118811881
21,1223.140495867768,5.554455445544555
22,1223.140495867768,5.678217821782178
23,1260.3305785123966,5.826732673267327
24,1285.1239669421484,5.975247524752475
25,1322.3140495867765,6.123762376237623
26,1347.1074380165296,6.297029702970297
27,1433.8842975206612,6.51980198019802
28,1570.2479338842977,6.470297029702969
29,1657.0247933884293,6.334158415841583
30,1743.8016528925627,6.148514851485148
31,1842.9752066115707,5.851485148514851
32,1929.7520661157023,5.678217821782178
33,2028.9256198347107,5.48019801980198
34,2103.305785123967,5.294554455445545
35,2128.0991735537186,5.121287128712871
36,2177.685950413224,4.96039603960396
37,2301.6528925619837,4.762376237623762
38,2376.03305785124,4.551980198019802
39,2475.2066115702487,4.329207920792079
40,2549.586776859504,4.069306930693069
41,2636.3636363636365,3.7103960396039604
42,2685.95041322314,3.5371287128712883
43,2723.140495867768,3.413366336633664
44,2760.330578512397,3.3019801980198027
45,2847.1074380165287,3.165841584158416
46,2933.884297520661,3.0173267326732676
47,3095.04132231405,2.7574257425742585
48,3219.0082644628096,2.5594059405940595
49,3342.975206611571,2.2871287128712883
50,3442.148760330579,2.08910891089109
51,3541.322314049587,1.8910891089108919
52,3652.8925619834704,1.6559405940594072
53,3776.859504132231,1.3836633663366351
54,3950.413223140497,0.9876237623762396
55,4037.1900826446267,0.826732673267327
56,4185.95041322314,0.6410891089108919
57,4322.314049586777,0.5173267326732685
58,4533.05785123967,0.35643564356435853
59,4842.975206611569,0.22029702970297205
60,5053.719008264463,0.15841584158415856
61,5512.396694214876,0.0717821782178234
