time_ns,E_marshak_hJ,E_foam_gold_loss_hJ,E_wall_gold_loss_hJ,E_foam_gold_loss_lam_eff_hJ,E_wall_gold_loss_lam_eff_hJ,E_foam_gold_loss_lam_eff_power_1_hJ,E_wall_gold_loss_lam_eff_power_1_hJ,E_foam_gold_loss_lam_eff_power_2_hJ,E_wall_gold_loss_lam_eff_power_2_hJ
0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012992992992992993,0.0025467020962541675,0.0025467020962541675,0.0,0.0025467020962541675,0.0,0.0025467020962541675,0.0,0.0025467020962541675,0.0
0.01598598598598599,0.007438325793291924,0.007429665302620681,1.7320981342484373e-05,0.00722578234582104,3.1685046767719294e-05,0.0072257823443904945,3.168504686523107e-05,0.00722578234582104,3.168504676771928e-05
0.01897897897897898,0.011866378123579607,0.011842235227200869,3.23121146314112e-05,0.011265274772901568,5.138525097759893e-05,0.01126221524453186,5.146900994136393e-05,0.011265235166283706,5.1386335549242254e-05
0.021971971971971975,0.016247369204936836,0.016211754276670404,4.44703456252379e-05,0.015393284226041795,6.509802199853234e-05,0.01537973758200307,6.534016125686796e-05,0.01539307641404748,6.510185065733744e-05
0.024964964964964968,0.020736872691530357,0.020691747974148435,5.6662677905789535e-05,0.01971804976697486,7.876363927645629e-05,0.0196890006879373,7.914816383947272e-05,0.019717564319570773,7.87700976105968e-05
0.02795795795795796,0.025047392675462063,0.024992794451401262,6.855313647063043e-05,0.023857461067176334,9.187342515719929e-05,0.02381140074006439,9.239544277524629e-05,0.023856658704719952,9.188246808897557e-05
0.030950950950950955,0.029593307418574754,0.029529859904428413,7.99513061777659e-05,0.028254329903733152,0.0001041281403024179,0.028188755148774107,0.00010479677303680688,0.02825313573911644,0.00010414028917520654
0.03394394394394395,0.03436736149751988,0.03429543212066836,9.146348978533873e-05,0.032898698563132434,0.00011639749873938303,0.032810353642105425,0.00011721995637814263,0.032897011024570856,0.00011641304980641787
0.03693693693693694,0.03898545059982258,0.03890503417108783,0.00010307888886234184,0.03738839483406524,0.00012871629189968118,0.03727408176521067,0.0001296990543112472,0.037386119074263015,0.00012873555531208762
0.039929929929929935,0.04348843008407693,0.04339975527667324,0.00011442042622561247,0.041769878298903385,0.0001406380427338844,0.04162676073501185,0.00014178448706991947,0.04176690936788015,0.00014066138733129598
0.04292292292292293,0.04815308546058668,0.048056546341319485,0.00012553152511454008,0.046327328668896425,0.0001522260516196561,0.04615303343861314,0.00015353832585723382,0.046323561868201635,0.00015225374847245676
0.04591591591591592,0.0529601831287644,0.05285596298444594,0.00013667430402060975,0.05103597443112336,0.00016380221510729754,0.05082799463720483,0.00016528473535444907,0.05103131235201803,0.00016383449673316558
0.048908908908908914,0.05764938643742008,0.057537505480860375,0.0001478767307787709,0.05562896970502307,0.00017541221567708948,0.05538443440243217,0.00017707013532739703,0.05562330791337394,0.0001754493700052608
0.05190190190190191,0.06224320887887188,0.06212379910932405,0.00015894087959667522,0.060130215930806,0.00018683889261808282,0.05984651999494413,0.00018867440239201845,0.060123442016520354,0.00018688120321369667
0.0548948948948949,0.0669195760829747,0.06679288324255162,0.00016984806364402056,0.06472101309104152,0.00019806261833529642,0.0643960384947477,0.0002000770337141564,0.06471301789340679,0.00019811032604710992
0.057887887887887894,0.07167157726761465,0.07153776393823569,0.00018072384830438243,0.06939323447929105,0.00020922689300786264,0.0690247850674889,0.00021142304173964177,0.06938391209330597,0.00020928022120146784
0.06088088088088089,0.07670221902560714,0.07655053557329598,0.00021323086755193076,0.07433737528408114,0.0002398270906728761,0.0739226600558825,0.0002428749528264379,0.07432660353601328,0.00023991291655343176
0.06387387387387387,0.08199086589752737,0.08181113374364986,0.00024644122569821345,0.07952976878558285,0.00027322941720326,0.07906562022641836,0.00027683203678400495,0.079517410917158,0.00027333435204208843
0.06686686686686687,0.08714690222755028,0.08695205333151573,0.0002576417388889308,0.08459965245650836,0.00028469397284389445,0.08408271805528461,0.00028849563479879485,0.08458555777074968,0.000284805553413191
0.06985985985985986,0.09247353359612186,0.09226846388306306,0.0002827533289226776,0.08984500846821517,0.00031005389493122734,0.08927199904561432,0.0003143138000676632,0.08982900614604869,0.00031018216463258826
0.07285285285285285,0.09798794657415866,0.09776549388616748,0.0003063054067435377,0.0952726974322949,0.0003339532354330896,0.09464034898299736,0.00033866130995606524,0.09525460370030416,0.00033409807639655305
0.07584584584584585,0.10368520605378254,0.10344546613873246,0.00033101465105532746,0.10088389230968252,0.0003589971687811418,0.10018856973657461,0.0003641658955529293,0.10086351271080897,0.0003591594802934611
0.07883883883883884,0.10955557690624308,0.109298526798389,0.00035590763025414925,0.10666787509338288,0.00038424139697742626,0.10590566649668079,0.00038988567414996244,0.10664500163298443,0.00038442218079922654
0.08183183183183183,0.11530155423243749,0.11502731051977522,0.0003811885472149298,0.11232697871767858,0.0004098808082039138,0.11149372199045479,0.00041601381998007924,0.11230138065099153,0.0004100810872017038
0.08482482482482483,0.12125404105616527,0.1209511458705528,0.0004295837084593697,0.11818346936803349,0.00045541062102456685,0.11727550591833101,0.00046205786383291057,0.11815490978478704,0.0004556487515656407
0.08781781781781782,0.12742108077661063,0.12707933652457046,0.00047756023437484297,0.12424594498554772,0.0005031703257219818,0.12325966186025426,0.000510562437648054,0.12421418631356182,0.0005034439333767999
0.09081081081081081,0.1334708687234399,0.133104779448749,0.0005017782575939602,0.1302041953381277,0.0005276941830649964,0.12913543464823873,0.0005355898301212462,0.13016899206994342,0.0005279896174698882
