time_ns,E_marshak_hJ,E_foam_gold_loss_hJ,E_wall_gold_loss_hJ,E_foam_gold_loss_lam_eff_hJ,E_wall_gold_loss_lam_eff_hJ,E_foam_gold_loss_lam_eff_power_1_hJ,E_wall_gold_loss_lam_eff_power_1_hJ,E_foam_gold_loss_lam_eff_power_2_hJ,E_wall_gold_loss_lam_eff_power_2_hJ
0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012992992992992993,6.665472491794298e-10,6.665472491794298e-10,0.0,6.665472491794298e-10,0.0,6.665472491794298e-10,0.0,6.665472491794298e-10,0.0
0.01598598598598599,1.9895099408443436e-09,1.759885581051049e-09,4.592487195865882e-10,1.5234429618537963e-09,9.067355279037722e-10,1.5218618124273821e-09,9.097183836231654e-10,1.52343153272777e-09,9.067570894624481e-10
0.01897897897897898,3.2847080253098864e-09,2.5997783187936537e-09,9.201475282226264e-10,2.099163202205054e-09,1.417135361234891e-09,2.0660916964016005e-09,1.4733967574612499e-09,2.0850078553315887e-09,1.4423457142248306e-09
0.021971971971971975,4.557165452834728e-09,3.47962447960344e-09,1.2760078528217444e-09,2.9521194559231854e-09,1.7715307190868777e-09,2.8509398409664594e-09,1.8942694602664477e-09,2.9067894709582775e-09,1.8264350565085377e-09
0.024964964964964968,5.8172906369324224e-09,4.392272396051807e-09,1.6605779160872836e-09,3.8239327674800544e-09,2.2267884829095108e-09,3.6409419117664265e-09,2.423151816025507e-09,3.742260464199919e-09,2.3143158345467183e-09
0.02795795795795796,7.0648006053265775e-09,5.277278066509934e-09,2.050245977371053e-09,4.627587617249206e-09,2.682417649278663e-09,4.359070823248138e-09,2.948119311674855e-09,4.508826784300173e-09,2.7994128934027367e-09
0.030950950950950955,8.302008765148899e-09,6.154918337744976e-09,2.435293359129419e-09,5.428573820482162e-09,3.1279197502928166e-09,5.080040497270521e-09,3.455609223175917e-09,5.277153716238092e-09,3.2691426654038415e-09
0.03394394394394395,9.529834670358555e-09,7.029284437934438e-09,2.8198162915323902e-09,6.227142193518795e-09,3.5749307765815524e-09,5.801115420161955e-09,3.965685994421649e-09,6.045921228276293e-09,3.7400951866333276e-09
0.03693693693693694,1.074907026612682e-08,7.897932596370661e-09,3.2046735018830933e-09,7.016262459232786e-09,4.024389496101055e-09,6.510469915152612e-09,4.478847342532533e-09,6.805083421244979e-09,4.2133053305781665e-09
0.039929929929929935,1.1960352195881976e-08,8.760973743965627e-09,3.5895057611454546e-09,7.79632443305937e-09,4.475433080003178e-09,7.210000566629066e-09,4.992406489084583e-09,7.55549133383538e-09,4.687159377436351e-09
0.04292292292292293,1.316420165248324e-08,9.619040184640875e-09,3.974205392514895e-09,8.56831266599426e-09,4.927921317001664e-09,7.901974654975714e-09,5.506180397717367e-09,8.298643687686973e-09,5.161537039202798e-09
0.04591591591591592,1.436105673569021e-08,1.0472479790086555e-08,4.358782922823617e-09,9.332601098815122e-09,5.381871826144694e-09,8.586708004202371e-09,6.020461794553621e-09,9.03484124816878e-09,5.636623654451369e-09
0.048908908908908914,1.5551292748444806e-08,1.132152919124876e-08,4.743239547464743e-09,1.0089454465759814e-08,5.8372431953106e-09,9.26432171161645e-09,6.535272951355295e-09,9.764225001837067e-09,6.112461134919602e-09
0.05190190190190191,1.6735236050552597e-08,1.2166406050370247e-08,5.127564266740868e-09,1.0839162998892927e-08,6.2939602434666625e-09,9.935134019397082e-09,7.050533673580441e-09,1.0487033869827144e-08,6.589019539102456e-09
0.0548948948948949,1.791317391100146e-08,1.3007311390859539e-08,5.51174432204466e-09,1.1582017647948803e-08,6.751940785006035e-09,1.059949175465893e-08,7.566172514077086e-09,1.120353086238198e-08,7.066256942957878e-09
