z_cm,r_cm,T_vert_HeV
0.0,0.0,1.6345829953678643
0.0,3.1446540880503146e-06,1.6345829953678643
0.0,9.433962264150944e-06,1.6345829953678643
0.0,1.572327044025157e-05,1.6345829947969428
0.0,2.2012578616352204e-05,1.6345829937692788
0.0,2.830188679245283e-05,1.6345829923011768
0.0,3.459119496855346e-05,1.634582990398061
0.0,4.088050314465409e-05,1.634582988062388
0.0,4.716981132075472e-05,1.6345829852954696
0.0,5.345911949685535e-05,1.6345829820980813
0.0,5.974842767295597e-05,1.634582978470714
0.0,6.60377358490566e-05,1.6345829744136917
0.0,7.232704402515723e-05,1.6345829699272336
0.0,7.861635220125787e-05,1.6345829650114903
0.0,8.49056603773585e-05,1.6345829596665633
0.0,9.119496855345912e-05,1.6345829538925194
0.0,9.748427672955976e-05,1.634582947689399
0.0,0.00010377358490566037,1.6345829410572221
0.0,0.00011006289308176101,1.6345829339959927
0.0,0.00011635220125786164,1.634582926505701
0.0,0.00012264150943396227,1.6345829185863263
0.0,0.0001289308176100629,1.634582910237838
0.0,0.00013522012578616352,1.6345829014601965
0.0,0.00014150943396226416,1.6345828922533558
0.0,0.0001477987421383648,1.6345828826172626
0.0,0.0001540880503144654,1.6345828725518565
0.0,0.00016037735849056605,1.634582862057073
0.0,0.0001666666666666667,1.6345828511328404
0.0,0.0001729559748427673,1.6345828397790831
0.0,0.00017924528301886794,1.63458282799572
0.0,0.00018553459119496858,1.6345828157826658
0.0,0.0001918238993710692,1.63458280313983
0.0,0.0001981132075471698,1.6345827900671173
0.0,0.00020440251572327047,1.6345827765644292
0.0,0.00021069182389937108,1.634582762631663
0.0,0.0002169811320754717,1.6345827482687103
0.0,0.00022327044025157233,1.634582733475461
0.0,0.00022955974842767297,1.6345827182517987
0.0,0.0002358490566037736,1.6345827025976045
0.0,0.00024213836477987423,1.6345826865127553
0.0,0.00024842767295597487,1.6345826699971235
0.0,0.0002547169811320755,1.6345826530505785
0.0,0.0002610062893081761,1.6345826356729853
0.0,0.00026729559748427676,1.6345826178642058
0.0,0.00027358490566037737,1.6345825996240972
0.0,0.000279874213836478,1.6345825809525136
0.0,0.00028616352201257865,1.634582561849305
0.0,0.00029245283018867926,1.6345825423143183
0.0,0.0002987421383647799,1.634582522347396
0.0,0.00030503144654088054,1.6345825019483773
0.0,0.00031132075471698115,1.6345824811170977
0.0,0.00031761006289308176,1.6345824598533885
0.0,0.00032389937106918243,1.6345824381570782
0.0,0.00033018867924528304,1.634582416027991
0.0,0.00033647798742138366,1.6345823934659476
0.0,0.0003427672955974843,1.634582370470765
0.0,0.00034905660377358493,1.634582347042257
0.0,0.00035534591194968555,1.634582323180233
0.0,0.0003616352201257862,1.6345822988844994
0.0,0.00036792452830188677,1.634582274154858
0.0,0.00037421383647798744,1.634582248991108
0.0,0.0003805031446540881,1.6345822233930445
0.0,0.00038679245283018866,1.6345821973604595
0.0,0.00039308176100628933,1.63458217089314
0.0,0.00039937106918239,1.634582143990871
0.0,0.00040566037735849055,1.6345821166534327
0.0,0.0004119496855345912,1.634582088880602
0.0,0.0004182389937106919,1.634582060672152
0.0,0.00042452830188679245,1.6345820320278528
0.0,0.0004308176100628931,1.6345820029474698
0.0,0.0004371069182389938,1.6345819734307658
0.0,0.00044339622641509434,1.634581943477499
0.0,0.000449685534591195,1.6345819130874248
0.0,0.0004559748427672956,1.6345818822602942
0.0,0.00046226415094339623,1.6345818509958547
0.0,0.0004685534591194969,1.6345818192938508
0.0,0.0004748427672955975,1.6345817871540222
0.0,0.0004811320754716981,1.6345817545761057
0.0,0.0004874213836477988,1.6345817215598342
0.0,0.0004937106918238995,1.6345816881049364
