z_cm,r_cm,T_cell_HeV
0.0006302521008403361,0.0001680672268907563,1967481.223326437
0.0006302521008403361,0.0006722689075630252,1967481.223326437
0.0006302521008403361,0.0013445378151260505,1967473.756826168
0.0006302521008403361,0.0020168067226890756,1967460.312257115
0.0006302521008403361,0.002689075630252101,1967441.094611754
0.0006302521008403361,0.0033613445378151263,1967416.1631794213
0.0006302521008403361,0.004033613445378151,1967385.5349802119
0.0006302521008403361,0.004705882352941176,1967349.2086216386
0.0006302521008403361,0.005378151260504202,1967307.172232791
0.0006302521008403361,0.006050420168067228,1967259.4067105637
0.0006302521008403361,0.0067226890756302525,1967205.8872348238
0.0006302521008403361,0.007394957983193277,1967146.5840382285
0.0006302521008403361,0.008067226890756302,1967081.4628164119
0.0006302521008403361,0.008739495798319327,1967010.4849481916
0.0006302521008403361,0.009411764705882354,1966933.6076074257
0.0006302521008403361,0.010084033613445379,1966850.7838086314
0.0006302521008403361,0.010756302521008404,1966761.9624093836
0.0006302521008403361,0.011428571428571429,1966667.0880826244
0.0006302521008403361,0.012100840336134453,1966566.101266662
0.0006302521008403361,0.01277310924369748,1966458.9380975754
0.0006302521008403361,0.013445378151260505,1966345.5303269222
0.0006302521008403361,0.01411764705882353,1966225.8052265344
0.0006302521008403361,0.014789915966386555,1966099.685481469
0.0006302521008403361,0.01546218487394958,1965967.0890717085
0.0006302521008403361,0.016134453781512605,1965827.9291428812
0.0006302521008403361,0.01680672268907563,1965682.113866043
0.0006302521008403361,0.017478991596638654,1965529.5462863853
0.0006302521008403361,0.018151260504201683,1965370.1241606
0.0006302521008403361,0.018823529411764708,1965203.7397825273
0.0006302521008403361,0.019495798319327733,1965030.2797966073
0.0006302521008403361,0.020168067226890758,1964849.6249985797
0.0006302521008403361,0.020840336134453782,1964661.6501227887
0.0006302521008403361,0.021512605042016807,1964466.2236153735
0.0006302521008403361,0.022184873949579832,1964263.2073925473
0.0006302521008403361,0.022857142857142857,1964052.4565830794
0.0006302521008403361,0.023529411764705882,1963833.8192540198
0.0006302521008403361,0.024201680672268907,1963607.1361186057
0.0006302521008403361,0.024873949579831932,1963372.2402251991
0.0006302521008403361,0.02554621848739496,1963128.956625999
0.0006302521008403361,0.026218487394957985,1962877.1020241596
0.0006302521008403361,0.02689075630252101,1962616.4843978249
0.0006302521008403361,0.027563025210084035,1962346.9025994525
0.0006302521008403361,0.02823529411764706,1962068.1459286676
0.0006302521008403361,0.028907563025210085,1961779.9936767062
0.0006302521008403361,0.02957983193277311,1961482.2146403596
0.0006302521008403361,0.030252100840336135,1961174.5666031123
0.0006302521008403361,0.03092436974789916,1960856.795780979
0.0006302521008403361,0.03159663865546218,1960528.6362302923
0.0006302521008403361,0.03226890756302521,1960189.809214445
0.0006302521008403361,0.03294117647058824,1959840.0225263056
0.0006302521008403361,0.033613445378151266,1959478.9697626997
0.0006302521008403361,0.03428571428571428,1959106.3295470073
0.0006302521008403361,0.03495798319327731,1958721.7646955268
0.0006302521008403361,0.03563025210084034,1958324.921322825
0.0006302521008403361,0.036302521008403366,1957915.4278808006
0.0006302521008403361,0.036974789915966394,1957492.8941256476
0.0006302521008403361,0.03764705882352941,1957056.9100062947
0.0006302521008403361,0.03831932773109244,1956607.0444672105
0.0006302521008403361,0.038991596638655465,1956142.8441577007
0.0006302521008403361,0.039663865546218494,1955663.8320389555
0.0006302521008403361,0.04033613445378151,1955169.5058791353
0.0006302521008403361,0.041008403361344536,1954659.3366256757
0.0006302521008403361,0.041680672268907565,1954132.766642757
0.0006302521008403361,0.04235294117647059,1953589.2078004633
0.0006302521008403361,0.043025210084033615,1953028.039400552
0.0006302521008403361,0.043697478991596636,1952448.6059219353
0.0006302521008403361,0.044369747899159664,1951850.2145668769
0.0006302521008403361,0.04504201680672269,1951232.1325865304
0.0006302521008403361,0.04571428571428572,1950593.5843617066
0.0006302521008403361,0.046386554621848736,1949933.7482116094
0.0006302521008403361,0.047058823529411764,1949251.7528996589
0.0006302521008403361,0.04773109243697479,1948546.6738013248
0.0006302521008403361,0.04840336134453782,1947817.5286940518
0.0006302521008403361,0.049075630252100835,1947063.2731236962
0.0006302521008403361,0.049747899159663864,1946282.7952953468
0.0006302521008403361,0.05042016806722689,1945474.910428695
0.0006302521008403361,0.05109243697478992,1944638.3545091094
0.0006302521008403361,0.05176470588235295,1943771.777354975
0.0006302521008403361,0.05243697478991596,1942873.7349093093
0.0006302521008403361,0.05310924369747899,1941942.6806488386
0.0006302521008403361,0.05378151260504202,1940976.9559860416
0.0006302521008403361,0.05445378151260505,1939974.7795185773
0.0006302521008403361,0.05512605042016806,1938934.2349552093
0.0006302521008403361,0.05579831932773109,1937853.2575168617
0.0006302521008403361,0.05647058823529412,1936729.6185745685
0.0006302521008403361,0.05714285714285715,1935560.908241252
0.0006302521008403361,0.05781512605042017,1934344.5155795056
0.0006302521008403361,0.05848739495798319,1933077.6060203207
0.0006302521008403361,0.05915966386554622,1931757.0955046837
0.0006302521008403361,0.05983193277310925,1930379.620756915
0.0006302521008403361,0.060504201680672276,1928941.5049699289
0.0006302521008403361,0.06117647058823529,1927438.718020871
0.0006302521008403361,0.06184873949579832,1925866.830131087
0.0006302521008403361,0.06252100840336135,1924220.9576239907
0.0006302521008403361,0.06319327731092438,1922495.699100545
0.0006302521008403361,0.06386554621848739,1920685.0599208635
0.0006302521008403361,0.06453781512605042,1918782.362319205
0.0006302521008403361,0.06521008403361345,1916780.1377433217
0.0006302521008403361,0.06588235294117648,1914669.9970350878
0.0006302521008403361,0.0665546218487395,1912442.4727696246
0.0006302521008403361,0.06722689075630252,1910086.826320333
0.0006302521008403361,0.06789915966386555,1907590.8098393872
0.0006302521008403361,0.06857142857142857,1904940.370080693
0.0006302521008403361,0.0692436974789916,1902119.276470838
0.0006302521008403361,0.06991596638655462,1899108.649501955
0.0006302521008403361,0.07058823529411765,1895886.3565575317
0.0006302521008403361,0.07126050420168067,1892426.2294503213
0.0006302521008403361,0.0719327731092437,1888697.03936104
0.0006302521008403361,0.07260504201680673,1884661.1375927292
0.0006302521008403361,0.07327731092436975,1880272.6300017757
0.0006302521008403361,0.07394957983193277,1875474.891784754
0.0006302521008403361,0.0746218487394958,1870197.1355162922
0.0006302521008403361,0.07529411764705883,1864349.5990000723
0.0006302521008403361,0.07596638655462185,1857816.686526642
0.0006302521008403361,0.07663865546218487,1850447.0175250696
0.0006302521008403361,0.0773109243697479,1842038.7009899905
0.0006302521008403361,0.07798319327731093,1832317.054850459
0.0006302521008403361,0.07865546218487394,1820900.0132266614
0.0006302521008403361,0.07932773109243697,1807242.7409789546
0.0006302521008403361,0.07983226610644258,1588622.5517066687
0.0006302521008403361,0.08000140023909427,1449307.1412497174
0.0006302521008403361,0.08000301462461391,1449128.7783539044
0.0006302521008403361,0.08000495304520848,1448914.6028154958
0.0006302521008403361,0.08000728054031775,1448657.4210159283
