time_ns,foam_energy_hJ,gold_energy_hJ
0.014677903802677942,0.00120590432315897,0.0
0.045306122448979594,0.0020006706757273356,0.0
0.07561224489795919,0.0031628204954008304,0.0
0.10584971595612674,0.004677572797134538,0.0
0.13618961882880765,0.006649470432002352,0.0
0.16643027173770197,0.008988733652009182,0.0
0.19683673469387755,0.01180366611268106,0.0
0.22714285714285715,0.014856977842034349,0.0
0.25744897959183677,0.018089449353862943,0.0
0.28766453417224447,0.021695148608715242,0.0
0.31798489244116085,0.02546452814278707,0.0
0.3483080649557807,0.029389823803532254,0.0
0.37867107237072406,0.03328902647985715,0.0
0.4089625335261748,0.037109838532470324,0.0
0.43928571428571433,0.040912424187630574,0.0
0.4695585894828322,0.044718026086464045,0.0
0.4998259166980992,0.04834856442153638,0.0
0.5302040816326531,0.051910582920243475,0.0
0.5605102040816325,0.05550273451940522,0.0
0.590781841753359,0.05903370970755199,0.0
0.6210804441518016,0.062494755767397644,0.0
0.6514237849508169,0.06570075533903945,0.0
0.681734693877551,0.06880357667994584,0.0
0.7120127917370047,0.07199941308412432,0.0
0.7423267644645123,0.07515994712624344,0.0
0.7726256132796536,0.07830700674122422,0.0
0.8029591836734693,0.08154241722283419,0.0
0.8332301697759141,0.08473904892454187,0.0
0.863503061104462,0.08782043227803765,0.0
0.8938775510204082,0.09080023769159153,0.0
0.9241267610166094,0.0936607286719177,0.0
0.9544121001283322,0.0964580738401888,0.0
0.9847959183673468,0.09935980898865088,0.0
1.0150297434861115,0.10225502513263729,0.0
1.045408163265306,0.10489812621500513,0.0
1.0757142857142856,0.10731697286526223,0.0
1.1060204081632652,0.10950239905564246,0.0
1.1362495672761936,0.11131661574348398,0.0
1.1666174227634274,0.11279915249967253,0.0
1.1968394101836959,0.11403716314861523,0.0
1.2272448979591837,0.1151989399429409,0.0
1.2574760860311502,0.11611707420846729,0.0
1.2878571428571428,0.11646541171132707,0.0
1.3181310760079155,0.11635054033983475,0.0
1.3484693877551022,0.11597967909436821,0.0
1.3787755102040817,0.1156374703540486,0.0
1.408997892869309,0.11519758230052479,0.0
1.4393545026210433,0.11455912393187077,0.0
1.4696938775510204,0.11380399170928579,0.0
1.5,0.11294129088103828,0.0
