time_ns,xF_cm
0.03809523809523796,0.0
0.09791547140944717,0.0015962247605074253
0.1577357047236564,0.0023107452596919267
0.21755593803786558,0.0029028882052885147
0.2773761713520748,0.003381277620368144
0.337196404666284,0.003961245135506176
0.3970166379804932,0.004679409695325087
0.4568368712947024,0.005588503065812087
0.5166571046089117,0.0065355047651755325
0.5764773379231208,0.0074067546607791
0.63629757123733,0.008221851791017492
0.6961178045515393,0.009000005502868186
0.7559380378657484,0.009755438791280317
0.8157582711799577,0.010461778924416803
0.8755785044941669,0.011190793323559675
0.9353987378083761,0.01192742390746698
0.9952189711225853,0.012758196425558043
1.0550392044367944,0.01380575955799601
1.1148594377510037,0.014903697945868878
1.174679671065213,0.01598966767392768
1.234499904379422,0.01705059061552839
1.2943201376936313,0.01806095799796398
1.3541403710078406,0.019111408318442005
1.4139606043220498,0.020159396819625326
1.473780837636259,0.021200651026379677
1.5336010709504682,0.022479116072095837
1.5934213042646774,0.02394687064151535
1.6532415375788865,0.025375569971656
1.7130617708930957,0.02668800108917426
1.772882004207305,0.02794966450200311
1.8327022375215143,0.02923748249819834
1.8925224708357233,0.030552617124071053
1.9523427041499326,0.03189613326162867
2.012162937464142,0.03317296481847077
2.071983170778351,0.034422811396034765
2.1318034040925604,0.035765712462857625
2.1916236374067695,0.03719957207767676
2.2514438707209785,0.03873938395938759
2.311264104035188,0.040388387201553404
2.371084337349397,0.042107290649284326
2.430904570663606,0.04389555318789995
2.4907248039778156,0.045752766123395364
2.5505450372920246,0.047900059029370945
2.6103652706062337,0.05019663990218823
2.670185503920443,0.0524528187093719
2.7300057372346522,0.054675858263975266
2.7898259705488617,0.05687184810019453
2.8496462038630708,0.05904595806898559
2.90946643717728,0.061202625409548954
2.9692866704914893,0.06334569546447093
3.0291069038056984,0.06560428113100232
3.0889271371199074,0.06790190010290979
3.148747370434117,0.07015803404405174
3.208567603748326,0.0723773746268543
3.268387837062535,0.07456400109291271
3.3282080703767445,0.07672148762974573
3.3880283036909535,0.07885862297190925
3.4478485370051626,0.0809756335468841
3.507668770319372,0.08307057118880422
3.567489003633581,0.08514575523665786
3.6273092369477906,0.0872032747867657
3.6871294702619997,0.08924501998013105
3.7469497035762087,0.09127270801821727
3.806769936890418,0.09326331868265554
3.8665901702046273,0.09517922141469196
3.9264104035188363,0.09709700991742096
3.986230636833046,0.09901744163978839
4.046050870147255,0.10094122593052293
4.105871103461464,0.10286902847326272
4.165691336775673,0.10480147520766861
4.225511570089883,0.10673915580779546
4.285331803404092,0.10868262677758511
4.345152036718301,0.11063241421399202
4.40497227003251,0.11263348536789426
4.464792503346719,0.11470397739572996
4.524612736660928,0.11676965669979997
4.584432969975138,0.11883135086974916
4.644253203289347,0.12088983522547508
4.704073436603556,0.12294583749665014
4.763893669917765,0.12500004197494674
4.823713903231974,0.12705309320995642
4.883534136546184,0.1291055993087623
4.943354369860393,0.13115813489002903
5.003174603174602,0.13321124373592902
5.062994836488811,0.13541598441985456
5.12281506980302,0.13772093073865638
5.182635303117229,0.14000408130147174
5.242455536431439,0.14226667450368743
5.302275769745648,0.14450986264018606
5.3620960030598575,0.1467347201246522
5.4219162363740665,0.1489422507266322
5.4817364696882755,0.1512147582421116
5.5415567030024855,0.15352778586979296
5.6013769363166945,0.15581563037914417
5.661197169630904,0.15807945780584093
5.721017402945113,0.16032035728840063
5.780837636259322,0.1625393480000795
5.840657869573531,0.1645810821526536
5.900478102887741,0.16599236164622075
5.96029833620195,0.16744224427614945
6.020118569516159,0.16893048399255797
6.079938802830368,0.17045683433810363
6.139759036144577,0.17202104900189524
6.199579269458787,0.17350381585098154
6.259399502772996,0.1743726038886787
6.319219736087205,0.17535450199095798
6.379039969401414,0.17644921740620798
6.438860202715623,0.17765637966648912
6.498680436029832,0.17905117959068848
6.558500669344042,0.18179615909000266
6.618320902658251,0.18452159517138833
6.67814113597246,0.18722859289272198
6.737961369286669,0.1899181896313056
6.797781602600878,0.1925913608195015
6.857601835915087,0.1952490250696046
6.917422069229297,0.1978920487655929
6.977242302543506,0.2005212501879932
7.037062535857715,0.2035910057399976
7.096882769171924,0.2071609344775841
7.156703002486133,0.21066046767786173
7.216523235800343,0.21409325668596318
7.276343469114552,0.21746265860418362
7.336163702428761,0.2207717690949461
7.39598393574297,0.22402345061547368
7.4558041690571795,0.22722035683940192
7.5156244023713885,0.2303649538772202
7.5754446356855984,0.23345953879459375
7.6352648689998075,0.2364433719753255
7.6950851023140165,0.23937689484204352
7.754905335628226,0.24226851374775374
7.814725568942435,0.2451198412467791
7.874545802256645,0.2479323956137075
7.934366035570854,0.2507076086072478
7.994186268885063,0.2534468324286768
8.054006502199272,0.2559211652958259
8.11382673551348,0.2582029235465024
8.17364696882769,0.26046300505368913
8.233467202141899,0.2627019746173991
8.293287435456108,0.26492037280495234
8.353107668770317,0.2668984284157743
8.412927902084528,0.26779548230197575
8.472748135398737,0.2687219200807751
8.532568368712946,0.2696776734583948
8.592388602027155,0.2706626711974856
8.652208835341364,0.2716768392180403
8.712029068655573,0.2727201007019004
8.771849301969782,0.2738338335548393
8.831669535283991,0.2750186000294865
8.8914897685982,0.276228067076836
8.95131000191241,0.277462153128297
9.011130235226618,0.2787207755015649
9.070950468540829,0.2800038504891693
9.130770701855038,0.28131129344638967
9.190590935169247,0.28264301887837373
9.250411168483456,0.28399894052630104
9.310231401797665,0.28537897145244406
9.370051635111874,0.28678302412399165
9.429871868426083,0.2887863709199886
9.489692101740292,0.2910883139614108
9.549512335054501,0.29337641300419137
9.60933256836871,0.29565100565555325
9.66915280168292,0.2979124173554544
9.72897303499713,0.3001609619824123
9.78879326831134,0.30239694242111925
9.848613501625548,0.3046206510947521
9.908433734939758,0.30683237046462136
9.968253968253967,0.30992988554852924
10.028074201568176,0.31330664928641677
10.087894434882385,0.31664240746811273
10.147714668196594,0.31993881933895174
10.207534901510803,0.32319746280134887
10.267355134825012,0.3249781450223339
10.32717536813922,0.32597538768424716
10.386995601453432,0.32699739884665696
10.44681583476764,0.32804412398671295
10.50663606808185,0.3291305076916797
10.566456301396059,0.33030463982590447
10.626276534710268,0.33150011860210954
10.686096768024477,0.332716886139555
10.745917001338686,0.33395488378962535
10.805737234652895,0.33567313479591293
10.865557467967104,0.3380484902413826
10.925377701281313,0.3404072709053688
10.985197934595522,0.3427498189875586
11.045018167909733,0.3450764650722608
11.104838401223942,0.34738752867299405
11.164658634538151,0.34968331874467967
11.22447886785236,0.3519641341657645
11.28429910116657,0.3542302641924025
11.344119334480778,0.35648198888665095
11.403939567794987,0.3587195795204735
11.463759801109196,0.36147190701389953
11.523580034423405,0.3645738737343821
11.583400267737614,0.36764600926186053
