time_ns,x_derivation_cm,x_no_marshak_cm,delta_derivation_minus_no_marshak_cm,ratio_derivation_over_no_marshak
4.225511570089883,0.10673915580779546,0.07537782822712455,0.03136132758067091,1.4160550697504124
4.285331803404092,0.10868262677758511,0.07678175529302117,0.03190087148456394,1.415474631477505
4.345152036718301,0.11063241421399202,0.07819125184152007,0.03244116237247195,1.414895037596079
4.40497227003251,0.11263348536789426,0.07962177760161115,0.03301170776628311,1.4146065154618592
4.464792503346719,0.11470397739572996,0.0810785059334799,0.03362547146225006,1.414727319837859
4.524612736660928,0.11676965669979997,0.08253452450827169,0.03423513219152828,1.4147977152045894
4.584432969975138,0.11883135086974916,0.08399026768040409,0.034841083189345076,1.4148228616429794
4.644253203289347,0.12088983522547508,0.08544614428600976,0.035443690939465325,1.4148073764548856
4.704073436603556,0.12294583749665014,0.08690253981741171,0.03604329767923843,1.414755400187013
4.763893669917765,0.12500004197494674,0.08835981836519917,0.03664022360974757,1.4146706533314746
4.823713903231974,0.12705309320995642,0.08981832435751644,0.03723476885243998,1.41455648520261
4.883534136546184,0.1291055993087623,0.09127838412182324,0.03782721518693907,1.414415916220138
4.943354369860393,0.13115813489002903,0.0927403072907561,0.03841782759927294,1.4142516746124933
5.003174603174602,0.13321124373592902,0.09420438807067585,0.039006855665253165,1.4140662283798147
5.062994836488811,0.13541598441985456,0.09572255998938338,0.03969342443047118,1.4146715720397949
5.12281506980302,0.13772093073865638,0.09727400696114748,0.0404469237775089,1.4158040265953467
5.182635303117229,0.14000408130147174,0.09881461376325192,0.04118946753821982,1.4168357894603008
5.242455536431439,0.14226667450368743,0.10034500255433086,0.04192167194935657,1.4177753837482687
5.302275769745648,0.14450986264018606,0.10186575555734895,0.04264410708283711,1.41863044994379
5.3620960030598575,0.1467347201246522,0.10337741857910242,0.04335730154554977,1.4194078565849813
5.4219162363740665,0.1489422507266322,0.10488050414178975,0.04406174658484245,1.4201137946979605
5.4817364696882755,0.1512147582421116,0.10640338405962421,0.0448113741824874,1.4211461372072236
5.5415567030024855,0.15352778586979296,0.10793627225818425,0.04559151361160871,1.422392886633638
5.6013769363166945,0.15581563037914417,0.10945567227606559,0.04635995810307858,1.4235500740989555
5.661197169630904,0.15807945780584093,0.11096218426093034,0.04711727354491059,1.4246246039471713
5.721017402945113,0.16032035728840063,0.11245637177760295,0.04786398551079768,1.425622708204164
5.780837636259322,0.1625393480000795,0.11393876485150721,0.04860058314857228,1.42655002634013
5.840657869573531,0.1645810821526536,0.11535636558064871,0.04922471657200489,1.4267186845236606
5.900478102887741,0.16599236164622075,0.11655657607484603,0.04943578557137472,1.4241355334565582
5.96029833620195,0.16744224427614945,0.11777872250505209,0.04966352177109737,1.4216680289512145
6.020118569516159,0.16893048399255797,0.11902276839145308,0.04990771560110489,1.4193123406184252
6.079938802830368,0.17045683433810363,0.12028867686283175,0.05016815747527188,1.4170646712863915
6.139759036144577,0.17202104900189524,0.12157641082059303,0.05044463818130221,1.414921265077828
6.199579269458787,0.17350381585098154,0.12284475356834201,0.05065906228263953,1.412382790563835
6.259399502772996,0.1743726038886787,0.12391083386818515,0.050461770020493554,1.4072425989334731
6.319219736087205,0.17535450199095798,0.12503705183154548,0.0503174501594125,1.4024203179966368
6.379039969401414,0.17644921740620798,0.12622368613914495,0.05022553126706303,1.3979089250467303
6.438860202715623,0.17765637966648912,0.1274709784159376,0.050185401250551515,1.3937006044371656
6.498680436029832,0.17905117959068848,0.12880568711467794,0.05024549247601054,1.3900875310829723
6.558500669344042,0.18179615909000266,0.13063530092187606,0.0511608581681266,1.3916311885615233
6.618320902658251,0.18452159517138833,0.13245689526609328,0.05206469990529505,1.393069004076398
6.67814113597246,0.18722859289272198,0.134270959574846,0.05295763331787598,1.394408690349428
6.737961369286669,0.1899181896313056,0.1360779568061583,0.0538402328251473,1.3956572694712206
6.797781602600878,0.1925913608195015,0.13787832544011158,0.05471303537938993,1.3968211479559558
6.857601835915087,0.1952490250696046,0.13967248128228976,0.05557654378731483,1.3979061822134453
6.917422069229297,0.1978920487655929,0.1414608191003486,0.056431229665244304,1.3989177358376066
6.977242302543506,0.2005212501879932,0.14324371411216433,0.05727753607582886,1.3998607298815133
7.037062535857715,0.2035910057399976,0.14517987137276142,0.05841113436723619,1.402336314359039
7.096882769171924,0.2071609344775841,0.14728226518632245,0.05987866929126165,1.4065572268019568
7.156703002486133,0.21066046767786173,0.14934337612482923,0.0613170915530325,1.4105779120848345
7.216523235800343,0.21409325668596318,0.15136499725910804,0.06272825942685514,1.4144172071663061
7.276343469114552,0.21746265860418362,0.15334879527102158,0.06411386333316205,1.4180917314664923
7.336163702428761,0.2207717690949461,0.15529632283797914,0.06547544625696697,1.4216162048168879
7.39598393574297,0.22402345061547368,0.15720902949296783,0.06681442112250585,1.425003712178597
7.4558041690571795,0.22722035683940192,0.15908827118378585,0.06813208565561607,1.4282659252542058
7.5156244023713885,0.2303649538772202,0.16093531871734432,0.06942963515987588,1.4314132889736733
7.5754446356855984,0.23345953879459375,0.1627513652442783,0.07070817355031545,1.4344551791881284
7.6352648689998075,0.2364433719753255,0.1645160209955502,0.07192735097977529,1.437205753850081
7.6950851023140165,0.23937689484204352,0.16625114708669125,0.07312574775535227,1.4398510869655596
7.754905335628226,0.24226851374775374,0.16796002461190587,0.07430848913584787,1.4424177080680214
7.814725568942435,0.2451198412467791,0.16964351582095355,0.07547632542582555,1.4449113487219007
7.874545802256645,0.2479323956137075,0.1713024373073379,0.0766299583063696,1.4473372329716823
7.934366035570854,0.2507076086072478,0.17293756341234653,0.07777004519490124,1.4497001325817744
7.994186268885063,0.2534468324286768,0.17454962930788204,0.07889720312079479,1.4520044152120812
8.054006502199272,0.2559211652958259,0.17606130567866496,0.07985985961716097,1.4535912039804801
8.11382673551348,0.2582029235465024,0.17749984644018538,0.08070307710631705,1.4546656164770977
8.17364696882769,0.26046300505368913,0.17892503140509416,0.08153797364859497,1.4557102659604368
8.233467202141899,0.2627019746173991,0.18033718033273788,0.0823647942846612,1.4567266391361502
8.293287435456108,0.26492037280495234,0.1817366001898161,0.08318377261513624,1.457716126131194
8.353107668770317,0.2668984284157743,0.18304906133306376,0.08384936708271057,1.4580704564780254
8.412927902084528,0.26779548230197575,0.18399197947202905,0.0838035028299467,1.4554736737461251
8.472748135398737,0.2687219200807751,0.18495070318320514,0.08377121689756997,1.4529380827202878
8.532568368712946,0.2696776734583948,0.18592523458567728,0.0837524388727175,1.4504629995995677
8.592388602027155,0.2706626711974856,0.18691557460025363,0.08374709659723198,1.4480477176732727
8.652208835341364,0.2716768392180403,0.18792172299200208,0.08375511622603823,1.445691508637364
8.712029068655573,0.2727201007019004,0.18894367841305337,0.08377642228884702,1.4433936239226897
8.771849301969782,0.2738338335548393,0.18999562958677862,0.08383820396806069,1.4412638551234065
8.831669535283991,0.2750186000294865,0.19107746520091576,0.08394113482857077,1.4393042096319817
8.8914897685982,0.276228067076836,0.19217294963769657,0.08405511743913943,1.4373930753397315
8.95131000191241,0.277462153128297,0.1932820731641649,0.08418007996413207,1.4355296825310508
9.011130235226618,0.2787207755015649,0.19440482561685937,0.0843159498847055,1.4337132559192676
9.070950468540829,0.2800038504891693,0.19554119643094617,0.08446265405822315,1.4319430155887916
9.130770701855038,0.28131129344638967,0.19669117466884511,0.08462011877754455,1.4302181779127274
9.190590935169247,0.28264301887837373,0.19785474904832573,0.084788269830048,1.4285379564446976
9.250411168483456,0.28399894052630104,0.19903190797005232,0.08496703255624871,1.4269015627837593
9.310231401797665,0.28537897145244406,0.20022263954455988,0.08515633190788419,1.4253082074114427
9.370051635111874,0.28678302412399165,0.20142693161864297,0.08535609250534867,1.423757100500103
9.429871868426083,0.2887863709199886,0.20284428221707496,0.08594208870291364,1.4236850443284481
9.489692101740292,0.2910883139614108,0.2043651885817351,0.08672312537967572,1.4243537071138275
9.549512335054501,0.29337641300419137,0.2058785755184664,0.08749783748572498,1.4249972939893243
9.60933256836871,0.29565100565555325,0.2073846178418778,0.08826638781367543,1.4256168501415805
9.66915280168292,0.2979124173554544,0.20888348455316422,0.08902893280229016,1.4262133647987418
9.72897303499713,0.3001609619824123,0.21037533910656303,0.08978562287584929,1.426787774922466
9.78879326831134,0.30239694242111925,0.21186033966034826,0.090536602760771,1.4273409686112941
9.848613501625548,0.3046206510947521,0.2133386393134426,0.09128201178130951,1.4278737882414054
9.908433734939758,0.30683237046462136,0.21481038632864222,0.09202198413597915,1.4283870333680844
9.968253968253967,0.30992988554852924,0.21658580696981364,0.0933440785787156,1.4309796652175149
10.028074201568176,0.31330664928641677,0.21844694285585012,0.09485970643056665,1.4342459784075035
10.087894434882385,0.31664240746811273,0.22028064443441428,0.09636176303369845,1.4374499778730623
10.147714668196594,0.31993881933895174,0.22208777031126434,0.0978510490276874,1.4405962961875185
10.207534901510803,0.32319746280134887,0.22386914095846172,0.09932832184288715,1.4436892079793937
10.267355134825012,0.3249781450223339,0.22513209413635024,0.09984605088598367,1.4434998540257542
10.32717536813922,0.32597538768424716,0.2261258269459544,0.09984956073829276,1.441566370754091
10.386995601453432,0.32699739884665696,0.22713302002965954,0.09986437881699742,1.439673539338124
10.44681583476764,0.32804412398671295,0.2281536732417862,0.09989045074492675,1.4378209183556194
10.50663606808185,0.3291305076916797,0.22919295201286535,0.09993755567881432,1.4360411382685296
10.566456301396059,0.33030463982590447,0.230267359423014,0.10003728040289048,1.4344396906863226
10.626276534710268,0.33150011860210954,0.23135357663543707,0.10014654196667247,1.4328722443936177
10.686096768024477,0.332716886139555,0.23245159760310802,0.100265288536447,1.431338349877215
10.745917001338686,0.33395488378962535,0.2335614159627472,0.10039346782687814,1.4298375543454094
10.805737234652895,0.33567313479591293,0.23484193247206847,0.10083120232384446,1.429357744004415
10.865557467967104,0.3380484902413826,0.23635097063909716,0.10169751960228546,1.4302817937548282
10.925377701281313,0.3404072709053688,0.2378504349310111,0.10255683597435772,1.4311820409498284
10.985197934595522,0.3427498189875586,0.23934050528838394,0.10340931369917464,1.432059394102873
11.045018167909733,0.3450764650722608,0.24082135608480976,0.10425510898745105,1.43291471604676
11.104838401223942,0.34738752867299405,0.24229315636508295,0.1050943723079111,1.4337488267706449
11.164658634538151,0.34968331874467967,0.24375607007043396,0.10592724867424572,1.4345625060481069
11.22447886785236,0.3519641341657645,0.24521025625167087,0.10675387791409363,1.4353564958740024
11.28429910116657,0.3542302641924025,0.2466558692710106,0.1075743949213919,1.436131502726155
11.344119334480778,0.35648198888665095,0.24809305899332545,0.10838892989332549,1.4368881996664062
11.403939567794987,0.3587195795204735,0.24952197096747503,0.10919760855299848,1.4376272282941862
11.463759801109196,0.36147190701389953,0.25112466285177515,0.11034724416212438,1.4394122142724635
11.523580034423405,0.3645738737343821,0.2528402923485256,0.11173358138585648,1.4419136694868169
11.583400267737614,0.36764600926186053,0.2545357748704666,0.11311023439139395,1.4443785336224577
11.643220501051823,0.37068927156085796,0.2562116136894965,0.11447765787136144,1.4468090115934291
11.703040734366034,0.373704581055634,0.25786829408899253,0.11583628696664144,1.4492071713425356
11.762860967680243,0.37669282285907857,0.2595062843110181,0.11718653854806049,1.4515749545687784
11.822681200994452,0.38037279737805796,0.2613706861721696,0.11900211120588838,1.4553001445904288
11.882501434308661,0.3866254539612706,0.26409347460008925,0.12253197936118138,1.463972006679562
11.94232166762287,0.3928790005156554,0.26678036917150183,0.12609863134415356,1.472668329141902
12.00214190093708,0.39914184452174084,0.26943498393573867,0.12970686058600217,1.481403189338389
12.061962134251289,0.40568375169489274,0.2721479114548196,0.13353584024007314,1.4906737645945227
12.121782367565498,0.4153500768309419,0.27585718300515144,0.13949289382579044,1.505670696358795
12.181602600879707,0.4252096570050496,0.2795645511210429,0.1456451058840067,1.520971293749424
12.241422834193916,0.43529013717219656,0.2832793471453418,0.15201079002685475,1.5366109162517334
12.301243067508125,0.44261832856031624,0.2860476650304655,0.15657066352985072,1.5473586491718965
12.361063300822336,0.4496955489396566,0.2886994188334517,0.1609961301062049,1.5576600422568991
12.420883534136545,0.45687105930598015,0.2913490836779182,0.16552197562806198,1.5681225200318252
12.480703767450754,0.46415401315856425,0.29399978544640065,0.1701542277121636,1.5787562989333697
12.540524000764963,0.4711981184854814,0.2965432196169823,0.17465489886849905,1.588969456439047
12.600344234079172,0.4756960675316186,0.2982630729632358,0.1774329945683828,1.5948875695726952
12.66016446739338,0.48022289681567787,0.29997751541230855,0.18024538140336932,1.6008629718651692
12.71998470070759,0.4847806941315944,0.3016873381071455,0.18309335602444893,1.606897714611485
12.779804934021799,0.4893715462472828,0.3033933187643168,0.185978227482966,1.6129938135764892
12.839625167336008,0.49399754144154434,0.3050962225758107,0.18890131886573364,1.6191532535896775
12.899445400650217,0.49866077199696685,0.30679680307310064,0.1918639689238662,1.6253779928669942
12.959265633964426,0.5033633366580543,0.3084958029568976,0.19486753370115673,1.631669967089903
13.019085867278635,0.5081073430633051,0.3101939548957431,0.197913388167562,1.6380310932689877
13.078906100592846,0.5115947113188173,0.31149765971056814,0.20009705160824914,1.6423709628963883
13.138726333907055,0.5148523751830308,0.31272364780336454,0.2021287273796663,1.6463493528534225
13.198546567221264,0.5181243593553695,0.3139466966889163,0.2041776626664532,1.6503577353093444
13.258366800535473,0.5214113386876789,0.3151670672923717,0.20624427139530715,1.6543966448245053
13.318187033849682,0.5247139878295417,0.31638501735648283,0.20832897047305887,1.658466612021412
13.378007267163891,0.5280329815964557,0.31760080158293924,0.2104321800135165,1.6625681640748744
13.4378275004781,0.531368995333478,0.31881467176937894,0.2125543235640991,1.666701825184051
13.49764773379231,0.5347227052749509,0.32002687694233756,0.21469582833261336,1.670868117027862
13.557467967106518,0.5380947889009002,0.32123766348638383,0.2168571254145164,1.6750675592051436
13.617288200420727,0.5414216519215271,0.3224281870318122,0.21899346488971494,1.6792007451510687
13.677108433734936,0.5447251969646092,0.3236052140487288,0.22111998291588042,1.6833016691831917
13.736928667049147,0.5480473506449568,0.32478132673413534,0.22326602391082145,1.6874349155349873
13.796748900363356,0.5513887370059022,0.32595674390971785,0.22543199309618434,1.6916009480037744
13.856569133677565,0.5547499824214011,0.32713168246779634,0.22761829995360472,1.6958002301596453
13.916389366991774,0.5581317158939735,0.3283063574689829,0.22982535842499058,1.7000332256639397
13.976209600305983,0.5615345693524635,0.3294809822376741,0.2320535871147894,1.7043003985808063
14.036029833620193,0.565361226234715,0.33077314516374307,0.2345880810709719,1.7092113870212875
14.095850066934402,0.5702464902399136,0.332366018001053,0.2378804722388606,1.7157183928415538
14.15567030024861,0.5751869774183939,0.3339644218008759,0.241222555617518,1.7223001609475197
14.21549053356282,0.5801845111338044,0.33556886281920695,0.24461564831459748,1.7289581228112576
14.275310766877029,0.5852409431245434,0.3371798462378246,0.24806109688671885,1.735693724445656
14.335131000191238,0.590358155259755,0.3387978765401068,0.2515602787196482,1.7425084280003407
14.394951233505449,0.5955380613398088,0.34042345788587197,0.25511460345393683,1.7494037133582752
14.454771466819658,0.6007826089449884,0.3420570944859821,0.25872551445900627,1.7563810797369945
14.514591700133867,0.606412105965731,0.3437893873178983,0.2626227186478327,1.763905834024447
14.574411933448076,0.6121332147521903,0.3455361792693665,0.2665970354828238,1.771545937813346
14.634232166762285,0.6179354414455581,0.34729436893811966,0.27064107250743846,1.7792843671348464
14.694052400076494,0.6238213109690596,0.349064554327569,0.2747567566414906,1.7871230499778945
14.753872633390703,0.6297934060840237,0.3508473365471963,0.2789460695368274,1.7950639508397788
14.813692866704912,0.6358543704328374,0.3526433203285792,0.28321105010425823,1.8031090730440416
14.873513100019121,0.6420069116991423,0.3544531145494713,0.28755379714967094,1.8112604611054612
14.93333333333333,0.6482538048930557,0.3562773327670115,0.2919764721260442,1.8195202031474256
