time_ns,foam_energy_hJ,gold_energy_hJ
0.14956893990447648,0.006896279861107118,0.022060731245148072
0.4530612244897959,0.022488676338440452,0.022094846693704727
0.7561224489795918,0.049025778790292844,0.022203027792610096
1.0591510983171313,0.09017736046599918,0.022407048318264785
1.3622448979591835,0.15004199762543852,0.022885422310285695
1.6653061224489794,0.23332692492251988,0.023902817468877346
1.9683673469387752,0.33691618433187565,0.02571466758165901
2.2714276767340897,0.47607721361294697,0.02910975932357595
2.5743849151945546,0.6661229338045107,0.03561098561388997
2.877401611293356,0.8825313824216434,0.045798512434685544
3.180518669829099,1.1092554561557904,0.060442155037555595
3.4836613872739295,1.3483302942863395,0.07926398502689548
3.7865784066794412,1.5987330434226712,0.1024863741834821
4.089795918367346,1.8359671295347513,0.12974339482122604
4.392857142857142,2.1375411595699423,0.1662004175392398
4.695918367346938,2.4016361459807856,0.20740666458509247
4.998979591836734,2.731083024031866,0.25960028339333246
5.30204081632653,3.031532251269975,0.31847493957419387
5.605039015252015,3.331166897943001,0.38460992701793145
5.908163265306122,3.6261709341535613,0.4564315708087517
6.211116919467071,3.9582362579956,0.5383764763638563
6.514178711624069,4.357798616276377,0.6400420054806909
6.8173469387755095,4.766339724046291,0.7640183112561869
7.120364768771157,5.173532064274038,0.9067305257223032
7.423469387755101,5.514394007966142,1.053989615257374
7.726519402352672,5.8167140873162015,1.196275323034793
8.029547256475608,6.082884816269572,1.3345697407033297
8.33265306122449,6.33961759068394,1.4698685449806292
8.635548028436446,6.618494431280288,1.6073283313864202
8.938583967980936,6.921737494929799,1.758454280571455
9.241836734693877,7.279347440190621,1.9256450482843235
9.544897959183672,7.630678796100584,2.114314787912934
9.84771369964494,7.965701573564199,2.3119857982565755
10.151020408163264,8.266818168738732,2.5156700237313974
10.454081632653061,8.545886679295124,2.7147033334739783
10.757142857142854,8.86543343595096,2.927428496425114
11.060008563398563,9.182100275877568,3.1533371505393757
11.363265306122447,9.478558952924919,3.383511025479359
11.666326530612244,9.750350270973463,3.615006815838611
11.96938775510204,9.948462160601762,3.8346834531710963
12.272299811800691,9.945784848842946,4.012638116713794
12.575510204081631,9.803408165378304,4.14221946060911
12.878571428571426,9.614083088306469,4.241586874929024
13.18108026229128,9.415647486315747,4.314350870494097
13.484693877551019,9.22296394411893,4.372782425267277
13.787727169106304,9.059536378520141,4.418544280293921
14.089681156075974,8.888900567428978,4.453742648358771
14.390404457832199,8.723222733455486,4.4808244915046265
14.696938775510203,8.568203202709883,4.500245343708441
14.999052670628759,8.389360132579435,4.51078367962076
